alias,code,vendor_type,vendor_code
Avignon,FRA000004000,meiya_air,AVN
Bastia,FRA000005000,meiya_air,BIA
Biarritz,FRA000006000,meiya_air,BIQ
Clermontferrand,FRA000007000,meiya_air,CFE
Calvi,FRA000008000,meiya_air,CLY
Metz/Nancy,FRA000009000,meiya_air,ETZ
Grenoble,FRA000010000,meiya_air,GNB
Lannion,FRA000011000,meiya_air,LAI
Lorient,FRA000012000,meiya_air,LRT
Euroairportmulh,FRA000013000,meiya_air,MLH
Annecy,FRA000014000,meiya_air,NCY
Perpignan,FRA000015000,meiya_air,PGF
Pau,FRA000016000,meiya_air,PUF
Rodez,FRA000017000,meiya_air,RDZ
Toulon,FRA000018000,meiya_air,TLN
Eindhoven,NLD000002000,meiya_air,EIN
Humberside,GBR000006000,meiya_air,HUY
LeedsBradford,GBR000007000,meiya_air,LBA
Trondheim,NOR000023000,meiya_air,TRD
Perm,RUS000PER000,meiya_air,PEE
Angers,FRA000019000,meiya_air,ANE
Brest,FRA000020000,meiya_air,BES
Limoges,FRA000LIG000,meiya_air,LIG
LeMans,FRA000021000,meiya_air,LME
Poitiers,FRA000022000,meiya_air,PIS
Quimper,FRA000023000,meiya_air,UIP
Vigo,ESP000005000,meiya_air,VGO
Victoria,AUSVIC000000,meiya_air,YYJ
PuertoObaldia,PAN000001000,meiya_air,PUE
Dalaman,TUR000001000,meiya_air,DLM
Van,TUR000002000,meiya_air,VAN
Malatya,TUR000004000,meiya_air,MLX
Gaziantep,TUR000GAZ000,meiya_air,GZT
Erzurum,TUR000005000,meiya_air,ERZ
Diyarbakir,TUR000DIY000,meiya_air,DIY
Kayseri,TUR000KAY000,meiya_air,ASR
Konya,TUR000KON000,meiya_air,KYA
Samsuncarsambaa,TUR000SAM000,meiya_air,SSX
Trabzon,TUR000TRA000,meiya_air,TZX
Bodrummilasairp,TUR000006000,meiya_air,BXN
Denizli,TUR000DEN000,meiya_air,DNZ
Edremit/Korfez,TUR000007000,meiya_air,EDO
Tours,FRA000024000,meiya_air,TUF
Lanzarote,ESP000006000,meiya_air,ACE
Ibiza,ESP000007000,meiya_air,IBZ
Kazan,RUS000KZN000,meiya_air,KZN
LeHavre,FRA000025000,meiya_air,LEH
Menorca,ESP000008000,meiya_air,MAH
Tuscaloosa,USAAP0010000,meiya_air,TCL
Tenerife,ESP000009000,meiya_air,TCI
Kalibo,PHL000001000,meiya_air,KLO
Miyazaki,JPN000045000,meiya_air,KMI
Yuzhnosakhalins,RUS000JSA000,meiya_air,UUS
Boise,USA0IDBOI000,meiya_air,BOI
Joensuu,FIN000JOE000,meiya_air,JOE
Jyvaskyla,FIN000001000,meiya_air,JYV
Kajaani,FIN000002000,meiya_air,KAJ
Kuusamo,FIN000003000,meiya_air,KAO
Kokkola,FIN000KOK000,meiya_air,KOK
Kittila,FIN000004000,meiya_air,KTT
Kuopio,FIN000005000,meiya_air,KUO
Mariehamn,FIN000MHQ000,meiya_air,MHQ
Oulu,FIN000OLU000,meiya_air,OUL
Rovaniemi,FIN000RVN000,meiya_air,RVN
Turku,FIN000TKU000,meiya_air,TKU
Tampere,FIN000TMP000,meiya_air,TMP
Vaasa,FIN000VAA000,meiya_air,VAA
Sokoto,NGA000001000,meiya_air,SKO
Simferopol,UKR000013000,meiya_air,SIP
Komatsu,JPN000058000,meiya_air,KMQ
Nare,COL000002000,meiya_air,NAR
Kosice,SVK000KOR000,meiya_air,KSC
Pristina,SCG000PRN000,meiya_air,PRN
Timisoara,ROU0000TI000,meiya_air,TSR
Tioman,MYS000006000,meiya_air,TOD
Queenstown,NZL000024000,meiya_air,ZQN
Albuquerque,USA0NMABQ000,meiya_air,ABQ
Wichita,USAAP0015000,meiya_air,ICT
Tulsa,USA0OKTUL000,meiya_air,TUL
GrandRapids,USA0MIGRR000,meiya_air,GRR
Rochester,USA0MNRST000,meiya_air,ROC
Kahului,USAAP0018000,meiya_air,OGG
Albany,AUS0WAALH000,meiya_air,ALB
StateCollege,USAAP0020000,meiya_air,SCE
Harrisburg,USAAP0021000,meiya_air,HAR
Richmond,USA0VARIC000,meiya_air,RIC
FortMyers,USAAP0024000,meiya_air,FMY
WestPalmBeach,USAAP0025000,meiya_air,PBI
Ft.Lauderdal,USAAP0026000,meiya_air,FLL
Hartford,USA0CTHFD000,meiya_air,HFD
Providence,USA0RIPVD000,meiya_air,PVD
SanJose,CRI0000SJ000,meiya_air,SJC
Shannon,IRL000001000,meiya_air,SNN
Nashville,USA0TNBNA000,meiya_air,BNA
KitaKyushu,JPN000059000,meiya_air,KKJ
Knoxville,USAAP0029000,meiya_air,TYS
LittleRock,USA0ARLIT000,meiya_air,LIT
Huntsville,USAAP0030000,meiya_air,HSV
Greenville,USAAP0031000,meiya_air,GSP
Charleston,USA0SCCHS000,meiya_air,CRW
Springfield,USA0ILSPI000,meiya_air,SPI
Erevan,ARM000EVN000,meiya_air,EVN
SouthBend,USAAP0032000,meiya_air,SBN
Mangole,IDN000147000,meiya_air,3253
Carimagua,COL000003000,meiya_air,CCO
Akita,JPN000005000,meiya_air,AXT
IguassuFalls,BRA000003000,meiya_air,IGU
Astana,KAZ000AST000,meiya_air,TSE
Tbilisi,GEO000001000,meiya_air,TBS
Paramaribo,SUR0000PM000,meiya_air,PBM
Meekatharra,AUS000001000,meiya_air,MKR
Fayetteville,USA0ARFYV000,meiya_air,FYV
Augusta,USA0MEAUG000,meiya_air,AGS
Syracuse,USAAP0033000,meiya_air,SYR
Lubumbashi,COD000003000,meiya_air,FBM
GeneralSantos,PHL000002000,meiya_air,GES
Quebec,CAN000QUE000,meiya_air,YQB
Paphos,CYP000005000,meiya_air,PFO
Shreveport,USA0LASHV000,meiya_air,SHV
LwoLviv,UKR000001000,meiya_air,LWO
Dnepropetrovsk,UKR000002000,meiya_air,DNK
Funchal,PRT000FUN000,meiya_air,FNC
Kharkov,UKR000063000,meiya_air,HRK
Krasnodar,RUS000KRR000,meiya_air,KRR
Rostov,RUS000003000,meiya_air,ROV
Sibiu,ROU0000SO000,meiya_air,SBZ
Varna,BGR000VAR000,meiya_air,VAR
Bloomington-Normal,USAAP0034000,meiya_air,BMI
TraverseCity,USAAP0035000,meiya_air,TVC
CedarRapids,USA0IACID000,meiya_air,CID
Podgorica,SCG000POD000,meiya_air,TGD
Joplin,USAAP0036000,meiya_air,JLN
Sudbury,CAN000SUD000,meiya_air,YSB
LaCross,USAAP0037000,meiya_air,LSE
Karup,DNK000003000,meiya_air,KRP
SaintJohnS,CAN000SJB000,meiya_air,YYT
Lugano,CHE000002000,meiya_air,LUG
Roanoke,USAAP0038000,meiya_air,ROA
Pensacola,USAAP0039000,meiya_air,PNS
Aarhus,DNK0000AR000,meiya_air,AAR
Asmara,ETH000001000,meiya_air,ASM
Bangor,USA0MEBNQ000,meiya_air,BGR
Nassau,BHS000026000,meiya_air,NAS
Springfield,USA0MOSGF000,meiya_air,SGF
Dammam,SAU000DAM000,meiya_air,DMM
Champaign,USAAP0040000,meiya_air,CMI
Angola,USAAP0041000,meiya_air,ANQ
Montgomery,USA0ALMGM000,meiya_air,MGM
ThunderBay,CAN000THU000,meiya_air,YQT
Chattanooga,USA0TNCHA000,meiya_air,CHA
Fargo,USA0NDFAR000,meiya_air,FAR
Maseru,LSO00000A000,meiya_air,MSU
Saginaw,USA0MISGM000,meiya_air,MBS
BatonRouge,USA0LABTR000,meiya_air,BTR
Beaumont,USAAP0042000,meiya_air,BPT
Mcallen,USAAP0043000,meiya_air,MFE
Ulsan,KOR031000000,meiya_air,USN
Lafayette,USAAP0044000,meiya_air,LFT
Miri,MYS000007000,meiya_air,MYY
Evansville,USA0INEVV000,meiya_air,EVV
Kamloops,CAN000006000,meiya_air,YKA
Batam,IDN000012000,meiya_air,BTH
Linkoping,SWE000001000,meiya_air,LPI
Malmo,SWE000002000,meiya_air,MMA
Ontario,USAAP0046000,meiya_air,ONT
Launceston,AUSTASLST000,meiya_air,LST
FortSt.John,CAN000007000,meiya_air,YXJ
Hof,DEU000008000,meiya_air,HOQ
Regina,CAN000REG000,meiya_air,YQR
Lincoln,USA0NELNK000,meiya_air,LNK
Rouyn,CAN000008000,meiya_air,YUY
Taichung,CHN071004000,meiya_air,RMQ
Charlottetown,CAN000CHA000,meiya_air,YYG
Erie,USA0PAERI000,meiya_air,ERI
Akron/Canton,USAAP0047000,meiya_air,CAK
Marquette,USAAP0048000,meiya_air,MQT
Muskegon,USA0MIMKG000,meiya_air,MKG
Tallahassee,USA0FLTLH000,meiya_air,TLH
Manzini,KOR000002000,meiya_air,MTS
IsleOfMan,GBR000013000,meiya_air,IOM
Eugene,USA0OREUG000,meiya_air,EUG
FortWayne,USA0INFWA000,meiya_air,FWA
Dubrovnik,HRV000022000,meiya_air,DBV
Ufa,RUS000UFA000,meiya_air,UFA
Donetsk,UKR000003000,meiya_air,DOK
Erfurt,DEU000009000,meiya_air,ERF
Savannah,USAAP0050000,meiya_air,SAV
Bratislava,SVK000BTS000,meiya_air,BTS
BuenosAires,ARG000BUE000,meiya_air,BAI
Ekaterinburg,RUS000005000,meiya_air,SVX
Dothan,USAAP0062000,meiya_air,DHN
Fairbanks,USA0AKFAI000,meiya_air,FAI
Chico,USAAP0063000,meiya_air,CIC
Moncton,CAN000010000,meiya_air,YQM
Jackson,USA0MSJAN000,meiya_air,JAN
Daytonabeach,USAAP0064000,meiya_air,DAB
Wausau,USA0WIAUW000,meiya_air,AUW
Nanaimo,CAN000011000,meiya_air,YCD
Waterloo,USAAP0065000,meiya_air,ALO
George,ZAF000001000,meiya_air,GRJ
Ronneby,SWE000005000,meiya_air,RNB
Asheville,USAAP0114000,meiya_air,AVL
Binghamton,USAAP0144000,meiya_air,BGM
Bhuj,IND000016000,meiya_air,BHJ
Luzonisland,PHL000021000,meiya_air,NCP
KauaiIsland,USAAP0581000,meiya_air,LIH
Flagstaff,USAAP0606000,meiya_air,FLG
Kingsville,USAAP0607000,meiya_air,NQI
