alias,code,vendor_type
Matagorda Island,USA0TXMGI000,standard
Matagalpa,NIC0000MT000,standard
Matamoros,MEX000MAM000,standard
Matam,SEN0000MA000,standard
Matera,ITA000MTR000,standard
Matanzas,CUB000004000,standard
Matale,LKA000MAT000,standard
Mattler,LKA000MAA000,standard
Mato Grosso,BRA0000MT000,standard
The greater part of,CHL0000ML000,standard
Marshall,USA0AKMLL000,standard
Marshall,USA0TXMHL000,standard
Marshall,USA0TXASL000,standard
Marshall,USA0MNMML000,standard
Marshall Don,USA0MSMIW000,standard
Masindi,UGA000MSN000,standard
Marari,CUB000MAY000,standard
Maio,CPV0000MA000,standard
MaYuge,UGA000MAY000,standard
Mazari Sharif,AFG000MZR000,standard
Zhang Ma,MYS0KNMAC000,standard
Ma Zu ,CHN071025000,standard
maha sarakham,THA000044000,standard
Marietta,USA0OHMGE000,standard
Mariehamn,FIN000MHQ000,standard
Ma Mutt,GIN000MAM000,standard
Miami,USA0FLMIA000,standard
madison,USA0WIQMD000,standard
Maidixunbao,USA0IDFMS000,standard
Fort Myers,USA0FLFMY000,standard
Meyers City,USA0MTMLS000,standard
Erling Myhre,YEM0000MR000,standard
Mehdi Witt,YEM0000MW000,standard
Maikop,RUS000MAY000,standard
Mike Alan,USA0ARMFE000,standard
MayLi say,KGZ0000MS000,standard
Minot,USA0NDMOT000,standard
Madison,USA0OHMSN000,standard
Madison,USA0WIMPE000,standard
Madison,USA0WIXMD000,standard
Medea,DZA000MED000,standard
Medina,SAU000MED000,standard
Miles Chuck,USA0AKWMK000,standard
Mag Lars,USA0AKMCG000,standard
Mackinac Island,USA0MIMCD000,standard
Mecca,SAU0000ML000,standard
Mika Lester,USA0OKMLC000,standard
Mccarthy,USA0AKMXY000,standard
Mcpherson,USA0KSMPR000,standard
Mc Carr,USA000MYL000,standard
Michaela Iran,USA000MQW000,standard
McMinnville,USA0TNRNC000,standard
McCook,USA0NEMCK000,standard
Mai Kum,USA0MSMCB000,standard
Manama,BHR000003000,standard
McAllen,USA0TXTXC000,standard
Magallanes y de la Antartica Chilena,CHL0000MA000,standard
Remaining   Card,CAF0000HS000,standard
Manchester,USA0NHMHT000,standard
Manchester,JAM000MAN000,standard
Manchester,GBRENGMAN000,standard
Mandela,KEN000MAN000,standard
Mandalay Province,MMR0000MD000,standard
Manteo,USA0NCMEO000,standard
Manghystau,KAZ000MAN000,standard
Bangkok,THA000010000,standard
Manhattan,USA0KSMHK000,standard
Mannheim,DEU000MHG000,standard
Mankaituo,USA0MNMKT000,standard
Manley springs,USA0AKMLY000,standard
Mansa Nilo,CUB000MZO000,standard
Mansfield,USA0OHMFD000,standard
Mantai,USA0UTNTJ000,standard
Manville,USA0NJJVI000,standard
Muncie,USA0ILMIE000,standard
Manyara,TZA0000MY000,standard
Mandurah,AUS0WAMDU000,standard
Mount Kenuo wave,USA000MPO000,standard
Mount Vernon,USA0ILMVN000,standard
Mount Hawley,USA0NJLLY000,standard
Mount collet gate,USA000MTC000,standard
Mount Mike Jinli,USA0AKMCL000,standard
Mount Pleasant,USA0MIMPZ000,standard
Mount Pleasant,USA0MIMOP000,standard
Mount Pleasant,USA0UTMSD000,standard
Mount Wilson,USA000MWS000,standard
Mount Union,USA000MUU000,standard
Mountain village,USA0AKMOU000,standard
Mount Holm,USA0ARWMH000,standard
Mount Holm,USA0IDMUO000,standard
Wool cloth,USA000GMV000,standard
Dian Bai Xian ,CHN044009023,standard
Gao Zhou Shi ,CHN044009081,standard
Hua Zhou Shi ,CHN044009082,standard
Mao Gang Qu ,CHN044009003,standard
Mao Nan Qu ,CHN044009002,standard
Xin Yi Shi ,CHN044009083,standard
Mao Ming ,CHN044009000,standard
Mao Zhu County,KOR047MJU000,standard
Dan Leng Xian ,CHN051014024,standard
Dong Po Qu ,CHN051014002,standard
Hong Ya Xian ,CHN051014023,standard
Peng Shan Xian ,CHN051014022,standard
Qing Shen Xian ,CHN051014025,standard
Ren Shou Xian ,CHN051014021,standard
Mei Shan ,CHN051014000,standard
Mayo,IRL0000MY000,standard
mayport,USA000NRB000,standard
Medford,USA0ORMFR000,standard
Medene,TUN0000ME000,standard
Meidiaoteru,PRT000MTE000,standard
Mel method,USA000MFV000,standard
Miercurea Ciuc,ROU0000MC000,standard
Medford,USA000MDF000,standard
Mekki Canose,SLV000MEJ000,standard
Meggie,NPL0000ME000,standard
Meiji Mu Leo,HRV000020000,standard
Maik Rick,USA0AKMYK000,standard
Meknes,MAR000MKN000,standard
Mei Keru Yu Ke,USA0AKMYU000,standard
Macon,USA0GAMCN000,standard
Merida,MEX000MID000,standard
Merida,VEN00000L000,standard
Meryl,USA000RRL000,standard
Mei Lu,KEN000MER000,standard
Maynor Mini,USA0MIMNM000,standard
Mesa,USA0AZMQA000,standard
Mason City,USA0IAMCW000,standard
Metz,FRA000MZM000,standard
Maisky Te,USA0TXMFH000,standard
Mehta,COL000MET000,standard
Metella Catella,USA0FLMTM000,standard
Da Bu Xian ,CHN044014022,standard
Feng Shun Xian ,CHN044014023,standard
Jiao Ling Xian ,CHN044014027,standard
Mei Jiang Qu ,CHN044014002,standard
Mei Xian ,CHN044014021,standard
Ping Yuan Xian ,CHN044014026,standard
Wu Hua Xian ,CHN044014024,standard
Xing Ning Shi ,CHN044014081,standard
Mei Zhou ,CHN044014000,standard
In the United States,MYS0SRMYY000,standard
Mainz,DEU000MAI000,standard
Mendoza,ARG000MDZ000,standard
Monroe,USA0LAMLU000,standard
Monroeville,USA0ALMVC000,standard
Men Tou Gou ,CHN011009000,standard
Mombasa,KEN000MOM000,standard
Montpelier,FRA000MPL000,standard
Montpelier,USA0VTMPV000,standard
Montevideo,URY0000MO000,standard
Monticello,USA0NYMSV000,standard
Monticello,USA0VAMXC000,standard
Monticello,USA0VAMXO000,standard
Mondo Jiri,KHM000MWV000,standard
Montgomerie,USA0ALMGM000,standard
Montgomerie,USA0ALMGJ000,standard
Monk Lova,MEX000LOV000,standard
Montagu,USA0MISIY000,standard
Montague angle,USA0NYMTP000,standard
Montana,BGR000OZA000,standard
Monterey,USA0CAMRY000,standard
Monterey,MEX000MTY000,standard
Montreal,CAN000MTR000,standard
Montrose,USA0COMTJ000,standard
Montserrado,LBR0000MO000,standard
Monza,ITA000MZA000,standard
Mon,MMR0000MN000,standard
Memphis,USA0TNMEM000,standard
Milton,USA0IANSE000,standard
Fort Meade,USA0MDFME000,standard
Middelburg,NLD000MDL000,standard
Middelburg,ZAF000MDB000,standard
Meader Don,USA0OHMWO000,standard
Middleton,USA0CTXIN000,standard
Middleton I.,USA0AKMDO000,standard
Midland,USA0TXMAF000,standard
Meade Weil,USA0PAMEJ000,standard
Milne Bay,PNG0000MB000,standard
Milford,USA0DEMLF000,standard
Mir,USA0DEMIV000,standard
Migeli,KEN000MIG000,standard
Demicheli,FIN000MIK000,standard
Metro,GTM000MIX000,standard
Milan,ITA000MIL000,standard
Miranda,VEN00000M000,standard
Michael Jeter,USA0MEMLT000,standard
Milic Weil,USA0GAMLJ000,standard
minas gerais,BRA0000MG000,standard
Lima  Austria,PRT000MLI000,standard
Mino Kuo,USA0WIARV000,standard
Mitchell,USA0SDMHE000,standard
Michelot Vee Ce,POL000MYL000,standard
Meese,IRL0000MT000,standard
Missoula,USA0MTMSO000,standard
Misiones,PRY0000MI000,standard
Peru,USA0ILVYS000,standard
In Karabakh,AZE000MQA000,standard
Milwaukee,USA0WIMKE000,standard
mylar,DZA000MIL000,standard
Michigan City,USA0INMGC000,standard
Shenyang City,KOR044MIR000,standard
Mi Yun ,CHN011028000,standard
An Xian ,CHN051007024,standard
Bei Chuan Qiang Zu Zi Zhi Xian ,CHN051007026,standard
Fu Cheng Qu ,CHN051007003,standard
Jiang You Shi ,CHN051007081,standard
Ping Wu Xian ,CHN051007027,standard
San Tai Xian ,CHN051007022,standard
Yan Ting Xian ,CHN051007023,standard
You Xian Qu ,CHN051007004,standard
Zi Tong Xian ,CHN051007025,standard
Mian Yang ,CHN051007000,standard
Miao Li Xian ,CHN071012000,standard
Bintulu,MYS0SRBTU000,standard
Min Xing ,CHN031012000,standard
Minden,USA0NVMEV000,standard
Kota Bengkulu,IDN0000BE000,standard
Minneapolis,USA0MNMES000,standard
Minsk,BLR0000MI000,standard
Muenster,DEU000MUN000,standard
Minto,USA0AKMNT000,standard
Modena,ITA000MOD000,standard
Murmansk,RUS000MMK000,standard
Morgantown,USA0WVMGW000,standard
Morganton,USA0NCMRN000,standard
Moravia Silesia,CZE0000MO000,standard
Moses Lake,USA0WAMWH000,standard
Mose point,USA000MOS000,standard
Moab,USA0UTCNY000,standard
Mobile,USA0ALMOB000,standard
Moberly,USA0MOMBY000,standard
Mo Bridge,USA000MBG000,standard
Mukdahan,THA000049000,standard
Modesto,USA0CAMOD000,standard
Maldon,USA0MOMAW000,standard
Port Moresby,PNG0000NC000,standard
Li Min,LSO00000F000,standard
Mojave,USA0CAMHV000,standard
Mokhotlong,LSO00000J000,standard
Mogilev,BLR0000MA000,standard
Moquegua,PER0000MO000,standard
Presidents,SLV0000MO000,standard
Port Moller,USA0CAPML000,standard
Morelia,MEX000MLM000,standard
morrilton,USA0ARMPJ000,standard
Maurice,USA0NJMOX000,standard
Maurice Dun,USA0NJMMU000,standard
Maurice Dun,USA0NJMOR000,standard
Maureen,USA0ILMLI000,standard
Morro Bay,PNG0000MR000,standard
Morona Santiago,ECU00000S000,standard
Moroto,UGA000MRT000,standard
morogoro,TZA0000MO000,standard
Mona Hans,USA0ARMIF000,standard
monagas,VEN00000N000,standard
Mona Stier,TUN0000MO000,standard
Monaragala,LKA000MON000,standard
Monaghan,IRL0000MG000,standard
mono,BEN0000MO000,standard
Mopti,MLI0000MP000,standard
Mossel Bay,USA0AKKMY000,standard
Moscow,RUS000MOW000,standard
Moscow,USA0IDMJL000,standard
Mositajianamu,DZA000MOS000,standard
Mosteiros,CPV0000MO000,standard
Moxico,AGO000MOX000,standard
Moyo,UGA000MOY000,standard
Melbourne,AUSVICMEL000,standard
Melbourne,USA0FLMLB000,standard
Murphy,USA0IDZMU000,standard
Mexico City,MEX000MEX000,standard
Mexicali,MEX000MXL000,standard
Messina,ITA000MSN000,standard
Moeller rum Starr,NOR000015000,standard
Murray,USA0KYCEY000,standard
Murray Bridge,AUS0SAMYB000,standard
Murray Dean,USA0MSMEI000,standard
Silent Hill,USA000DRA000,standard
Merced,USA0CAMCE000,standard
Myrtle Beach,USA0SCMYR000,standard
Ai Min Qu ,CHN023010004,standard
Dong An Qu ,CHN023010002,standard
Dong Ning Xian ,CHN023010024,standard
Hai Lin Shi ,CHN023010083,standard
Lin Kou Xian ,CHN023010025,standard
Mu Ling Shi ,CHN023010085,standard
Ning An Shi ,CHN023010084,standard
Sui Fen He Shi ,CHN023010081,standard
Xi An Qu ,CHN023010005,standard
Yang Ming Qu ,CHN023010003,standard
Mu Dan Jiang ,CHN023010000,standard
Mba Lara,UGA000MBR000,standard
Mba Raz,SAU000MBR000,standard
Mbale,UGA000MBA000,standard
Mbeya,TZA0000MB000,standard
Mbomou,CAF0000MB000,standard
Mkuze,ZAF000MZQ000,standard
Mpigi,UGA000MPI000,standard
M Thwala,TZA0000MT000,standard
Mwanza,TZA0000MW000,standard
M'sila,DZA000MSI000,standard
Multan,PAK000MUX000,standard
Wood glue,MYS0SRMKM000,standard
Mokpo,KOR048MOK000,standard
Wood,MYS0SRBTG000,standard
Munich,DEU000MUC000,standard
Mubende,UGA000MUB000,standard
Murcia,ESP000MJV000,standard
Kur mugan   from link on Sacha,AZE000MSA000,standard
Muharraq,BHR000002000,standard
Mukono,UGA000MUK000,standard
Moora,TUR000MUG000,standard
Mulaku,MDV000MUA000,standard
Muramvya,BDI0000MU000,standard
Mullaitivu,LKA000MUL000,standard
Mulanka,KEN000MUR000,standard
Moorreesburg,ZAF000MOO000,standard
Musandam,OMN0000MU000,standard
Mus,TUR000MUS000,standard
Mutter Lane,USA0GAMGR000,standard
Mwaro,BDI0000MW000,standard
mouhoun,BFA000MOU000,standard
Muyinga,BDI0000MY000,standard
Lahad Datu,MYS0SBLDU000,standard
Naples,USA0FLAPF000,standard
Naples,ITA000NAP000,standard
nakhon nayok,THA000026000,standard
Nakongpanong,THA000048000,standard
Na La Ti ,CHN065097000,standard
Namur,BEL000WNA000,standard
An Duo Xian ,CHN054024025,standard
Ba Qing Xian ,CHN054024029,standard
Ban Ge Xian ,CHN054024028,standard
Bi Ru Xian ,CHN054024023,standard
Jia Li Xian ,CHN054024022,standard
Na Qu Xian ,CHN054024021,standard
Ni Ma Xian ,CHN054024030,standard
Nie Rong Xian ,CHN054024024,standard
Shen Zha Xian ,CHN054024026,standard
Suo Xian ,CHN054024027,standard
Na Qu ,CHN054024000,standard
Naama,DZA000NAA000,standard
Nabawan,MYS0SBNAB000,standard
Napo  Orellana,ECU00000D000,standard
Nabeul,TUN0000NA000,standard
Nalchik,RUS000NAL000,standard
Nelson,NZL000NSN000,standard
Nelson Lago,USA0AKNLG000,standard
Nagorno Karabakh,AZE000NQA000,standard
najran,SAU0000NR000,standard
Nakar Pirie Pirie Te,UGA000NAK000,standard
Nakar Songo La,UGA000NKS000,standard
Nako do Kiss,USA0TXOCH000,standard
Knaak Neck,USA0AKNNK000,standard
Nakuru,KEN000NUU000,standard
Narayan Ni,NPL0000NA000,standard
Narino,COL000NAR000,standard
Nari Jan Mar,RUS000NNM000,standard
Nallen,KGZ00000N000,standard
Naluoke,KEN000NAR000,standard
Namangan,UZB0000NG000,standard
Na Montenga,BFA000NAM000,standard
Namibe,AGO000NAM000,standard
Labuan,MYS0LBLBU000,standard
NANA   lattice than Qi,CAF0000KB000,standard
Na Mabele,CAF0000NM000,standard
Napa,USA0CAAPC000,standard
Na Paz Jack,USA0AKPKA000,standard
Natchez,USA0MIHEZ000,standard
Neuchatel,CHE0000NE000,standard
Nashville,USA0TNBNA000,standard
Nashua,USA0NHASH000,standard
NASCAR,USA000NZC000,standard
Navarra,ESP000NVV000,standard
Navoi,UZB0000NW000,standard
Na U Gidi,USA0AKNKI000,standard
Jean Yves Naouri,BFA000NAH000,standard
Nakhchivan,AZE0000NX000,standard
Nyala,BFA000NAY000,standard
Nyack,USA000ZNC000,standard
Naibaitiye City,LBN0000NA000,standard
Niles,USA0OHNLE000,standard
Nara,JPN000029000,standard
Nijmegen,NLD000NIJ000,standard
Nate special,USA0AKNME000,standard
South Ali,MDV000AAU000,standard
Southampton,GBRENGSTH000,standard
Nan An ,CHN050008000,standard
Lampang Dama,CIV0000SB000,standard
Lamphun,THA000051000,standard
South Bend,USA0INSBN000,standard
South Burlington,USA0VTZBR000,standard
South,ERI0000DE000,standard
South,CMR000SUD000,standard
South,LBN0000JA000,standard
South,SLE00000S000,standard
Southern Highlands,PNG0000SH000,standard
Southern Region,MWI00000S000,standard
An Yi Xian ,CHN036001023,standard
Dong Hu Qu ,CHN036001002,standard
Jin Xian Xian ,CHN036001024,standard
Nan Chang Xian ,CHN036001021,standard
Qing Shan Hu Qu ,CHN036001011,standard
Qing Yun Pu Qu ,CHN036001004,standard
Wan Li Qu ,CHN036001005,standard
Xi Hu Qu ,CHN036001003,standard
Xin Jian Xian ,CHN036001022,standard
Nan Chang ,CHN036001000,standard
Gao Ping Qu ,CHN051013003,standard
Jia Ling Qu ,CHN051013004,standard
Lang Zhong Shi ,CHN051013081,standard
Nan Bu Xian ,CHN051013021,standard
Peng An Xian ,CHN051013023,standard
Shun Qing Qu ,CHN051013002,standard
Xi Chong Xian ,CHN051013025,standard
Yi Long Xian ,CHN051013024,standard
Ying Shan Xian ,CHN051013022,standard
Nan Chong ,CHN051013000,standard
Nan Chuan ,CHN050084000,standard
South the Atlantic,NIC0000AS000,standard
Nandi,KEN000NAN000,standard
Marty Nandiladu,MDV000THU000,standard
South,ZMB0000SO000,standard
Southern Nationalities,ETH0000SN000,standard
SouthGobi,MNG000UMN000,standard
South Kazakhstan,KAZ000KGT000,standard
Nanhai County,KOR044NHE000,standard
Nanhonghai,ERI0000DK000,standard
Kalimantan Selatan,IDN0000KS000,standard
Bai Xia Qu ,CHN032001003,standard
Gao Chun Xian ,CHN032001025,standard
Gu Lou Qu ,CHN032001006,standard
Jian Ye Qu ,CHN032001005,standard
Jiang Ning Qu ,CHN032001015,standard
Li Shui Xian ,CHN032001024,standard
Liu Ge Qu ,CHN032001016,standard
Pu Kou Qu ,CHN032001011,standard
Qi Xia Qu ,CHN032001013,standard
Qin Huai Qu ,CHN032001004,standard
Xia Guan Qu ,CHN032001007,standard
Xuan Wu Qu ,CHN032001002,standard
Yu Hua Tai Qu ,CHN032001014,standard
Nan Jing ,CHN032001000,standard
Nan Kai ,CHN012004000,standard
NANKER Moy,CIV0000SC000,standard
Cuanza Sul,AGO000CUS000,standard
Rio Grande do Sul,BRA0000RS000,standard
Lunda Sul,AGO000LSU000,standard
Nan Malos Madhu Lou,MDV000MAU000,standard
Matabeleland South,ZWE0000MS000,standard
Mato Grosso do Sul,BRA0000MS000,standard
Sodermanland,SWE00000D000,standard
Nanmila Duma Du Lu,MDV000MLU000,standard
South Moravia,CZE0000JC000,standard
Nan Knaak Neck,USA0AKWSN000,standard
Nanni Landale,MDV000NAU000,standard
Bin Yang Xian ,CHN045001026,standard
Heng Xian ,CHN045001027,standard
Jiang Nan Qu ,CHN045001005,standard
Liang Qing Qu ,CHN045001008,standard
Long An Xian ,CHN045001023,standard
Ma Shan Xian ,CHN045001024,standard
Qing Xiu Qu ,CHN045001003,standard
Shang Lin Xian ,CHN045001025,standard
Wu Ming Xian ,CHN045001022,standard
Xi Xiang Tang Qu ,CHN045001007,standard
Xing Ning Qu ,CHN045001002,standard
Yong Ning Qu ,CHN045001009,standard
Nan Ning ,CHN045001000,standard
Southern Pines,USA0NCSOP000,standard
Guang Ze Xian ,CHN035007023,standard
Jian Ou Shi ,CHN035007083,standard
Jian Yang Shi ,CHN035007084,standard
Pu Cheng Xian ,CHN035007022,standard
Shao Wu Shi ,CHN035007081,standard
Shun Chang Xian ,CHN035007021,standard
Song Xi Xian ,CHN035007024,standard
Wu Yi Shan Shi ,CHN035007082,standard
Yan Ping Qu ,CHN035007002,standard
Zheng He Xian ,CHN035007025,standard
Nan Ping ,CHN035007000,standard
Nanpu,PRK000NAM000,standard
Nan Qu ,CHN081HSO000,standard
South Jutland,DNK000VBI000,standard
Yuzhno Sakhalinsk,RUS000JSA000,standard
Sulawesi Selatan,IDN0000SN000,standard
Sumatera Selatan,IDN0000SS000,standard
South suvadiva,MDV000HAU000,standard
South Lake Tahoe,USA0CATVL000,standard
Nantes,FRA000NTE000,standard
Sor Trondelag,NOR000016000,standard
Chong Chuan Qu ,CHN032006002,standard
Gang Zha Qu ,CHN032006011,standard
Hai An Xian ,CHN032006021,standard
Hai Men Shi ,CHN032006084,standard
Qi Dong Shi ,CHN032006081,standard
Ru Dong Xian ,CHN032006023,standard
Ru Gao Shi ,CHN032006082,standard
Tong Zhou Shi ,CHN032006083,standard
Nan Tong ,CHN032006000,standard
Nan Tou Xian ,CHN071015000,standard
South Weymouth,USA000NZW000,standard
Deng Zhou Shi ,CHN041013081,standard
Fang Cheng Xian ,CHN041013022,standard
Nan Zhao Xian ,CHN041013021,standard
Nei Xiang Xian ,CHN041013025,standard
She Qi Xian ,CHN041013027,standard
Tang He Xian ,CHN041013028,standard
Tong Bai Xian ,CHN041013030,standard
Wan Cheng Qu ,CHN041013002,standard
Wo Long Qu ,CHN041013003,standard
Xi Xia Xian ,CHN041013023,standard
Xi Chuan Xian ,CHN041013026,standard
Xin Ye Xian ,CHN041013029,standard
Zhen Ping Xian ,CHN041013024,standard
Nan Yang ,CHN041013000,standard
City of South Yang,KOR049NYU000,standard
South City,KOR047NWN000,standard
Hard,THA000055000,standard
Lampung,IDN0000LA000,standard
Phoebe Palmer,USA0IDNPA000,standard
Nantucket Island,USA0MAACK000,standard
Appenzell Innerrhoden,CHE0000AI000,standard
Beira interior Norte,PRT000BIN000,standard
Beira interior Su,PRT000BIS000,standard
Than,UGA000NEB000,standard
Inland area,OMN0000DA000,standard
Nelspruit,ZAF000NLP000,standard
Neff Semyon Hill,TUR000NEV000,standard
Negro,URY0000RN000,standard
Nevada,USA0NVNVD000,standard
Dong Xing Qu ,CHN051010011,standard
Long Chang Xian ,CHN051010028,standard
Shi Zhong Qu ,CHN051010002,standard
Wei Yuan Xian ,CHN051010024,standard
Zi Zhong Xian ,CHN051010025,standard
Nei Jiang ,CHN051010000,standard
Nairobi,KEN0000NA000,standard
Napier,NZL000NPE000,standard
Neipiniyaerbei,PRT000PIN000,standard
Neipiniyaernan,PRT000PIS000,standard
Netanya,ISR000NAT000,standard
Neuquen,ARG000NQN000,standard
Nigde,TUR000NIG000,standard
Neeti,KEN000NIT000,standard
Neil Strong,ZAF000NYL000,standard
Nephi,USA0UTNPH000,standard
Nicola,USA0AKNIB000,standard
Nikolayev,UKR000048000,standard
Nikolsky,USA0AKIKO000,standard
Nicosia,CYP000001000,standard
Nickerie,SUR0000NI000,standard
Nenana,USA0AKENN000,standard
Ninilchik,USA000NIN000,standard
Neosho,USA0KSEOS000,standard
NIS,SCG000INI000,standard
Nice,FRA000NCE000,standard
Nytra,SVK000NRA000,standard
Niagara Falls,USA0NYIAG000,standard
Niamey,NER000NIM000,standard
Niami La,KEN000NYM000,standard
Nana,BFA000GNA000,standard
Inyanga,GAB0000NY000,standard
Niandalua,KEN000NYN000,standard
Tottori,JPN000031000,standard
Nebitdag,TKM000NEB000,standard
Ne Don Bbu Cu,PRY0000NE000,standard
Nyeri,KEN000NYE000,standard
Nyimba,LBR0000NI000,standard
Bei Lun Qu ,CHN033002006,standard
Ci Xi Shi ,CHN033002082,standard
Feng Hua Shi ,CHN033002083,standard
Hai Shu Qu ,CHN033002003,standard
Jiang Bei Qu ,CHN033002005,standard
Jiang Dong Qu ,CHN033002004,standard
Ning Hai Xian ,CHN033002026,standard
Xiang Shan Xian ,CHN033002025,standard
Yin Zhou Qu ,CHN033002012,standard
Yu Yao Shi ,CHN033002081,standard
Zhen Hai Qu ,CHN033002011,standard
Ning Bo ,CHN033002000,standard
Fu An Shi ,CHN035009081,standard
Fu Ding Shi ,CHN035009082,standard
Gu Tian Xian ,CHN035009022,standard
Jiao Cheng Qu ,CHN035009002,standard
Ping Nan Xian ,CHN035009023,standard
Shou Ning Xian ,CHN035009024,standard
Xia Pu Xian ,CHN035009021,standard
Zhe Rong Xian ,CHN035009026,standard
Zhou Ning Xian ,CHN035009025,standard
Ning De ,CHN035009000,standard
Ning He ,CHN012021000,standard
Yeongwol,KOR042YWL000,standard
Newton,USA0MATNU000,standard
Oxford,USA0OHOXC000,standard
Oxford,USA0OHOXD000,standard
Oxford,USA0MSUOX000,standard
Oxford,GBRENGOXF000,standard
Niuas,TON00000N000,standard
Newburgh,USA0NYSWF000,standard
Newport,USA0CANWH000,standard
Newport,USA0RINPO000,standard
Newport,USA0VAONP000,standard
Newport,USA0VAEFK000,standard
Newport,GBRWLSNWP000,standard
Newport Beach,USA0CAJNP000,standard
New Haven,USA0CTHVN000,standard
Newcastle,AUSNSWNTL000,standard
Newcastle,USA000ECS000,standard
Newcastle,ZAF000NCS000,standard
Newcastle,GBRENGNCL000,standard
Newry,GBRNIRNYM000,standard
Nuremberg,DEU000NUE000,standard
New Napizi,USA0AKNUP000,standard
Newark,USA0DENWK000,standard
Newark,USA0NJNRK000,standard
New York City,USA0NYQEE000,standard
Turk button,USA0AKWWT000,standard
Nondalton,USA0AKNNL000,standard
NUORO,ITA000QNU000,standard
Nulato,USA0AKNUL000,standard
Nurek,TJK000NUR000,standard
Nur M Pierre,BFA000NOU000,standard
Dakhlet Nouadhibou,MRT0000DN000,standard
Nouakchott,MRT0000NO000,standard
Nuovo Le Eli Jerzy,LKA000NUE000,standard
Fu Gong Xian ,CHN053033023,standard
Gong Shan Du Long Zu Nu Zu Zi Zhi Xian ,CHN053033024,standard
Lan Ping Bai Zu Pu Mi Zu Zi Zhi Xian ,CHN053033025,standard
Lu Shui Xian ,CHN053033021,standard
Nu Jiang ,CHN053033000,standard
Nonthaburi,THA000012000,standard
Nottingham,GBRENGNGM000,standard
Nordland,NOR000018000,standard
Knoll,USA0AKORV000,standard
Novgorod,RUS000VUS000,standard
Norfolk,USA0VAORF000,standard
Winograd,HUN0000NO000,standard
Nogales,MEX000NOG000,standard
nogales,USA0AZOLS000,standard
fort knox,USA0KYFTK000,standard
Knoxville,USA0TNTYS000,standard
Norwich,USA000OIC000,standard
Norwich,GBRENGNRW000,standard
Norridgewock,USA000OWK000,standard
Norman,USA0OKOUN000,standard
Nobel Mo Er,USA0ILNOM000,standard
Noam,USA0AKOME000,standard
Noam,USA0AKWTK000,standard
Northway,USA0AKORT000,standard
North Brook,USA0ILOBK000,standard
Li Min,SVN000NKR000,standard
Novara,ITA000NVR000,standard
Novator,USA0CANOT000,standard
Novi Sad,SCG000NVS000,standard
Nuowode,USA0MAOWD000,standard
Norwalk,USA0CTORQ000,standard
Noe Corso Te,USA0AKNUI000,standard
Oren,USA0UTOEU000,standard
Osage Beach,USA0MOOSB000,standard
O Shane Leaf,USA0FLOCA000,standard
Oushenna,USA000NTU000,standard
Li Min,USA0AKOCI000,standard
Oushennike port,USA0AKPRL000,standard
O Shane Said (waterfront),USA0AKOCN000,standard
Owens,USA0KYOWB000,standard
Ozark,USA0AROZR000,standard
PA,THA000054000,standard
Paudel,UGA000PAD000,standard
Paddy Jukka,USA0KYPAH000,standard
Pal Dube Ce,CZE0000PA000,standard
Parma,ITA000PMF000,standard
PRNU,EST000067000,standard
John Warren,USA000PFA000,standard
Pafos,CYP000005000,standard
Pargo Sass Prince,USA0COPGO000,standard
Patrick Hodge,USA000PHK000,standard
Park City,USA0UTPAC000,standard
Parker Fowles,USA0WIPKF000,standard
Crabbe,USA000PKD000,standard
Parkes,USA0AKKPK000,standard
Parkersburg,USA0WVPKB000,standard
Palladino,BRA0000PA000,standard
Palladino,SUR0000PA000,standard
paragould,USA0ARPGR000,standard
Paramaribo,SUR0000PM000,standard
Parana,RUS000PAL000,standard
Parra Sheth,USA000PSX000,standard
paraiba,BRA0000PB000,standard
Palauli,ASM000PAL000,standard
Palestine,USA0TXPSN000,standard
Paris,USA0TXPRX000,standard
Paris,USA0TXPHT000,standard
Paliza,UGA000PAL000,standard
Palencia,ESP000PAC000,standard
Palo Artaud,USA0CAPAO000,standard
Palmer,USA000PAQ000,standard
Palmer,USA000PMX000,standard
Pam Dyer,USA0CAPMD000,standard
Prince,USA0AKPSP000,standard
Panama City,USA0FLPFN000,standard
Panevez J,LTU0000PA000,standard
Pachuca,MEX000PAC000,standard
Pasadena,USA0CAJPD000,standard
Parsons,USA0KSPPF000,standard
Pascal Gila,USA0MSPGL000,standard
Pascoe,USA0WAPSC000,standard
Pascoe,PER0000PA000,standard
pastaza,ECU00000Y000,standard
Pasuolei,BFA000PAS000,standard
Paso Rob Mars,USA0CAPRB000,standard
Paterson,USA0LAPTN000,standard
Paterson,USA0NJPAT000,standard
Pa Tuxen Terry F,USA000NHK000,standard
Pavia,ITA000PAV000,standard
Phayao,THA000056000,standard
Pinebluff,USA0ARPBF000,standard
Pineridge,USA000XPR000,standard
Pine Mountain,USA0ARPIM000,standard
Paikekelike,USA000PBK000,standard
Pilot point,USA0AKPIP000,standard
Pi Le Tes Tate,USA0AKPQS000,standard
Paimiut,USA000PMU000,standard
Paysandu,URY0000PA000,standard
Pando,BOL000PAN000,standard
Panguitch,USA0UTPNU000,standard
Pampa,USA0AKPPA000,standard
Phangnga,THA000082000,standard
Dong Qu ,CHN051004002,standard
Mi Yi Xian ,CHN051004021,standard
Ren He Qu ,CHN051004011,standard
Xi Qu ,CHN051004003,standard
