code,vendor_type,alias
MEX000TLC000,standard_air,托卢卡
USA000WGO000,standard_air,温彻斯特
USAAP0664000,standard_air,伍德沃德
USAAP0665000,standard_air,印地安那
USA0METHV000,standard_air,约克
JPN000008000,standard_air,茨城
JPN000018000,standard_air,福井
CAN000HAM000,standard_air,哈密尔顿
USAAP0666000,standard_air,汉谱登
IDN000074000,standard_air,哥伦打洛
IDN000075000,standard_air,特尔纳特岛
TUR000016000,standard_air,卡拉曼马拉斯
TUR000017000,standard_air,梅尔济丰
TUR000018000,standard_air,希诺普
TUR000SIV000,standard_air,锡瓦斯
TUR000019000,standard_air,乌沙克
USA0CASTS000,standard_air,圣罗莎
JPN000103000,standard_air,轮岛
PRI000006000,standard_air,别克斯
VNM000015000,standard_air,昆仑岛
USAAP0667000,standard_air,洪堡
USAAP0668000,standard_air,维斯
USA0WIMTW000,standard_air,马尼托沃克
USAAP0669000,standard_air,麦克弗森
FRA000062000,standard_air,阿兹布鲁克
FRA000063000,standard_air,埃夫勒
FRA000064000,standard_air,埃皮纳勒
FRA000065000,standard_air,迪耶普
FRA000066000,standard_air,多勒
FRA000067000,standard_air,格朗维尔
FRA000068000,standard_air,谷雪维尔
FRA000069000,standard_air,加普
FRA000070000,standard_air,卡奥尔
FRA000071000,standard_air,罗什福尔
FRA000072000,standard_air,芒德
FRA000073000,standard_air,蒙多凡
FRA000074000,standard_air,蒙吕松
FRA000075000,standard_air,莫尔莱
FRA000076000,standard_air,尼奥尔
FRA000077000,standard_air,拉瓦勒
FRA000078000,standard_air,沙托鲁
FRA000079000,standard_air,科涅克
FRA000080000,standard_air,克雷伊
FRA000081000,standard_air,朗迪维肖
FRA000082000,standard_air,勒卡斯特雷特
FRA000083000,standard_air,圣布里厄
FRA000084000,standard_air,索连札拉
FRA000085000,standard_air,维泰勒
FRA000086000,standard_air,维希
USA0CANWH000,standard_air,纽波特
USAAP0670000,standard_air,泰特斯维尔
USAAP0671000,standard_air,埃弗里特
USAAP0672000,standard_air,普莱恩维尤
USAAP0673000,standard_air,罗吉斯
USA0NEHSI000,standard_air,黑斯廷斯
USAAP0674000,standard_air,杰克森维尔
USAAP0675000,standard_air,埃尔卡洪
USAAP0676000,standard_air,金城
USAAP0677000,standard_air,罗克伍德
USAAP0678000,standard_air,莫里斯敦
USAAP0679000,standard_air,维洛海滩
USAAP0680000,standard_air,霍马
USAAP0681000,standard_air,卡农城
USAAP0682000,standard_air,蒙蒂塞洛
USAAP0683000,standard_air,圣奥古斯丁
USAAP0684000,standard_air,矿泉井城
USA000RMG000,standard_air,罗马
USAAP0685000,standard_air,威斯康星拉皮兹
USA0CASPQ000,standard_air,圣佩德罗
USAAP0686000,standard_air,威洛比
USAAP0687000,standard_air,罗拉
USAAP0688000,standard_air,罗阿诺克拉皮兹
USAAP0689000,standard_air,布雷默顿
USAAP0690000,standard_air,千橡市
USAAP0691000,standard_air,皇家前线
USAAP0692000,standard_air,法里巴尔
USAAP0693000,standard_air,林登
USAAP0694000,standard_air,莱克维尤
USAAP0695000,standard_air,帕洛阿尔托
USAAP0696000,standard_air,海沃德
USAAP0697000,standard_air,隆波克
USAAP0698000,standard_air,日内瓦湖
USA0CAVNC000,standard_air,威尼斯
USAAP0699000,standard_air,基恩
USAAP0700000,standard_air,普林斯顿
USAAP0701000,standard_air,格伦代尔
USA0CASRF000,standard_air,圣拉斐尔
USAAP0702000,standard_air,汤姆斯河
USA0CACOA000,standard_air,哥伦比亚
USAAP0703000,standard_air,伊斯顿
USAAP0704000,standard_air,曾斯维尔
USAAP0705000,standard_air,岩石丘
USAAP0706000,standard_air,戴明
USAAP0707000,standard_air,针城
USAAP0708000,standard_air,桑达斯基
USA0ILMDH000,standard_air,卡本代尔
USAAP0709000,standard_air,莱思罗普
USAAP0710000,standard_air,歌珊
USA0MSHBG000,standard_air,哈蒂斯堡
USAAP0711000,standard_air,埃奇伍德
USAAP0712000,standard_air,戈尔兹伯勒
USA0MAJHY000,standard_air,剑桥
USAAP0713000,standard_air,雷德布拉夫
USAAP0714000,standard_air,普莱瑟维尔
USAAP0715000,standard_air,韦瑟福德
USAAP0716000,standard_air,庞蒂亚克
USAAP0717000,standard_air,格利巴陵顿
USAAP0718000,standard_air,肖尼
USA0CADBN000,standard_air,都柏林
USAAP0719000,standard_air,克尔维尔
USAAP0720000,standard_air,斯维尔
USAAP0721000,standard_air,塔拉霍马
USAAP0722000,standard_air,瑟西
USAAP0723000,standard_air,利文斯顿
USAAP0724000,standard_air,罗福
USAAP0725000,standard_air,尤凯亚
USA0UTOGD000,standard_air,奥格登
USAAP0726000,standard_air,南太浩湖
USAAP0727000,standard_air,盖洛德
USAAP0728000,standard_air,西摩
USAAP0729000,standard_air,威尔克斯伯纳
USAAP0730000,standard_air,加斯里
USA0TNMQY000,standard_air,士麦那
USAAP0731000,standard_air,斯泰茨维尔
USAAP0732000,standard_air,提夫顿
USAAP0733000,standard_air,喀斯喀特洛克斯
USAAP0734000,standard_air,雷德伍德福尔斯
USAAP0735000,standard_air,弥尔顿
USAAP0736000,standard_air,坎普泉
USAAP0737000,standard_air,拉科尼亚
USAAP0738000,standard_air,伯克利
USAAP0739000,standard_air,霍顿
USAAP0740000,standard_air,东汉普顿
USAAP0741000,standard_air,格伦伍德温泉
USAAP0742000,standard_air,锡克里
USAAP0743000,standard_air,芒特普莱森特
USAAP0744000,standard_air,格伦维尤
USAAP0745000,standard_air,曼西
USAAP0746000,standard_air,牛顿
USAAP0747000,standard_air,波茨敦
USAAP0748000,standard_air,加兹登
USAAP0749000,standard_air,尼亚加拉瀑布
USA0VTMPV000,standard_air,蒙彼利埃
USAAP0750000,standard_air,沃森维尔
USAAP0751000,standard_air,瓦尔帕莱索
USAAP0752000,standard_air,纳奇兹
USAAP0753000,standard_air,福乐顿市
USAAP0754000,standard_air,马尔伯勒
USAAP0755000,standard_air,普鲁士王
USAAP0756000,standard_air,梅斯基特
USAAP0757000,standard_air,森赖弗
USAAP0758000,standard_air,帕姆代尔
USAAP0759000,standard_air,格林菲尔德
USAAP0760000,standard_air,埃尔克城
USAAP0761000,standard_air,伊丽莎白城
USAAP0762000,standard_air,奥卡拉
USAAP0763000,standard_air,米德尔敦
USAAP0764000,standard_air,肖罗
USAAP0765000,standard_air,斯图尔特
USAAP0766000,standard_air,沃尔瑟姆
USAAP0767000,standard_air,马里斯维尔
USAAP0768000,standard_air,西沃德
USAAP0769000,standard_air,斯特拉特福
USAAP0770000,standard_air,海湾海岸
USA0KYFFT000,standard_air,法兰克福
USAAP0771000,standard_air,大学公园市
USAAP0772000,standard_air,普里茅斯
USAAP0773000,standard_air,利弗莫尔
USAAP0774000,standard_air,霍兰德
USAAP0775000,standard_air,蓬塔戈尔达
USAAP0776000,standard_air,玛丽埃塔市
USAAP0777000,standard_air,萨利纳斯
USAAP0778000,standard_air,曼凯托
USAAP0779000,standard_air,里马
USAAP0780000,standard_air,西菲尔德
USAAP0781000,standard_air,欧塞奇湾泳滩
USAAP0782000,standard_air,拉格兰奇
USAAP0783000,standard_air,落基山
USAAP0784000,standard_air,大洋城
USAAP0785000,standard_air,苏珊维尔
PER000011000,standard_air,秘鲁
USAAP0786000,standard_air,帕里斯
USAAP0787000,standard_air,莫哈韦
USAAP0788000,standard_air,费尔蒙特
USAAP0789000,standard_air,森林公园
USA0KSLWC000,standard_air,劳伦斯
USAAP0790000,standard_air,诺沃克
USAAP0791000,standard_air,乔利埃特
USAAP0792000,standard_air,威诺纳
USAAP0793000,standard_air,弗里波特
USAAP0794000,standard_air,特哈查比
USAAP0795000,standard_air,奥林匹亚
USAAP0796000,standard_air,夏斯塔山
USAAP0797000,standard_air,皮茨菲尔德
USAAP0798000,standard_air,皮尔斯堡
USAAP0799000,standard_air,柏斯海滩
USAAP0800000,standard_air,西孟斐斯
USAAP0801000,standard_air,布拉格堡
USAAP0802000,standard_air,尤宁城
USAAP0803000,standard_air,埃勒尔
USAAP0804000,standard_air,卡尔弗城
USA0NHCON000,standard_air,康科德
USA0IADVN000,standard_air,达文波特
USAAP0805000,standard_air,斯泰茨伯勒
USAAP0806000,standard_air,圣卡洛斯
USAAP0807000,standard_air,怀里卡
USA0ORXFX000,standard_air,格兰茨帕斯
USAAP0808000,standard_air,布伦瑞克
USAAP0809000,standard_air,斯托克顿
USAAP0810000,standard_air,罗斯堡
USAAP0811000,standard_air,霍姆斯泰德
USAAP0812000,standard_air,唐尼
USAAP0813000,standard_air,马歇尔敦
USAAP0814000,standard_air,怀尔德伍德
USAAP0815000,standard_air,恩特普赖斯
USAAP0816000,standard_air,新费城
USAAP0817000,standard_air,康瑟尔布拉夫斯
USAAP0818000,standard_air,史密斯菲尔德
USA0FLAPF000,standard_air,那不勒斯
USAAP0819000,standard_air,杰斐逊城
USAAP0820000,standard_air,金斯顿
USAAP0821000,standard_air,山景城
USAAP0822000,standard_air,芒廷霍姆
USAAP0823000,standard_air,派恩布拉夫
USAAP0824000,standard_air,西罗亚斯普林斯
USAAP0825000,standard_air,福利
USAAP0826000,standard_air,门罗维尔
USA0IDCOE000,standard_air,科达伦
USAAP0827000,standard_air,基奥卡克
USAAP0828000,standard_air,马斯卡廷
USAAP0829000,standard_air,伊登顿
USAAP0830000,standard_air,兰伯顿
USAAP0831000,standard_air,曼蒂奥
USAAP0832000,standard_air,南派恩斯
USAAP0833000,standard_air,黑泽尔顿
USAAP0834000,standard_air,米德维尔
USAAP0835000,standard_air,芒特波科诺
USAAP0836000,standard_air,奎克敦
USAAP0837000,standard_air,伊格尔帕斯
USAAP0838000,standard_air,斯托克顿堡
USAAP0839000,standard_air,帕勒斯坦
USAAP0840000,standard_air,潘帕
USAAP0841000,standard_air,斯蒂芬维尔
USAAP0842000,standard_air,萨尔弗斯普林斯
USAAP0843000,standard_air,斯威特沃特
USAAP0844000,standard_air,坦普尔
USAAP0845000,standard_air,范霍恩
USAAP0846000,standard_air,曼斯费尔德
USAAP0847000,standard_air,邓肯
USAAP0848000,standard_air,杜兰特
USAAP0849000,standard_air,弗雷德里克
USAAP0850000,standard_air,麦卡莱斯特
USAAP0851000,standard_air,马斯科吉
USAAP0852000,standard_air,波托
USAAP0853000,standard_air,斯蒂尔沃特
USAAP0854000,standard_air,拉格兰德
USAAP0855000,standard_air,太平洋城
USAAP0856000,standard_air,奇黑利斯
USAAP0857000,standard_air,凯尔索
USAAP0858000,standard_air,奥马克
USA0WYEVD000,standard_air,埃文斯顿
USAAP0859000,standard_air,兰德
USAAP0860000,standard_air,罗林斯
COL000001000,standard_air,哥伦比亚
USAAP0861000,standard_air,霍利斯特
USAAP0862000,standard_air,莱克波特
USAAP0863000,standard_air,勒莫尔
USAAP0864000,standard_air,奥罗维尔
USAAP0865000,standard_air,二十九棕榈村
USAAP0866000,standard_air,威洛斯
USAAP0867000,standard_air,科尔比
USAAP0868000,standard_air,恩波里亚
USAAP0869000,standard_air,格里利
USAAP0870000,standard_air,帕戈萨斯普林斯
USAAP0871000,standard_air,赖夫尔
USAAP0872000,standard_air,伊丽莎白敦
USAAP0873000,standard_air,霍普金斯维尔
USAAP0874000,standard_air,默里
USA0KYOWB000,standard_air,欧文斯伯勒
USAAP0875000,standard_air,奥珀卢萨斯
USAAP0876000,standard_air,圣约瑟夫
USAAP0877000,standard_air,锡代利亚
USAAP0878000,standard_air,麦库姆
USAAP0879000,standard_air,皮卡尤恩
USA0MSVKS000,standard_air,维克斯堡
USAAP0880000,standard_air,乌蒂卡
USAAP0881000,standard_air,奥瓦通纳
USA0KYLEX000,standard_air,列克星敦
USAAP0882000,standard_air,斯皮尔菲什
USAAP0883000,standard_air,克莱门森
USAAP0884000,standard_air,沃尔特伯勒
USAAP0885000,standard_air,格伦斯福尔斯
USAAP0886000,standard_air,奥利安
USAAP0887000,standard_air,克罗斯维尔
USAAP0888000,standard_air,丰迪拉克
USAAP0889000,standard_air,斯巴达
USAAP0890000,standard_air,史蒂文斯波因特
USAAP0891000,standard_air,苏必利尔
USAAP0892000,standard_air,埃尔金斯
USAAP0893000,standard_air,马丁斯堡
USAAP0894000,standard_air,贾弗里
USAAP0895000,standard_air,埃斯帕尼奥拉
USAAP0896000,standard_air,洛兹堡
USAAP0897000,standard_air,索科罗
USAAP0898000,standard_air,特鲁斯奥康斯群斯
USAAP0899000,standard_air,卡萨格兰德
USAAP0900000,standard_air,马拉纳
USAAP0901000,standard_air,诺加利斯
USAAP0902000,standard_air,温斯洛
USAAP0903000,standard_air,马顿
USA0ORSLE000,standard_air,塞勒姆
USAAP0904000,standard_air,肯特兰
USAAP0905000,standard_air,科科莫
USAAP0906000,standard_air,密歇根城
USAAP0907000,standard_air,里奇蒙
USAAP0908000,standard_air,尼法
USAAP0909000,standard_air,里奇菲尔德
USAAP0910000,standard_air,特里蒙顿
USAAP0911000,standard_air,文多弗
USAAP0912000,standard_air,多尔顿
USAAP0913000,standard_air,海恩斯维尔
USAAP0914000,standard_air,米利奇维尔
USAAP0915000,standard_air,派恩芒廷
USAAP0916000,standard_air,托马斯维尔
USAAP0917000,standard_air,韦克罗斯
DEU000038000,standard_air,弗伦斯堡
DEU000039000,standard_air,盖伦基兴
DEU000040000,standard_air,胡苏姆
DEU000041000,standard_air,基青根
DEU000042000,standard_air,居特斯洛
DEU000043000,standard_air,凯撒斯劳滕
DEU000044000,standard_air,科特布斯
DEU000045000,standard_air,库克斯港
DEU000046000,standard_air,拉尔
DEU000047000,standard_air,里萨
DEU000048000,standard_air,诺登
DEU000049000,standard_air,施特劳宾
DEU000050000,standard_air,石勒苏益格
ITA000QOS000,standard_air,奥里斯塔诺
ITA000022000,standard_air,科米索
ITA000023000,standard_air,维耶斯泰
GBR000058000,standard_air,布兰登
GBR000059000,standard_air,奥本
GBR000060000,standard_air,布伦特里
GBR000061000,standard_air,多诺赫
GBR000062000,standard_air,菲尔顿
GBR000063000,standard_air,福里斯
GBR000064000,standard_air,哈佛威斯特
GBR000065000,standard_air,金斯林
GBR000066000,standard_air,米尔登霍尔
GBRENGCST000,standard_air,奇切斯特
AUS000195000,standard_air,冲浪者天堂
AUS000196000,standard_air,福斯特
AUS000197000,standard_air,戈斯福德
AUS000198000,standard_air,库纳巴拉布兰
AUS000199000,standard_air,梅特兰
AUS000200000,standard_air,美洲河
AUS000201000,standard_air,帕恩达纳
AUS000202000,standard_air,潘尼萧
AUS0SAPPI000,standard_air,皮里港
AUS000203000,standard_air,塞斯诺克
USA0ORSTH000,standard_air,圣海伦斯
AUS000204000,standard_air,史密斯顿
AUS000205000,standard_air,汤加鲁马
AUS000206000,standard_air,天鹅山
CAN000200000,standard_air,博纳旺蒂尔
CAN000201000,standard_air,布罗克维尔
CAN000202000,standard_air,奇利瓦克
CAN000203000,standard_air,康沃尔
CAN000204000,standard_air,多尔勃
CAN000205000,standard_air,欣顿
CAN000206000,standard_air,马塔讷
CAN000207000,standard_air,穆斯乔
CAN000208000,standard_air,欧文桑德
CAN000209000,standard_air,帕里桑德
GBRENGPTE000,standard_air,彼得伯勒
CAN000210000,standard_air,里穆斯基
CAN000211000,standard_air,谢布克
CAN000212000,standard_air,斯阔米什
CAN000213000,standard_air,萨默塞德
CAN000214000,standard_air,特伦顿
CAN000TRR000,standard_air,三河城
MYS000023000,standard_air,巴西古丹
MYS0JHMEP000,standard_air,丰盛港
MYS000024000,standard_air,拉瑙
MYS000025000,standard_air,实兆远
MYS0PKTPG000,standard_air,太平
LKA000HBA000,standard_air,汉班托特
VNM000016000,standard_air,芹苴
KHM000KMT000,standard_air,贡布
EGY000012000,standard_air,锡瓦
ZAF000018000,standard_air,阿尔弗雷德港
ZAF000019000,standard_air,科马蒂普特
ZAF000020000,standard_air,路易斯特里卡特
ZAF000021000,standard_air,罗伯森
LBR0000MY000,standard_air,马里兰
ZAF000022000,standard_air,曼耶雷蒂
ZAF000023000,standard_air,桑尼
MEX000037000,standard_air,恩塞纳达港
NZL000030000,standard_air,怀蒂昂格
NZL000031000,standard_air,卡沃岛
NZL000032000,standard_air,科罗曼德
NZL000033000,standard_air,拉格伦
NZL000034000,standard_air,摩图伊卡
NZL000035000,standard_air,帕拉帕拉乌姆海滩
NZL000036000,standard_air,泰晤士
ARG000PRA000,standard_air,巴拉那
ARG000014000,standard_air,拉库布蕾
ARG000LPG000,standard_air,拉普拉塔
ARG000015000,standard_air,内科切阿
BRA000121000,standard_air,大坎普
BRA000122000,standard_air,瓜拉派瑞
BRA000123000,standard_air,瓜拉廷格塔
BRA000124000,standard_air,新卡尔达斯
BRA000125000,standard_air,马卡埃
BRA000126000,standard_air,桑托斯
BRA000127000,standard_air,乌巴图巴
CHL000018000,standard_air,艾森港
CHL000019000,standard_air,波韦尼尔
AUT000004000,standard_air,霍恩埃姆斯
BGR000ROU000,standard_air,鲁塞
BGR000002000,standard_air,上奥里亚霍维察
ISL000016000,standard_air,格仑达积图
ISL000017000,standard_air,米湖
ISL000018000,standard_air,韦斯特曼纳埃亚尔
POL000BAP000,standard_air,比亚瓦波德拉斯卡
POL000OSZ000,standard_air,科沙林
POL000RDM000,standard_air,拉多姆
POL000SLP000,standard_air,斯武普斯克
DNK000009000,standard_air,马里博
DNK000010000,standard_air,斯基沃
DNK000011000,standard_air,辛代尔
FIN000012000,standard_air,埃农泰基厄
FIN000013000,standard_air,上维耶斯卡
GRL000030000,standard_air,塔斯拉克
NLD000010000,standard_air,登海尔德
NLD000011000,standard_air,乌登
CZE0000PA000,standard_air,帕尔杜比采
CZE000003000,standard_air,扎布热赫
CZE0000ZL000,standard_air,兹林
HRV000027000,standard_air,木洛希尼
NOR000070000,standard_air,法尔松
PRT000017000,standard_air,查韦斯
SWE000039000,standard_air,埃斯基尔斯蒂纳
SWE000040000,standard_air,兰斯克鲁纳
SWE000041000,standard_air,韦斯特维克
SWE000042000,standard_air,耶夫勒
SCG000INI000,standard_air,尼什
SVK000POV000,standard_air,普雷绍夫
SVK000RIL000,standard_air,日利纳
SVK000001000,standard_air,斯里亚克
TUR000HTY000,standard_air,哈塔伊
UKR000091000,standard_air,刻赤
UKR000059000,standard_air,苏梅
GRC000038000,standard_air,拉里萨
GRC000039000,standard_air,斯巴达
OMN000003000,standard_air,迪巴
OMN000004000,standard_air,苏尔
USAAP0918000,standard_air,阿宾登岛
USAAP0919000,standard_air,大瀑布城
USAAP0920000,standard_air,卡迪亚克
USAAP0921000,standard_air,卡莱克西科
USAAP0922000,standard_air,卡利帕特里亚
USAAP0923000,standard_air,卡姆登
USAAP0924000,standard_air,锡达基
USAAP0925000,standard_air,森特维尔
USAAP0926000,standard_air,沙努特
USAAP0927000,standard_air,查尔斯城
USAAP0928000,standard_air,奇克谢
USAAP0929000,standard_air,克莱尔蒙特
USAAP0930000,standard_air,克拉林达
USAAP0931000,standard_air,克拉克斯代尔
USAAP0932000,standard_air,克莱顿
USAAP0933000,standard_air,克林顿维尔
USAAP0934000,standard_air,科灵加
USAAP0935000,standard_air,科茨维尔
USAAP0936000,standard_air,哥伦布市
USAAP0937000,standard_air,康科迪亚
USAAP0938000,standard_air,库珀斯敦
USAAP0939000,standard_air,科西卡纳
USAAP0940000,standard_air,卡顿伍德
USAAP0941000,standard_air,克雷斯特德比特
USAAP0942000,standard_air,克雷斯顿
USAAP0943000,standard_air,达尔哈特
USAAP0944000,standard_air,底特律莱克斯
USAAP0945000,standard_air,狄龙
USAAP0946000,standard_air,道格拉斯
USAAP0947000,standard_air,罗克代尔
USAAP0948000,standard_air,罗克波特
USA000SYL000,standard_air,圣米格尔
USAAP0949000,standard_air,桑福德
USAAP0950000,standard_air,圣保拉
USAAP0951000,standard_air,圣伊内斯
USAAP0952000,standard_air,塞尔马
USA0WISBM000,standard_air,希博伊根
USAAP0953000,standard_air,谢尔比维尔
USA0FLSNY000,standard_air,悉尼
USAAP0954000,standard_air,索尔多特纳
USAAP0955000,standard_air,萨默塞特
USA0ILSTK000,standard_air,斯特灵
USAAP0956000,standard_air,斯托姆莱克
USAAP0957000,standard_air,斯特金贝
USAAP0958000,standard_air,斯特吉斯
USAAP0959000,standard_air,塔尔基特纳
USAAP0960000,standard_air,塔拉迪加
USAAP0961000,standard_air,特勒尔
USA0ORDLS000,standard_air,达尔斯
USA000HAI000,standard_air,三河城
USAAP0962000,standard_air,托诺帕
USAAP0963000,standard_air,特伦顿
USAAP0964000,standard_air,特立尼达
USAAP0965000,standard_air,图克姆卡里
USAAP0966000,standard_air,尤瓦尔迪
USAAP0967000,standard_air,瓦伦泰因
USAAP0968000,standard_air,万达利亚
USAAP0969000,standard_air,维代利亚
USAAP0970000,standard_air,温森斯
USAAP0971000,standard_air,沃帕科内塔
USAAP0972000,standard_air,沃伦斯堡
USAAP0973000,standard_air,瓦西拉
USAAP0974000,standard_air,西本德
USAAP0975000,standard_air,惠特兰
USAAP0976000,standard_air,怀特菲尔德
USAAP0977000,standard_air,威尔马
USAAP0978000,standard_air,温菲尔德
USAAP0979000,standard_air,温尼马卡
USAAP0980000,standard_air,沃辛顿
USAAP0981000,standard_air,扬克顿
USAAP0982000,standard_air,泽弗希尔斯
USAAP0983000,standard_air,东斯特劳兹堡
USAAP0984000,standard_air,伊斯特兰
USAAP0985000,standard_air,埃伦斯堡
USAAP0986000,standard_air,埃夫拉塔
USAAP0987000,standard_air,埃斯特维尔
USAAP0988000,standard_air,尤福拉
USAAP0989000,standard_air,尤尼斯
USAAP0990000,standard_air,法伦
USAAP0991000,standard_air,弗格斯福尔斯
USAAP0992000,standard_air,菲尔莫尔
USAAP0993000,standard_air,福雷斯特城
USAAP0994000,standard_air,弗里蒙特
USAAP0995000,standard_air,弗伦奇利克
USA0ILGSU000,standard_air,盖尔斯堡
USAAP0996000,standard_air,古德兰
USAAP0997000,standard_air,戈登斯维尔
USAAP0998000,standard_air,格兰德维尤
USAAP0999000,standard_air,格兰茨
USAAP1000000,standard_air,格林里弗
USAAP1001000,standard_air,格雷伯尔
USAAP1002000,standard_air,盖蒙
USAAP1003000,standard_air,哈茨维尔
USAAP1004000,standard_air,赫米斯顿
USA0KSHCH000,standard_air,哈钦森
USAAP1005000,standard_air,伊莫卡利
USAAP1006000,standard_air,贾斯珀
USAAP1007000,standard_air,章克申
USAAP1008000,standard_air,凯恩塔
USA0WIENW000,standard_air,基诺沙
USAAP1009000,standard_air,莱克杰克逊
USAAP1010000,standard_air,莱克赫斯特
USA0CALIC000,standard_air,利蒙
USA0KYLUI000,standard_air,路易斯维尔
USAAP1011000,standard_air,拉斯克
USAAP1012000,standard_air,马德拉斯
USAAP1013000,standard_air,马格诺利亚
USAAP1014000,standard_air,马什菲尔德
USAAP1015000,standard_air,麦克明维尔
USAAP1016000,standard_air,梅诺米尼
USAAP1017000,standard_air,米利诺基特
USAAP1018000,standard_air,米切尔
USAAP1019000,standard_air,莫伯利
USAAP1020000,standard_air,莫纳汉斯
USAAP1021000,standard_air,芒特霍利
USAAP1022000,standard_air,尼欧肖
USA0NV000000,standard_air,内华达
USAAP1023000,standard_air,奈尔斯
USAAP1024000,standard_air,奥加拉拉
USAAP1025000,standard_air,奥克马尔吉
USAAP1026000,standard_air,奥尼尔
USAAP1027000,standard_air,奥尼昂塔
USAAP1028000,standard_air,奥斯卡卢萨
USAAP1029000,standard_air,欧扎克
USAAP1030000,standard_air,奥佐纳
USAAP1031000,standard_air,佩恩斯维尔
USAAP1032000,standard_air,帕拉古尔德
USAAP1033000,standard_air,佩森
USA0MAPLY000,standard_air,普利茅斯
USAAP1034000,standard_air,波普勒布拉夫
USAAP1035000,standard_air,波尔斯博
USAAP1036000,standard_air,普雷里德欣
USAAP1037000,standard_air,普拉特
USAAP1038000,standard_air,兰杰
USAAP1039000,standard_air,拉顿
USAAP1040000,standard_air,赖斯莱克
AUS000207000,standard_air,比洛威拉
AUS000208000,standard_air,鲍恩
AUS000209000,standard_air,卡姆登
AUS000210000,standard_air,卡西诺
AUS000211000,standard_air,科拉克
AUS000212000,standard_air,科罗瓦
AUS000213000,standard_air,考拉
AUS000214000,standard_air,德纳姆
AUS000215000,standard_air,德尼利昆
AUS000216000,standard_air,当加拉
AUS000217000,standard_air,贡迪温迪
AUS000218000,standard_air,金皮
AUS000219000,standard_air,海伊
AUS000220000,standard_air,海伦维尔
AUS000221000,standard_air,英厄姆
AUS000222000,standard_air,朱里恩湾
AUS000223000,standard_air,金格罗伊
AUS000224000,standard_air,拉特罗布
AUS000225000,standard_air,麦克斯维尔
AUS000226000,standard_air,马拉库塔
AUS000227000,standard_air,穆拉宾
AUS000228000,standard_air,楠巴卡黑兹
AUS000229000,standard_air,努萨维尔
AUS000230000,standard_air,奥尔博斯特
AUS000231000,standard_air,伦马克
AUS000232000,standard_air,鲁特内斯特岛
AUS000233000,standard_air,斯昆
AUS000234000,standard_air,斯坦索普
AUS000235000,standard_air,斯托尔
AUS000236000,standard_air,斯特里基湾
AUS000237000,standard_air,特完亭
AUS000238000,standard_air,托克姆沃尔
AUS000239000,standard_air,特拉拉尔根
AUS000240000,standard_air,蒂默特
AUS000241000,standard_air,特基溪
AUS000242000,standard_air,旺加拉塔
USA0RIUZO000,standard_air,沃威克
AUS000243000,standard_air,旺代
AUS000244000,standard_air,温德姆
CAN000215000,standard_air,阿勒特湾
CAN000216000,standard_air,奥马
CAN000217000,standard_air,邦尼维尔
CAN000218000,standard_air,布兰顿
CAN000219000,standard_air,布罗山
CAN000220000,standard_air,科克伦
CAN000221000,standard_air,科尔德湖
CAN000222000,standard_air,科纳溪
CAN000223000,standard_air,库特奈
CAN000224000,standard_air,克雷斯顿
CAN000225000,standard_air,迪格比
CAN000226000,standard_air,德雷顿谷
CAN000227000,standard_air,埃德森
CAN000228000,standard_air,埃斯特万
CAN000229000,standard_air,大卡什
CAN000230000,standard_air,格林伍德
CAN000231000,standard_air,海恩斯堡
CAN000232000,standard_air,海尔大草原
CAN000233000,standard_air,哈得森湾
CAN000234000,standard_air,金卡丁
CAN000235000,standard_air,拉克拉比什
CAN000236000,standard_air,马尼沃基
CAN000237000,standard_air,梅里特
CAN000238000,standard_air,米罗米奇
CAN000239000,standard_air,北贝特尔福德
CAN000240000,standard_air,彭布罗克
CAN000241000,standard_air,佩塔瓦瓦
CAN000242000,standard_air,霍克斯伯里港口
CAN000243000,standard_air,波蒂奇拉大草原
CAN000244000,standard_air,落基山庄
CAN000245000,standard_air,锡谢尔特
CAN000246000,standard_air,奴湖村
CAN000247000,standard_air,斯威夫特卡伦特
CAN000248000,standard_air,沃瓦
CAN000249000,standard_air,怀特考特
CAN000250000,standard_air,怀尔顿
CAN000251000,standard_air,约克顿
GBR000067000,standard_air,奥迪厄姆
GBR000068000,standard_air,肖勒姆海岸
DEU000051000,standard_air,海赫林
ARG000016000,standard_air,卡皮亚韦
ARG000017000,standard_air,康科迪亚
ARG000018000,standard_air,坦迪尔
ARG000019000,standard_air,格塞尔山庄
JPN000104000,standard_air,八户
GRC000040000,standard_air,皮尔戈斯
UKR000015000,standard_air,基洛沃格勒
UKR000016000,standard_air,里夫内
UKR000017000,standard_air,塞瓦斯托波尔
UKR000005000,standard_air,文尼察
UKR000018000,standard_air,日托米尔
TUR000HKR000,standard_air,哈卡里
TUR000020000,standard_air,俄斯帕尔塔
TUR000TEL000,standard_air,泰基尔达
TUR000TOK000,standard_air,托卡特
TUR000ZON000,standard_air,宗古尔达克
NOR000071000,standard_air,诺托登
GEO000002000,standard_air,库塔伊西
FIN000014000,standard_air,基泰
RUS000ORL000,standard_air,奥廖尔
RUS000GRV000,standard_air,格罗兹尼
RUS000KIR000,standard_air,基洛夫
RUS000KLF000,standard_air,卡卢加
RUS000056000,standard_air,克尔甘
RUS000057000,standard_air,雷宾斯基
RUS000RYA000,standard_air,梁赞
RUS000LIP000,standard_air,利佩茨克
RUS000PNZ000,standard_air,奔萨
