code,vendor_type,alias
USAAP0188000,standard_air,巴特岛
IDN000028000,standard_air,班达亚齐
USA0MIBTL000,standard_air,巴特尔克里克
USAAP0189000,standard_air,本尼兹维尔
USAAP0190000,standard_air,巴特勒
RWA0000BU000,standard_air,布塔雷
USAAP0191000,standard_air,贝特尔斯
IDN000029000,standard_air,巴都利金
AUS000056000,standard_air,贝图塔
USAAP0192000,standard_air,比蒂
TUR000BRS000,standard_air,布尔萨
PNG000044000,standard_air,布卡岛
USAAP0193000,standard_air,伯韦尔
AUS000057000,standard_air,伯克顿
AGO000BGU000,standard_air,本格拉
IDN000030000,standard_air,博康迪尼
DZA000001000,standard_air,布萨达
YEM000002000,standard_air,阿尔布克
PNG000045000,standard_air,布洛洛
COL000015000,standard_air,布埃纳文图拉
SOM000006000,standard_air,布劳
IND000019000,standard_air,珀丁达
ZWE0000BU000,standard_air,布拉瓦约
GBR000023000,standard_air,伯顿伍德
IDN000031000,standard_air,巴务巴务
COD000010000,standard_air,布尼亚
AUS0WABUY000,standard_air,班伯里
IRN000011000,standard_air,布塞阿尔
BRA000037000,standard_air,博阿维斯塔
USAAP0194000,standard_air,比弗因莱特
FRA000032000,standard_air,布里维拉加拉德
FJI000003000,standard_air,姆布阿
NOR000032000,standard_air,贝勒沃格
AUS000058000,standard_air,伯兹维尔
BOL000003000,standard_air,包雷斯
BRA000038000,standard_air,贝尔蒙蒂
USAAP0195000,standard_air,巴特尔斯维尔
PNG000046000,standard_air,博洛维普
CPV000001000,standard_air,布拉瓦
BRA000039000,standard_air,布雷维斯
USAAP0196000,standard_air,贝卢加
AUS000059000,standard_air,巴达维亚当斯
USAAP0197000,standard_air,贝茨维尔
USAAP0198000,standard_air,贝弗利
AUS000060000,standard_air,贝弗利斯普林斯
NPL000009000,standard_air,帕伊拉瓦
AUS000061000,standard_air,巴罗岛
USAAP0199000,standard_air,布劳雷
USAAP0200000,standard_air,布朗伍德
DEU000018000,standard_air,布劳恩史维希
GBR000024000,standard_air,巴罗因弗内斯地区
MYS000011000,standard_air,巴特沃思
PNG000047000,standard_air,巴万
HRV000023000,standard_air,博尔
USAAP0201000,standard_air,布莱克韦尔
USAAP0202000,standard_air,鲍曼
RUS000014000,standard_air,巴拉科沃
PNG000048000,standard_air,贝瓦尼
AUS000062000,standard_air,布雷瓦里纳
USAAP0203000,standard_air,布莱恩
AUS000063000,standard_air,伯尼
USAAP0204000,standard_air,博加卢萨
IDN000032000,standard_air,巴博
USAAP0205000,standard_air,鲍克斯博罗
IDN000033000,standard_air,巴德
AUS000064000,standard_air,贝尔伯恩
AUS000065000,standard_air,本迪戈
KAZ000BXH000,standard_air,巴尔喀什
BDI000001000,standard_air,布隆迪
USAAP0206000,standard_air,巴克艾
FJI000004000,standard_air,布卢拉贡
IDN000034000,standard_air,巴托姆
GNB000001000,standard_air,布厄克斯
IRN000012000,standard_air,巴木
USAAP0207000,standard_air,博莱戈斯普林斯
IDN000035000,standard_air,邦坦
PHL000011000,standard_air,武端
ISL000005000,standard_air,布雷达尔斯维克
SOM000007000,standard_air,博拉马
PNG000049000,standard_air,BUNSIL
USAAP0208000,standard_air,邦德利
YEM0000BA000,standard_air,贝达
USAAP0209000,standard_air,布莱斯维尔
LBR000001000,standard_air,贝拉耶拉
CUB000015000,standard_air,巴亚莫
MNG000002000,standard_air,巴颜洪格尔
BRA000040000,standard_air,博尼图
IDN000036000,standard_air,邦育
USAAP0210000,standard_air,厄文堡
IRL000004000,standard_air,班特里
DEU000019000,standard_air,拜罗伊特
USAAP0211000,standard_air,布莱克利岛
AUS000066000,standard_air,巴尼亚拉
NIC000001000,standard_air,博南萨
MOZ000006000,standard_air,巴扎鲁托岛
BRA000041000,standard_air,布吉奥斯
AUS000067000,standard_air,巴尔兰纳德
BLZ000002000,standard_air,伯利兹城
ZWE000001000,standard_air,布米希尔斯
TUR000011000,standard_air,巴勒克埃希尔
RUS000015000,standard_air,布里安斯克
NLD000004000,standard_air,贝亨奥普佐姆
ITA000011000,standard_air,博尔扎诺-波森
AUS000068000,standard_air,比赞特
FRA000033000,standard_air,贝济耶
USAAP0212000,standard_air,布拉佐里亚
COD000011000,standard_air,布塔
MDA000001000,standard_air,贝尔齐
GBR000025000,standard_air,布雷兹诺顿
AGO000CAB000,standard_air,卡宾达
GBR000026000,standard_air,坎贝尔镇
HTI000001000,standard_air,海地角
COL000016000,standard_air,考卡西亚
AUS000069000,standard_air,科巴
BOL000CBB000,standard_air,科恰班巴
USAAP0213000,standard_air,坎伯兰
DZA000BEC000,standard_air,贝沙尔
VEN000001000,standard_air,博利瓦尔城
PHL000012000,standard_air,科塔巴托
NGA000006000,standard_air,卡拉巴尔
AGO000002000,standard_air,卡图姆贝拉
CUB000016000,standard_air,科科岛
FRA000034000,standard_air,卡尔卡松
IND000020000,standard_air,科泽科德
CCK000000000,standard_air,科科斯群岛
BRA000042000,standard_air,克雷西阿马
PRY0000CC000,standard_air,康塞普西翁
VUT000003000,standard_air,克雷格考夫
USAAP0214000,standard_air,科尔德湾
USAAP0215000,standard_air,锡达城
USAAP0216000,standard_air,沙德伦
USA0ALCDV000,standard_air,科尔多瓦
USAAP0217000,standard_air,克雷申特城
AUS000070000,standard_air,塞杜纳
RUS000016000,standard_air,切列波维茨
USAAP0218000,standard_air,森特拉尔
MEX000008000,standard_air,欧布雷贡城
FRA000035000,standard_air,戛那
FRA000036000,standard_air,瑟保
USAAP0219000,standard_air,科特斯
BRA000043000,standard_air,寒冷角
USAAP0220000,standard_air,布赖恩
IRL000005000,standard_air,多尼戈尔
AUS000071000,standard_air,科夫斯港
GRC000005000,standard_air,克基拉
USAAP0221000,standard_air,克雷格
BRA000044000,standard_air,库亚巴
USAAP0222000,standard_air,开普吉拉多
PHL000013000,standard_air,卡加延德奥罗
USAAP0223000,standard_air,瑟克尔霍斯
GRC000CHQ000,standard_air,干尼亚
NZL000011000,standard_air,查塔姆群岛
USAAP0224000,standard_air,乔阿特巴芦克
PAN000005000,standard_air,昌金努拉
SLB000006000,standard_air,乔依绍尔湾
BOL000004000,standard_air,科维哈
USAAP0225000,standard_air,查尔基齐克
KAZ000004000,standard_air,奇穆肯特
PER000003000,standard_air,奇克拉约
PER000004000,standard_air,卡哈马尔卡
CHL000003000,standard_air,卡拉马
PAK000005000,standard_air,吉德拉尔
THA000006000,standard_air,青蓬
MEX000009000,standard_air,华雷斯城
MEX000010000,standard_air,科米坦
USAAP0226000,standard_air,克鲁克特城
RUS000017000,standard_air,CHKALOVSKIY
BRA000045000,standard_air,加拉杰斯
USAAP0227000,standard_air,奇金
USAAP0228000,standard_air,克利奇站
USAAP0229000,standard_air,安吉利斯港
COL000017000,standard_air,卡利
USAAP0230000,standard_air,克拉克斯波因特
MEX000COL000,standard_air,科利马
AUS000072000,standard_air,坎纳马拉
MEX000011000,standard_air,卡门城
FRA000037000,standard_air,尚贝里
BRA000046000,standard_air,科龙巴
MWI000002000,standard_air,马可可拉俱乐部
PNG000050000,standard_air,孔迪亚瓦
CUB000009000,standard_air,卡马圭
USAAP0231000,standard_air,汉考克
AUS000073000,standard_air,库南布尔
AUS000074000,standard_air,可可纳特岛
AUS000075000,standard_air,克朗克里
USAAP0232000,standard_air,卡尔斯巴德
ARG000CNQ000,standard_air,科连特斯
USAAP0233000,standard_air,莫阿布
USAAP0234000,standard_air,科迪
MNG000020000,standard_air,乔巴山
USA0MOCOV000,standard_air,哥伦比亚
ARG000002000,standard_air,圣马丁－德洛斯安第斯
AUS000076000,standard_air,库伯佩迪
MEX000012000,standard_air,坎佩切
PNG000051000,standard_air,奥佛镇
USA0WYCPR000,standard_air,卡斯珀
BRA000047000,standard_air,坎皮纳格拉德
PRI000002000,standard_air,古雷拉
IRN000013000,standard_air,沙赫尔库尔德
COL000018000,standard_air,卡达格
ARG000CRD000,standard_air,里瓦达维亚海军准将城
BHS000006000,standard_air,克鲁克德岛
PHL000014000,standard_air,卡塔曼
USAAP0235000,standard_air,科珀斯克里斯蒂
ITA000CRV000,standard_air,克罗托内
USAAP0236000,standard_air,圣路易斯-奥比斯波
FJI000005000,standard_air,卡斯塔韦
RUS000CSY000,standard_air,切博克萨雷
ARG000003000,standard_air,卡塔马尔卡
PAN000006000,standard_air,奇特雷
COL000019000,standard_air,卡塔赫纳
AUS000077000,standard_air,查理维尔
MEX000CTM000,standard_air,切图马尔
AUS000078000,standard_air,库克敦
COL000020000,standard_air,库库塔
ESP000CUE000,standard_air,昆卡
ITA000CUN000,standard_air,库内奥
PHL000015000,standard_air,库利昂
BLZ000003000,standard_air,库克岛
MEX000CUL000,standard_air,库利阿坎
VEN000002000,standard_air,库马纳
VEN000003000,standard_air,卡鲁帕诺
AUS000079000,standard_air,科恩
NLD000005000,standard_air,库拉索（加勒比）
MEX000CHH000,standard_air,奇瓦瓦
MEX000CVC000,standard_air,库埃纳瓦卡
PNG000052000,standard_air,福格尔角
MEX000VIC000,standard_air,维多利亚城
USAAP0237000,standard_air,克洛维斯
AUS000080000,standard_air,卡那封
PRT000005000,standard_air,科尔武岛
BRA000048000,standard_air,库里蒂巴
UKR000004000,standard_air,契诺西
BGD000001000,standard_air,科克斯巴扎尔
BRA000049000,standard_air,南卡希亚斯
USAAP0238000,standard_air,切福纳克
CUB000017000,standard_air,拉尔戈德尔苏尔
PHL000016000,standard_air,甲描育
URY0000CO000,standard_air,科洛尼亚
USA0WYCYS000,standard_air,夏延
PHL000017000,standard_air,库约
MEX000013000,standard_air,奇琴伊察
VEN000004000,standard_air,科罗
BLZ0000CR000,standard_air,科罗萨尔
DZA000CZL000,standard_air,君士坦丁
MEX000014000,standard_air,科苏梅尔
USAAP0239000,standard_air,奇萨纳
BRA000050000,standard_air,克鲁塞罗
PNG000053000,standard_air,达鲁
PAN000007000,standard_air,达维德
ETH000012000,standard_air,德布拉马科斯
AUS000081000,standard_air,达博
USAAP0240000,standard_air,迪比克
FRA000038000,standard_air,卡斯特尔
USAAP0241000,standard_air,道奇城
PNG000054000,standard_air,多多依马
PAK000006000,standard_air,德拉加齐汗
USAAP0242000,standard_air,迪凯特
ETH000013000,standard_air,登比多洛
PNG000055000,standard_air,代里姆
BLZ000004000,standard_air,丹格里加
AUS000082000,standard_air,马奇
MEX000DUR000,standard_air,杜兰戈
PHL000018000,standard_air,杜马格特
IND000021000,standard_air,迪布鲁格尔
MDG0000AS000,standard_air,安齐拉纳纳
FRA000039000,standard_air,迪戎
USAAP0243000,standard_air,迪金逊
TLS0000DI000,standard_air,帝力
VNM000005000,standard_air,奠边府
USAAP0244000,standard_air,代奥米德群岛
ETH0000DD000,standard_air,德雷达瓦
COG000002000,standard_air,卢博莫
IND000DIU000,standard_air,第乌
IDN0000JA000,standard_air,占碑
TUN000001000,standard_air,查尔巴
DZA000002000,standard_air,贾奈特
IDN000037000,standard_air,查亚普拉
USAAP0245000,standard_air,三角洲交汇点
AUS000083000,standard_air,邓克岛
NOR000013000,standard_air,耶卢
USAAP0246000,standard_air,迪灵汗
USAAP0247000,standard_air,德芦斯
VNM000006000,standard_air,大叻
VUT000004000,standard_air,迪尔伦湾
MNG000003000,standard_air,达兰扎达嘎德
AUS000084000,standard_air,杜马德吉
IND000022000,standard_air,迪马布尔
FRA000040000,standard_air,迪纳尔
SDN000001000,standard_air,当果拉
FRA000041000,standard_air,多维尔
DOM000001000,standard_air,多米尼加岛
PHL000019000,standard_air,迪波洛格
AUSTASDPO000,standard_air,德文波特
GBRENGDER000,standard_air,德比
GLP000001000,standard_air,拉代西拉德
ETH000014000,standard_air,德希
PAK000007000,standard_air,德拉伊斯梅尔汗  
IDN000038000,standard_air,达塔达瓦伊
AGO000003000,standard_air,栋多
USAAP0248000,standard_air,杜波依斯
USAAP0249000,standard_air,荷兰港
USAAP0250000,standard_air,德弗尔斯莱克
RUS000DYR000,standard_air,阿纳德尔
COM000001000,standard_air,藻德济
USAAP0251000,standard_air,伊格尔
VUT000005000,standard_air,埃迈
MHL000003000,standard_air,KWAJELEIN ATOLL
SAU000005000,standard_air,内基兰
USAAP0252000,standard_air,卡尼
USAAP0253000,standard_air,文纳奇
USAAP0254000,standard_air,欧克莱尔
ITA000012000,standard_air,厄尔巴岛
SDN000002000,standard_air,埃奥贝德
COL000021000,standard_air,埃尔巴格莱
DNK000004000,standard_air,埃斯比约
FRA000042000,standard_air,圣艾蒂安
USAAP0255000,standard_air,埃德纳贝
AUS000085000,standard_air,爱德华里弗
USAAP0256000,standard_air,伊克
GRC000006000,standard_air,凯法利尼亚
FRA000043000,standard_air,贝尔热拉克
SLB000007000,standard_air,塞给
SDN000003000,standard_air,杰内纳
RUS000018000,standard_air,巴尔格勒
ISL000006000,standard_air,埃吉尔斯塔第尔
USAAP0257000,standard_air,伊格尔里弗
USAAP0258000,standard_air,伊杰吉克
USAAP0259000,standard_air,开普奈韦
COL000022000,standard_air,巴兰卡维梅哈
SAU000006000,standard_air,韦吉
MHL000004000,standard_air,米利
USA0NVEKO000,standard_air,埃尔科
AUS000086000,standard_air,埃尔科岛
USAAP0260000,standard_air,埃尔多拉多
PAN000008000,standard_air,埃尔雷亚尔
SDN000004000,standard_air,埃尔法舍尔
DZA000003000,standard_air,埃尔果累阿
BHS000007000,standard_air,北伊柳塞拉
USAAP0261000,standard_air,埃利姆
USAAP0262000,standard_air,艾尔迈拉
SAU000007000,standard_air,加希姆
DZA000004000,standard_air,埃尔韦德
USAAP0263000,standard_air,埃尔芬考夫
AUS000087000,standard_air,埃默拉尔德
DEU000020000,standard_air,埃姆登
USAAP0264000,standard_air,埃莫纳克
MRT000003000,standard_air,涅马
PNG000056000,standard_air,恩贝萨
USAAP0265000,standard_air,基奈
MHL000005000,standard_air,埃尼威托克岛
GBR000027000,standard_air,埃代岛
AUS000088000,standard_air,埃斯佩兰斯
DOM000002000,standard_air,波基普西
ARG000004000,standard_air,埃斯克尔
TUR000EZC000,standard_air,埃尔津詹
UKR000082000,standard_air,柏迪安斯克
USAAP0266000,standard_air,马歇尔
MEX000MLM000,standard_air,莫雷利亚
ESP000013000,standard_air,梅利拉
GRC000007000,standard_air,米洛斯
USAAP0267000,standard_air,迈尔斯城
USAAP0268000,standard_air,曼利温泉
JPN000066000,standard_air,女满别
JPN000067000,standard_air,南大东岛
AUS000089000,standard_air,芒特马格尼特
RUS000019000,standard_air,摩尔曼斯科
CPV0000MA000,standard_air,马尤岛
COL000023000,standard_air,蒙波斯
COD000012000,standard_air,莫安达
FJI000006000,standard_air,马纳
AUS000090000,standard_air,马宁里达
USAAP0269000,standard_air,明托
MMR000005000,standard_air,木淡棉
SLB000008000,standard_air,莫诺岛
CUB000018000,standard_air,莫阿
USA0ALMOB000,standard_air,莫比尔
BRA000051000,standard_air,蒙特斯 克拉劳斯
USAAP0270000,standard_air,莫德斯托
IDN000039000,standard_air,毛梅里
MMR000006000,standard_air,孟萨
COK000001000,standard_air,米蒂亚罗岛
NOR000034000,standard_air,莫尔德
MDG000009000,standard_air,穆龙达瓦
USA0NDMOT000,standard_air,迈诺特
USAAP0271000,standard_air,芒廷村
PYF000005000,standard_air,莫雷阿
NAM000003000,standard_air,姆巴查
UKR000006000,standard_air,马里乌波尔
RUS000020000,standard_air,马格尼托哥尔斯克
AUS000091000,standard_air,米尔迪拉
TUR000012000,standard_air,马丁
VCT000001000,standard_air,马斯蒂克
ETH000015000,standard_air,默克莱
LBY000005000,standard_air,米苏拉塔
VEN00000L000,standard_air,梅里达
KEN000003000,standard_air,马拉洛奇斯
PHL000020000,standard_air,马林杜克
USA0CAMRY000,standard_air,蒙特雷
AUS000092000,standard_air,莫里
CAN000013000,standard_air,马斯克拉特担姆
GBR000028000,standard_air,曼斯顿
JPN000068000,standard_air,三泽
USAAP0272000,standard_air,马斯尔肖尔斯
USA0MTMSO000,standard_air,米苏拉
TUR000013000,standard_air,穆斯
USAAP0273000,standard_air,马塞纳
AGO000004000,standard_air,纳米比
BRA000052000,standard_air,蒙特阿莱格里
ETH000016000,standard_air,米赞特费里
USAAP0274000,standard_air,马拉松
USAAP0275000,standard_air,梅特拉卡特拉
COL000024000,standard_air,蒙特里亚
MEX000015000,standard_air,米纳蒂特兰
VUT000006000,standard_air,莫塔拉瓦
SLB000009000,standard_air,蒙达
USAAP0276000,standard_air,卡姆也拉
EGY000006000,standard_air,马特鲁港
COK000002000,standard_air,毛凯岛
VEN000005000,standard_air,马图林
MYS000012000,standard_air,马鲁迪
DZA000005000,standard_air,穆阿斯凯尔
PAK000MUX000,standard_air,木尔坦
TZA000002000,standard_air,姆索马
GAB000007000,standard_air,弗朗斯维尔
CMR000005000,standard_air,马鲁阿
BRA000053000,standard_air,穆库里
PYF000006000,standard_air,马太瓦
USAAP0277000,standard_air,马萨葡萄园
USAAP0278000,standard_air,马里恩
SDN000005000,standard_air,麦罗维
VUT000007000,standard_air,迈沃
USAAP0279000,standard_air,摩塞斯莱克
PNG000057000,standard_air,MARAMUNI
NPL000010000,standard_air,山岳县
TZA0000MW000,standard_air,姆万扎
PNG000058000,standard_air,莫罗
PNG000059000,standard_air,明迪克
MEX000MXL000,standard_air,墨西卡利
WSM000001000,standard_air,毛塔
MDG000010000,standard_air,曼泰冉沃
MNG000004000,standard_air,莫龙
MNG000005000,standard_air,曼达勒戈壁
TUR000MUG000,standard_air,穆拉
AUS000093000,standard_air,摩拉雅
GAB000008000,standard_air,玛尤曼巴
VEN000006000,standard_air,马拉凯
KEN000004000,standard_air,马林迪
JPN000069000,standard_air,三安岛
BHS000008000,standard_air,马亚古纳
AUS000094000,standard_air,默里岛
USAAP0280000,standard_air,默特尔比奇
MMR000007000,standard_air,密支那
USAAP0281000,standard_air,梅克茹余克
TZA000003000,standard_air,马瓦拉
PNG000060000,standard_air,纳姆蒂
MLI0000MP000,standard_air,莫普提
COL000025000,standard_air,马尼萨莱斯
CUB000019000,standard_air,曼萨尼约
MEX000016000,standard_air,马萨特蓝
MYS000013000,standard_air,姆碌
DZA000006000,standard_air,曼兹拉
AUS000095000,standard_air,纳拉布里
IND000023000,standard_air,那格浦尔
THA000007000,standard_air,呵叻
GRL000001000,standard_air,图勒
TZA000004000,standard_air,纳科吉阿
PHL000021000,standard_air,吕宋岛
MRT000004000,standard_air,努瓦迪布
PNG000061000,standard_air,NAMUDI
MHL000006000,standard_air,纳莫克里岛
MAR000001000,standard_air,纳组尔
GBR000029000,standard_air,桑代
RUS000021000,standard_air,内尤格里
RUS000022000,standard_air,讷夫特约甘斯克
CMR000006000,standard_air,恩冈代雷
FJI000007000,standard_air,恩高岛
MYS0PGMAR000,standard_air,马兰
PYF000007000,standard_air,努库希瓦
USAAP0282000,standard_air,尼古拉
USAAP0283000,standard_air,纳乌吉蒂
PNG000062000,standard_air,南吉纳
COG000003000,standard_air,恩卡伊
MEX000017000,standard_air,新拉莱多
AUS000096000,standard_air,达恩利岛
USAAP0284000,standard_air,纳尔逊拉戈
NFK000001000,standard_air,诺福克岛
ZAF000NLP000,standard_air,内尔斯普雷特
UKR000084000,standard_air,尼克拉艾
UZB0000NG000,standard_air,纳曼干
USAAP0285000,standard_air,奈特缪特
SLB000010000,standard_air,圣安娜（岛）
USAAP0286000,standard_air,农多尔顿
RUS000023000,standard_air,纳里安马尔
THA000055000,standard_air,难
IDN000040000,standard_air,奴奴干城
CRI000002000,standard_air,诺萨拉比奇
IRL000006000,standard_air,康诺特
RUS000024000,standard_air,诺嘉宾斯克
MDG000011000,standard_air,努西贝（岛）
AGO000HUA000,standard_air,万博
RUS000025000,standard_air,新库兹涅茨克
NZL000012000,standard_air,纳皮尔-黑斯廷斯
ARG000NQN000,standard_air,内乌肯
AUS000097000,standard_air,纳兰德拉
DEU000021000,standard_air,诺德奈
SWE000008000,standard_air,诺尔雪平
GBR000030000,standard_air,北罗纳德赛（岛）
IRN000014000,standard_air,瑙沙赫尔
RUS000026000,standard_air,诺里尔斯克
THA000080000,standard_air,洛坤
AUS000098000,standard_air,诺曼顿
CPV000002000,standard_air,圣安唐
TON000001000,standard_air,纽阿托普塔普（岛）
AUS000099000,standard_air,纳姆布瓦尔
USAAP0287000,standard_air,诺伊克索特
USAAP0288000,standard_air,努拉托
USAAP0289000,standard_air,纽纳皮兹
VUT000008000,standard_air,诺索普
RUS000027000,standard_air,诺维乌仍果
COL000026000,standard_air,内瓦
NOR000035000,standard_air,纳尔维克
BRA000054000,standard_air,纳韦甘蒂斯
KEN000005000,standard_air,纳纽基
RUS000028000,standard_air,纳德姆
MMR000008000,standard_air,良乌
AUS000100000,standard_air,奥兰治
MEX000OAX000,standard_air,瓦哈卡
BRA000055000,standard_air,乌比杜斯
JPN000070000,standard_air,带广
USAAP0290000,standard_air,科伯克
ECU000004000,standard_air,科卡
JAM000001000,standard_air,奥桥里奥斯
MYS000014000,standard_air,伦塞里旦
USAAP0291000,standard_air,奥克港
JPN000071000,standard_air,与那国岛
USAAP0292000,standard_air,奥格登斯堡
DZA000OUA000,standard_air,瓦尔格拉
RUS000029000,standard_air,鄂霍次克
JPN000072000,standard_air,大岛
JPN000073000,standard_air,奥尻
JPN000074000,standard_air,冲永良部
JPN000075000,standard_air,奥基岛
AUS000101000,standard_air,约克岛
NAM000004000,standard_air,莫库蒂洛基
AUS000102000,standard_air,奥基
USAAP0293000,standard_air,沃尔夫波因特
VUT000009000,standard_air,奥尔波依
PRY000003000,standard_air,奥林波堡
AUS000103000,standard_air,奥林匹克旦姆
GAB000009000,standard_air,翁布埃
NAM000005000,standard_air,奥兰治蒙德
USAAP0294000,standard_air,诺姆
IRN000015000,standard_air,乌尔米耶
BIH000001000,standard_air,莫斯塔尔
ROU0000OR000,standard_air,奥拉迪亚
NAM000006000,standard_air,翁旦格瓦
AUS000104000,standard_air,莫宁顿
JPN000076000,standard_air,大馆能代
USAAP0295000,standard_air,托克苏克
AUS000105000,standard_air,库马
TUR000SIN000,standard_air,锡诺普
PNG000063000,standard_air,巴利莫
USA0MAORH000,standard_air,伍斯特
DZA000ORA000,standard_air,奥兰
USAAP0296000,standard_air,诺思韦
USAAP0297000,standard_air,诺尔维克
PAK000008000,standard_air,奥尔马拉
BRA000056000,standard_air,奥里希米纳
SWE000009000,standard_air,厄斯特松德
PNG000064000,standard_air,奥莫拉
USA0WIOSH000,standard_air,奥什科什
HRV000024000,standard_air,奥西耶克
SWE000010000,standard_air,奥斯卡斯哈门
RUS000030000,standard_air,奥尔斯克
NOR000036000,standard_air,纳姆索斯
PAN000009000,standard_air,康塔多拉
USAAP0298000,standard_air,北本德
USAAP0299000,standard_air,阿纳科特斯
COL000027000,standard_air,奥图
USAAP0300000,standard_air,科策布
BFA000003000,standard_air,瓦加杜古
MAR000002000,standard_air,乌杰达
COG000004000,standard_air,韦萨
MRT000005000,standard_air,祖埃拉特
GNB000002000,standard_air,比绍
USAAP0301000,standard_air,奥克斯纳德
GAB000010000,standard_air,奥耶姆
UGA000001000,standard_air,莫尤
BRA000057000,standard_air,奥亚波基
UKR000023000,standard_air,扎波罗热
MAR000003000,standard_air,瓦尔扎扎特
UGA000002000,standard_air,帕古巴
USAAP0302000,standard_air,帕迪尤卡
KHM0000PL000,standard_air,拜林
GRC000008000,standard_air,帕罗斯
IND000024000,standard_air,巴特那
HTI000002000,standard_air,和平港
MEX000018000,standard_air,波萨里卡-德伊达尔戈
MEX000PUE000,standard_air,普埃布拉
IND000025000,standard_air,波尔本德尔
COL000028000,standard_air,贝里奥港
VUT000010000,standard_air,帕玛
AUS000106000,standard_air,帕拉布尔杜
CRI000003000,standard_air,芬达依斯利塔
MMR000009000,standard_air,葡萄
ZAF000004000,standard_air,普莱藤贝格
USAAP0303000,standard_air,波特奇克里克
HND000002000,standard_air,帕拉西奥斯
PER000005000,standard_air,普卡尔帕
STP000000000,standard_air,普林西比
USAAP0304000,standard_air,佩得罗贝
PNG000065000,standard_air,平迪马
PRT000PDL000,standard_air,蓬塔德尔加达
URY000001000,standard_air,埃斯特角城
MEX000019000,standard_air,内格拉斯
USAAP0305000,standard_air,彭德尔顿
USAAP0306000,standard_air,佩利肯
COL000029000,standard_air,佩雷拉
PER000006000,standard_air,马尔多那多港
RUS000031000,standard_air,彼楚沙夫
BRA000058000,standard_air,佩洛塔斯
HND000003000,standard_air,伦皮拉港
HUN000001000,standard_air,佩里维尔
RUS000032000,standard_air,伯绍尔
BRA000059000,standard_air,帕苏丰杜
USAAP0307000,standard_air,帕纳马城
IRN000016000,standard_air,帕尔萨巴德
IDN000041000,standard_air,槟榔
USAAP0308000,standard_air,格雷厄姆港
USA0MSGLH000,standard_air,格林维尔
FRA000044000,standard_air,佩里格
AUS000107000,standard_air,黑德兰港
USAAP0309000,standard_air,汉普顿
NGA000007000,standard_air,哈尔科特港
USAAP0310000,standard_air,波因特霍普
THA000065000,standard_air,彭世洛
ZAF000005000,standard_air,帕拉博鲁瓦
USA0IDPIH000,standard_air,波卡特洛
BRA000060000,standard_air,帕林廷斯
USAAP0311000,standard_air,派勒特波因特
USAAP0312000,standard_air,皮尔
PER0000PI000,standard_air,皮乌拉
USAAP0313000,standard_air,波因特莱
SWE000011000,standard_air,巴佳拉
PAK000009000,standard_air,本杰古尔
CRI000004000,standard_air,吉梅内兹港
USAAP0314000,standard_air,纳帕斯杰克
USA0WVPKB000,standard_air,帕克斯堡
AUS000108000,standard_air,帕克斯
GRC000009000,standard_air,克里港
NPL000011000,standard_air,博克拉
IDN000042000,standard_air,北干巴鲁
RUS000PSK000,standard_air,普斯科夫
IDN000043000,standard_air,帕朗卡巴亚
LAO000001000,standard_air,巴色
BLZ000005000,standard_air,柏森斯亚半岛
USAAP0315000,standard_air,佩尔斯顿
AUS0SAPLO000,standard_air,林肯港
PAN000010000,standard_air,拉帕尔马
TCA000001000,standard_air,普罗维登夏莱斯
UKR000053000,standard_air,波尔塔瓦
IDN000044000,standard_air,帕卢
TZA000005000,standard_air,奔巴
CHL000004000,standard_air,蒙特港
USAAP0316000,standard_air,莫勒港
PNG000066000,standard_air,普马尼
NZL000PMR000,standard_air,北帕默斯顿
VEN000007000,standard_air,波尔拉马尔
BRA000061000,standard_air,帕尔马斯
ARG000005000,standard_air,马德林港
CRI000005000,standard_air,帕尔马尔
ESP000014000,standard_air,潘普洛纳
USAAP0317000,standard_air,庞卡城
BLZ000006000,standard_air,戈尔达角
ITA000013000,standard_air,潘泰莱里亚
PNG000067000,standard_air,波蓬德塔
COG000005000,standard_air,黑角
BRA000062000,standard_air,彼得罗利纳
BRA000063000,standard_air,阿雷格里港
GAB000011000,standard_air,让蒂尔港
MOZ000007000,standard_air,彭巴
DOM000003000,standard_air,普拉塔港
FIN000POR000,standard_air,波里
TTO000001000,standard_air,西班牙港
JAM000002000,standard_air,安东尼奥港
BRA000064000,standard_air,普鲁登特总统城
ASM000001000,standard_air,帕果帕果
COL000030000,standard_air,波帕扬
AUS000109000,standard_air,普罗瑟派恩
PYF000008000,standard_air,帕皮堤
USAAP0318000,standard_air,保护港
GBR000031000,standard_air,帕帕韦斯特雷
VNM000007000,standard_air,富国岛
USAAP0319000,standard_air,普雷斯克岛
AUS000110000,standard_air,麦夸里港
USAAP0320000,standard_air,派勒特斯泰特
USAAP0321000,standard_air,普雷斯科特
THA000008000,standard_air,帕府
SYC000002000,standard_air,普拉兰岛
SLB000011000,standard_air,伯拉西
USA0WAPSC000,standard_air,帕斯科
PRI000003000,standard_air,蓬塞
USAAP0322000,standard_air,彼得斯堡
PAK000010000,standard_air,伯斯尼
COL000031000,standard_air,帕斯托
ARG000PSS000,standard_air,波萨达斯
IDN000045000,standard_air,普图西包
BOL000005000,standard_air,苏亚雷斯港
USAAP0323000,standard_air,阿尔斯沃特港
ZAF000006000,standard_air,波罗克瓦内
USAAP0324000,standard_air,海登港
JAM000POR000,standard_air,波特兰
