code,description,country,state,city,district,abbreviation
MNG000006000,,Mongolia,,Bulgan　 ,,
UZB000003000,,Uzbekistan,,Urgench ,,
COL000038000,,Colombia,,Quibdo ,,
VNM000010000,,Vietnam,,Qui Nhon ,,
RUS000038000,,Russian Federation,,Ust Ilimsk ,,
USAAP0398000,,United States of America (USA),,Quincy ,,
MHL000007000,,Marshall islands,,Jaluit Island ,,
MHL000008000,,Marshall islands,,Ujae Island ,,
KEN000007000,,Kenya,,Ukunda ,,
KAZ000006000,,Kazakhstan,,Ust Kamenogorsk　 ,,
PNG000085000,,Papua New Guinea,,Nuku　 ,,
VUT000018000,,Vanuatu,,Ulei ,,
MNG000007000,,Mongolia,,Ulgit ,,
MNG000008000,,Mongolia,,Ulaangom ,,
AUS000121000,,Australia,,Quilpie ,,
MNG000009000,,Mongolia,,Uliastai ,,
SWE000018000,,Sweden,,Umea ,,
USAAP0399000,,United States of America (USA),,Umiat ,,
BRA000081000,,Brazil,,Una ,,
PNG000086000,,Papua New Guinea,,Kiunga ,,
VCT000003000,,St. Vincent & the Grenadines,,Union Island ,,
USAAP0400000,,United States of America (USA),,Unalakleet ,,
THA000109000,,Thailand,,Ranong　 ,,
MNG000010000,,Mongolia,,Underkhaan ,,
IDN000058000,,Indonesia,,Ujung Pandang　 ,,
MEX000027000,,Mexico,,Uruapan ,,
BRA000082000,,Brazil,,Uruguaiana ,,
RUS000039000,,Russian Federation,,Uraj　 ,,
SAU000013000,,Saudi Arabia,,Gurayat ,,
RUS000040000,,Russian Federation,,Usinsk　 ,,
PHL000029000,,The Philippines,,Busuanga ,,
MHL000009000,,Marshall islands,,Utirik Island ,,
USAAP0401000,,United States of America (USA),,Utopia Creek ,,
THA000110000,,Thailand,,Utapao ,,
MNG000011000,,Mongolia,,Baruun Urt ,,
NCL000004000,,New Caledonia,,Ouvea ,,
EGY000007000,,Egypt,,Kharga ,,
PNG000087000,,Papua New Guinea,,Uvol ,,
SDN000007000,,Sudan,,Nyala　 ,,
BRA000083000,,Brazil,,Varginha　 ,,
PNG000088000,,Papua New Guinea,,Vanimo　 ,,
USAAP0402000,,United States of America (USA),,Chevak　 ,,
SLB000016000,,Solomon Islands,,Suavanao ,,
NOR000048000,,Norway,,Vardoe ,,
SWE000019000,,Sweden,,Visby ,,
NOR000049000,,Norway,,Fagernes ,,
BRA000084000,,Brazil,,Vitoria Da Conquista ,,
ESP000017000,,Spain,,Valverde ,,
NOR000050000,,Norway,,Vadso ,,
USAAP0403000,,United States of America (USA),,Valdez ,,
USAAP0404000,,United States of America (USA),,Venetie ,,
DNK000008000,,Denmark,,Vejle ,,
USAAP0405000,,United States of America (USA),,Vernal ,,
ZWE000002000,,Zimbabwe,,Victoria Falls ,,
AGO000007000,,Angola,,Saurimo ,,
SWE000020000,,Sweden,,Vilhelmina ,,
VEN000014000,,Venezuela,,El Vigia ,,
VNM000011000,,Vietnam,,Vinh City ,,
VGB000001000,,British Virgin Islands,,Virgin Gorda ,,
MAR000004000,,Morocco,,Dakhla ,,
USAAP0406000,,United States of America (USA),,Visalia ,,
ESP000018000,,Spain,,Vitoria ,,
PNG000089000,,Papua New Guinea,,Vivigani ,,
VNM000012000,,Vietnam,,Rach Gia ,,
RUS000041000,,Russian Federation,,Vorkuta ,,
USAAP0407000,,United States of America (USA),,Valdosta ,,
RUS000042000,,Russian Federation,,Volgodonsk ,,
VEN000015000,,Venezuela,,Valencia ,,
VUT000019000,,Vanuatu,,Valesdir ,,
VEN000016000,,Venezuela,,Valera ,,
ARG000010000,,Argentina,,Villa Mercedes ,,
PRY000004000,,Paraguay,,Vallemi ,,
PNG000090000,,Papua New Guinea,,Baimuru ,,
MOZ000010000,,Mozambique,,Vilanculos ,,
AGO000008000,,Angola,,Ongiva ,,
ISL000010000,,Iceland,,Vopnafjordur ,,
USAAP0408000,,United States of America (USA),,Valpraiso ,,
CUB000021000,,Cuba,,Varadero ,,
PHL000030000,,The Philippines,,Virac ,,
FIN000009000,,Finland,,Varkaus ,,
PRT000010000,,Portugal,,Vila Real ,,
NOR000051000,,Norway,,Vaeroy ,,
UKR000086000,,Ukraine,,Lugansk ,,
IND000033000,,India,,Vishakhapatnam ,,
COL000039000,,Colombia,,Valledupar ,,
COL000040000,,Colombia,,Villavicencio ,,
MOZ000011000,,Mozambique,,Lichinga ,,
SWE000021000,,Sweden,,Vaxjo ,,
SAU000014000,,Saudi Arabia,,Wadi Ad Dawasir ,,
NZL000015000,,New Zealand,,Wanganui ,,
MDG000016000,,Madagascar,,Antsohihy ,,
MDG000017000,,Madagascar,,Ambatondrazaka ,,
MDG000018000,,Madagascar,,Antsalova ,,
USAAP0409000,,United States of America (USA),,Stebbins ,,
USAAP0410000,,United States of America (USA),,Beaver ,,
USAAP0411000,,United States of America (USA),,Enid ,,
PNG000091000,,Papua New Guinea,,Wedau ,,
AUS000122000,,Australia,,Weipa ,,
AUS000123000,,Australia,,Wagga Wagga ,,
AUS000124000,,Australia,,Walgett ,,
IDN000059000,,Indonesia,,Waingapu ,,
SDN000008000,,Sudan,,Wadi Halfa ,,
GBR000037000,,Great Britain (United Kingdom; England),,Wick ,,
AUS000125000,,Australia,,Winton ,,
MHL000010000,,Marshall islands,,Woja ,,
NZL000016000,,New Zealand,,Whakatane ,,
JPN000089000,,Japan,,Wakkanai ,,
USAAP0412000,,United States of America (USA),,Aleknagik ,,
VUT000020000,,Vanuatu,,Walaha ,,
USAAP0413000,,United States of America (USA),,Selawik ,,
USAAP0414000,,United States of America (USA),,Meyers Chuck ,,
MDG000019000,,Madagascar,,Maroantsetra ,,
MDG000020000,,Madagascar,,Mananara ,,
CAN000016000,,Canada,,Wunnummin Lake ,,
PHL000031000,,The Philippines,,Naga ,,
AUS000126000,,Australia,,Windorah ,,
USAAP0415000,,United States of America (USA),,Wrangell ,,
USAAP0416000,,United States of America (USA),,Worland ,,
GBR000038000,,Great Britain (United Kingdom; England),,Westray ,,
USAAP0417000,,United States of America (USA),,South Naknek ,,
USAAP0418000,,United States of America (USA),,Westerly ,,
PNG000092000,,Papua New Guinea,,Wasu ,,
USAAP0419000,,United States of America (USA),,Westsound ,,
NZL000017000,,New Zealand,,Westport ,,
MDG000021000,,Madagascar,,Tambohorano ,,
MHL000011000,,Marshall islands,,Wotje Island ,,
USAAP0420000,,United States of America (USA),,Tuntutuliak ,,
MHL000012000,,Marshall islands,,Wotho Island ,,
MDG000022000,,Madagascar,,Tsiroanomandidy ,,
PNG000093000,,Papua New Guinea,,Wau ,,
AUS000127000,,Australia,,Wiluna ,,
SDN000009000,,Sudan,,Wau ,,
NAM000008000,,Namibia,,Walvis Bay ,,
MDG000023000,,Madagascar,,Manakara ,,
DEU000025000,,Germany,,Wilhelmshaven ,,
PNG000094000,,Papua New Guinea,,Wewak ,,
USAAP0421000,,United States of America (USA),,Whale Pass ,,
USAAP0422000,,United States of America (USA),,Newtok ,,
USAAP0423000,,United States of America (USA),,West Yellowstone ,,
BRA000085000,,Brazil,,Chapeco ,,
CAN000017000,,Canada,,Bearskin Lake ,,
IRN000025000,,Iran,,Birjand ,,
PNG000095000,,Papua New Guinea,,Biniguni ,,
CAN000018000,,Canada,,Kangiqsualujjuaq ,,
GRL000013000,,Greenland,,Ilimanaq Harbour ,,
CAN000019000,,Canada,,Kasabonika ,,
CAN000020000,,Canada,,Lac Brochet ,,
PYF000017000,,French polynesia,,Manihi ,,
CAN000021000,,Canada,,Pukatawagan ,,
CRI000008000,,Costa Rica,,Quepos ,,
CAN000022000,,Canada,,Qualicum ,,
ESP000019000,,Spain,,Jerez De La Frontera ,,
TCA000003000,,Turks & Caicos Islands,,South Caicos ,,
CAN000023000,,Canada,,South Indian Lake ,,
AUS000128000,,Australia,,Thargomindah ,,
CAN000024000,,Canada,,Tadoule Lake ,,
SLB000017000,,Solomon Islands,,Yandina ,,
CAN000025000,,Canada,,Tofino ,,
CAN000026000,,Canada,,Campbell River ,,
CAN000027000,,Canada,,Chesterfield Inlet ,,
CAN000028000,,Canada,,Clyde River ,,
CAN000029000,,Canada,,Dawson City ,,
CAN000030000,,Canada,,Deer Lake ,,
CAN000031000,,Canada,,Dauphin ,,
CAN000032000,,Canada,,Nain ,,
CAN000033000,,Canada,,Dawson Creek ,,
CAN000034000,,Canada,,Desolation Sound ,,
KOR000005000,,South Korea,,Yecheon ,,
CAN000035000,,Canada,,Arviat ,,
CAN000036000,,Canada,,Fort Severn ,,
CAN000037000,,Canada,,Inuvik ,,
CAN000038000,,Canada,,Fort Albany ,,
CAN000039000,,Canada,,Fort Hope ,,
CAN000040000,,Canada,,Flin Flon ,,
CAN000041000,,Canada,,Fort Simpson ,,
CAN000042000,,Canada,,Fox Harbour ,,
CAN000043000,,Canada,,Gillies Bay ,,
CAN000044000,,Canada,,Ganges Harbour ,,
CAN000045000,,Canada,,Fort Good Hope ,,
JPN000090000,,Japan,,Yonago ,,
CAN000046000,,Canada,,La Grande ,,
CAN000047000,,Canada,,Greenway Sound ,,
CAN000048000,,Canada,,Gods Narrows ,,
CAN000049000,,Canada,,Iles De La Madele ,,
CAN000050000,,Canada,,Igloolik ,,
CAN000051000,,Canada,,Gillam ,,
CAN000052000,,Canada,,Grise Fiord ,,
CAN000053000,,Canada,,Port Hope Simpson ,,
CAN000054000,,Canada,,Dryden ,,
CAN000055000,,Canada,,Holman ,,
CAN000056000,,Canada,,Gjoa Haven ,,
CAN000057000,,Canada,,Hopedale ,,
CAN000058000,,Canada,,Poplar Hill ,,
CAN000059000,,Canada,,Chevery ,,
CAN000060000,,Canada,,Hay River ,,
CAN000061000,,Canada,,Pakuashipi ,,
CAN000062000,,Canada,,Ivujivik ,,
CAN000063000,,Canada,,Pond Inlet ,,
CAN000064000,,Canada,,Island Lk Garden Hill ,,
CAN000065000,,Canada,,Stephenville ,,
CAN000066000,,Canada,,Kangirsuk ,,
CAN000067000,,Canada,,Schefferville ,,
USAAP0424000,,United States of America (USA),,Yakima ,,
CAN000068000,,Canada,,Waskaganish ,,
CAN000069000,,Canada,,Klemtu ,,
CAN000070000,,Canada,,Chisasibi ,,
CAN000071000,,Canada,,Kimmirut Lake Harbour ,,
CAN000072000,,Canada,,Wha Ti Lac La Martre ,,
CAN000073000,,Canada,,Lansdowne House ,,
CAN000074000,,Canada,,Lloydminster ,,
CAN000075000,,Canada,,Langley ,,
CAN000076000,,Canada,,Fort Mcmurray ,,
CAN000077000,,Canada,,Makkovik ,,
CAN000078000,,Canada,,Moosonee ,,
CAN000079000,,Canada,,Port Mcneil ,,
CAN000080000,,Canada,,Chibougamau ,,
CAN000081000,,Canada,,Natashquan ,,
CAN000082000,,Canada,,Wemindji ,,
CAN000083000,,Canada,,Norway House ,,
USAAP0425000,,United States of America (USA),,Youngstown Warren ,,
CAN000084000,,Canada,,Points North Land ,,
CAN000085000,,Canada,,North Spirit Lake ,,
CAN000086000,,Canada,,Nemiscau ,,
CAN000087000,,Canada,,Old Crow ,,
CAN000088000,,Canada,,Ogoki ,,
CAN000089000,,Canada,,Oxford House ,,
CAN000090000,,Canada,,High Level ,,
CAN000091000,,Canada,,Rainbow Lake ,,
CAN000092000,,Canada,,Prince Albert ,,
CAN000093000,,Canada,,Port Alberni ,,
CAN000094000,,Canada,,Paulatuk ,,
CAN000095000,,Canada,,Peace River ,,
CAN000096000,,Canada,,Inukjuak ,,
CAN000097000,,Canada,,Aupaluk ,,
CAN000098000,,Canada,,Pickle Lake ,,
CAN000099000,,Canada,,Pikangikum ,,
CAN000100000,,Canada,,Peawanuck ,,
CAN000101000,,Canada,,Prince Rupert ,,
CAN000102000,,Canada,,Pender Harbour ,,
CAN000103000,,Canada,,Powell River ,,
CAN000104000,,Canada,,Povungnituk ,,
CAN000105000,,Canada,,Fort Chipewyan ,,
CAN000106000,,Canada,,Quaqtaq ,,
CAN000107000,,Canada,,The Pas ,,
CAN000108000,,Canada,,Yarmouth ,,
CAN000109000,,Canada,,Kenora ,,
CAN000110000,,Canada,,Lethbridge ,,
CAN000111000,,Canada,,Nakina ,,
CAN000112000,,Canada,,Comox ,,
CAN000113000,,Canada,,Grande Prairie ,,
CAN000114000,,Canada,,Gander ,,
CAN000115000,,Canada,,Quesnel ,,
CAN000116000,,Canada,,Resolute ,,
CAN000117000,,Canada,,Cartwright ,,
CAN000118000,,Canada,,Rigolet ,,
CAN000119000,,Canada,,Roberval ,,
CAN000120000,,Canada,,Red Lake ,,
CAN000121000,,Canada,,Stuart Island ,,
CAN000122000,,Canada,,Rankin Inlet ,,
CAN000123000,,Canada,,Stony Rapids ,,
CAN000124000,,Canada,,Lutselke Snowdrift ,,
CAN000125000,,Canada,,Sanikiluaq ,,
CAN000126000,,Canada,,Saint Leonard ,,
CAN000127000,,Canada,,Postville ,,
CAN000128000,,Canada,,Sainte Therese Point ,,
CAN000129000,,Canada,,Sachs Harbour ,,
CAN000130000,,Canada,,Cape Dorset ,,
CAN000131000,,Canada,,Sullivan Bay ,,
CAN000132000,,Canada,,Thompson ,,
CAN000133000,,Canada,,Big Trout ,,
CAN000134000,,Canada,,Mont Tremblant ,,
CAN000135000,,Canada,,Tasiujuaq ,,
CAN000136000,,Canada,,Timmins ,,
CAN000137000,,Canada,,Tuktoyaktuk ,,
CAN000138000,,Canada,,Umiujaq ,,
USAAP0426000,,United States of America (USA),,Yuma ,,
CAN000139000,,Canada,,Repulse Bay ,,
CAN000140000,,Canada,,Hall Beach ,,
COM000002000,,The Comoros,,Moroni ,,
CAN000141000,,Canada,,La Ronge ,,
PNG000096000,,Papua New Guinea,,Yeva ,,
CAN000142000,,Canada,,Broughton Island ,,
CAN000143000,,Canada,,Kuujjuaq ,,
CAN000144000,,Canada,,Norman Wells ,,
CAN000145000,,Canada,,Kangiqsujuaq ,,
CAN000146000,,Canada,,Deline ,,
CAN000147000,,Canada,,Wabush ,,
CAN000148000,,Canada,,Williams Lake ,,
CAN000149000,,Canada,,Williams Harbour ,,
CAN000150000,,Canada,,Webequie ,,
CAN000151000,,Canada,,Cranbrook ,,
CAN000152000,,Canada,,Medicine Hat ,,
CAN000153000,,Canada,,Sioux Lookout ,,
CAN000154000,,Canada,,Whale Cove ,,
CAN000155000,,Canada,,Pangnirtung ,,
CAN000156000,,Canada,,Prince George ,,
CAN000157000,,Canada,,Terrace ,,
CAN000158000,,Canada,,Abbotsford ,,
CAN000159000,,Canada,,North Bay ,,
CAN000160000,,Canada,,Smithers ,,
CAN000161000,,Canada,,Fort Nelson ,,
CAN000162000,,Canada,,Penticton ,,
CAN000163000,,Canada,,Taloyoak ,,
CAN000164000,,Canada,,Lynn Lake ,,
CAN000165000,,Canada,,Goose Bay ,,
CAN000166000,,Canada,,Kapuskasing ,,
CAN000167000,,Canada,,Mont Joli ,,
CAN000168000,,Canada,,Sandspit ,,
CAN000169000,,Canada,,Sarnia ,,
CAN000170000,,Canada,,Coral Harbour ,,
CAN000171000,,Canada,,Port Hardy ,,
CAN000172000,,Canada,,Sept Iles ,,
IRN000026000,,Iran,,Zahedan ,,
CHL000006000,,Chile,,Valdivia ,,
PHL000032000,,The Philippines,,Zamboanga ,,
CAN000173000,,Canada,,Bathurst ,,
IRN000027000,,Iran,,Chah Bahar ,,
CHL000007000,,Chile,,Temuco ,,
CAN000174000,,Canada,,Bella Bella ,,
CAN000175000,,Canada,,East Main ,,
CAN000176000,,Canada,,Fond Du Lac ,,
CAN000177000,,Canada,,Tulita Fort Norman ,,
CAN000178000,,Canada,,Gods River ,,
CAN000179000,,Canada,,Gethsemani ,,
VUT000021000,,Vanuatu,,Gaua ,,
CAN000180000,,Canada,,Swan River ,,
ZMB000001000,,Zambia,,Kasaba Bay ,,
CAN000181000,,Canada,,Kaschechewan ,,
CAN000182000,,Canada,,Kegaska ,,
MEX000028000,,Mexico,,Manzanillo ,,
CAN000183000,,Canada,,Masset ,,
AUS000129000,,Australia,,Newman ,,
CHL000008000,,Chile,,Osorno ,,
CAN000184000,,Canada,,Sachigo Lake ,,
CAN000185000,,Canada,,Round Lake ,,
BRA000086000,,Brazil,,San Salvador ,,
REU000001000,,Réunion,,Saint Pierre Reunion ,,
CAN000186000,,Canada,,Sandy Lake ,,
CAN000187000,,Canada,,Tete A La Baleine ,,
GRC000013000,,Greece,,Zakinthos Island ,,
CAN000188000,,Canada,,Shamattawa ,,
CAN000189000,,Canada,,Churchill Falls ,,
CAN000190000,,Canada,,Wollaston Lake ,,
BGD000004000,,Bangladesh,,Sylhet ,,
MWI000003000,,Malawi,,Mzuzu ,,
AUS000130000,,Australia,,Arrabury ,,
EGY000008000,,Egypt,,Al Arish ,,
USAAP0427000,,United States of America (USA),,Apalachicola ,,
BRA000087000,,Brazil,,Arapoti ,,
BRA000088000,,Brazil,,Arraias ,,
SUR000001000,,Suriname,,Awaradam ,,
KIR000004000,,Kiribati,,Aranuka ,,
VEN000017000,,Venezuela,,Anaco ,,
RUS000043000,,Russian Federation,,Anapa ,,
IDN000060000,,Indonesia,,Apalapsili ,,
WSM000002000,,Samoa,,Asau ,,
PHL000033000,,The Philippines,,Arar ,,
BRA000089000,,Brazil,,Araxa ,,
YEM000005000,,Yemen,,Al Ghaydah ,,
GBR000039000,,Great Britain (United Kingdom; England),,Abingdon ,,
ESP000020000,,Spain,,Albacete ,,
IRN000028000,,Iran,,Abadan ,,
KIR000005000,,Kiribati,,Abaiang ,,
AUS000131000,,Australia,,Alpha ,,
ETH000019000,,Ethiopia,,Kabri Dar ,,
USAAP0428000,,United States of America (USA),,Ambler ,,
AUS000132000,,Australia,,Bamaga ,,
SUR000002000,,Suriname,,Albina ,,
PNG000097000,,Papua New Guinea,,Atkamba ,,
EGY000009000,,Egypt,,Abu Simbel ,,
SAU000015000,,Saudi Arabia,,Al Baha ,,
IDN000061000,,Indonesia,,Atambua ,,
PNG000098000,,Papua New Guinea,,Abau ,,
GBR000040000,,Great Britain (United Kingdom; England),,Alderney ,,
USAAP0429000,,United States of America (USA),,Nantucket ,,
COL000041000,,Colombia,,Aguaclara ,,
COL000042000,,Colombia,,Arica ,,
IRN000029000,,Iran,,Sahand ,,
COL000043000,,Colombia,,Araracuara ,,
RUS000044000,,Russian Federation,,Achinsk ,,
USAAP0430000,,United States of America (USA),,Waco ,,
PAN000012000,,Panama,,Achutupo ,,
USAAP0431000,,United States of America (USA),,Arcata ,,
PNG000099000,,Papua New Guinea,,Andakombe ,,
USAAP0432000,,United States of America (USA),,Adrian ,,
RUS000045000,,Russian Federation,,Aldan　 ,,
NAM000009000,,Namibia,,Arandis ,,
USAAP0433000,,United States of America (USA),,Adak Island ,,
USAAP0434000,,United States of America (USA),,Ardmore ,,
COL000044000,,Colombia,,Andes ,,
AUS000133000,,Australia,,Andamooka ,,
LKA000001000,,Sri Lanka,,Ampara ,,
USAAP0435000,,United States of America (USA),,Kodiak ,,
USAAP0436000,,United States of America (USA),,Andrews ,,
USAAP0437000,,United States of America (USA),,Ada ,,
IRN000030000,,Iran,,Ardabil ,,
GBR000041000,,Great Britain (United Kingdom; England),,Andover ,,
ZAF000010000,,South Africa,,Alldays ,,
COL000045000,,Colombia,,San Andres Island ,,
KIR000006000,,Kiribati,,Abemama Atoll ,,
IDN000062000,,Indonesia,,Aek Godang ,,
TCD000003000,,Chad,,Abeche ,,
PNG000100000,,Papua New Guinea,,Aseki ,,
USAAP0438000,,United States of America (USA),,Albert Lea ,,
MRT000008000,,Mauritania,,Aioun El Atrouss ,,
NOR000052000,,Norway,,Aalesund ,,
USAAP0439000,,United States of America (USA),,Allakaket ,,
IRN000031000,,Iran,,Abu Musa ,,
ISL000011000,,Iceland,,Akureyri ,,
COL000046000,,Colombia,,Amalfi ,,
BRA000090000,,Brazil,,Alta Floresta ,,
USAAP0440000,,United States of America (USA),,Afton ,,
PNG000101000,,Papua New Guinea,,Afore ,,
SLB000018000,,Solomon Islands,,Afutara ,,
DEU000026000,,Germany,,Wangerooge ,,
FRA000046000,,France,,Agen ,,
PNG000102000,,Papua New Guinea,,Angoram ,,
SWE000022000,,Sweden,,Angelholm/Helsingbrg Heliport ,,
JPN000091000,,Japan,,Aguni ,,
PNG000103000,,Papua New Guinea,,Wanigela ,,
USAAP0441000,,United States of America (USA),,Angoon ,,
GRC000014000,,Greece,,Agrinion ,,
IND000034000,,India,,Agra ,,
PRY000005000,,Paraguay,,Ciudad Del Este ,,
MEX000029000,,Mexico,,Aguascalientes ,,
VEN000018000,,Venezuela,,Acarigua ,,
AUS000134000,,Australia,,Agnew ,,
IND000035000,,India,,Agatti Island ,,
AUS000135000,,Australia,,Argyle ,,
ZAF000011000,,South Africa,,Aggeneys ,,
PYF000018000,,French polynesia,,Ahe ,,
USAAP0442000,,United States of America (USA),,Arapahoe ,,
USAAP0443000,,United States of America (USA),,Amery ,,
IDN000063000,,Indonesia,,Amahai ,,
HND000007000,,Honduras,,Ahuas ,,
USAAP0444000,,United States of America (USA),,Amchitka ,,
MAR000005000,,Morocco,,Al Hoceima ,,
MDG000024000,,Madagascar,,Ambatolahy ,,
FRA000047000,,France,,Alpe D Huez ,,
USAAP0445000,,United States of America (USA),,Alliance ,,
MHL000013000,,Marshall islands,,Airok ,,
PNG000104000,,Papua New Guinea,,Aiome ,,
BRA000091000,,Brazil,,Assis ,,
PNG000105000,,Papua New Guinea,,Aiambak ,,
DJI000001000,,Djibouti,,Ali Sabieh ,,
USAAP0446000,,United States of America (USA),,Aiken ,,
PAN000013000,,Panama,,Ailigandi ,,
MHL000014000,,Marshall islands,,Ailuk Island ,,
USAAP0447000,,United States of America (USA),,Wainwright ,,
MHL000015000,,Marshall islands,,Ailinglapalap Island ,,
BRA000092000,,Brazil,,Aripuana ,,
KIR000007000,,Kiribati,,Arorae Island ,,
COK000005000,,Cook Islands,,Aitutaki ,,
USAAP0448000,,United States of America (USA),,Escanaba ,,
USAAP0449000,,United States of America (USA),,Eastsound ,,
MAR000006000,,Morocco,,Essaouira ,,
TON000002000,,Tonga,,Eua ,,
MAR000007000,,Morocco,,Aioun El Atrouss ,,
NLD000008000,,Netherlands,,Saint Eustatius ,,
NOR000053000,,Norway,,Harstad Narvik ,,
SWE000023000,,Sweden,,Sveg ,,
USAAP0450000,,United States of America (USA),,New Bedford ,,
USAAP0451000,,United States of America (USA),,New Bern ,,
USAAP0452000,,United States of America (USA),,Excursion Inlet ,,
COL000047000,,Colombia,,El Yopal ,,
TUR000014000,,Turkey,,Elazig ,,
PRI000004000,,Puerto Rico,,Fajardo ,,
USAAP0453000,,United States of America (USA),,Fresno ,,
PYF000019000,,French polynesia,,Fakarava ,,
USAAP0454000,,United States of America (USA),,Kalispell ,,
NOR000054000,,Norway,,Forde ,,
BRA000093000,,Brazil,,Fernando De Noron ,,
USAAP0455000,,United States of America (USA),,Fort Huachuca ,,
GBR000042000,,Great Britain (United Kingdom; England),,Fair Isle ,,
PNG000106000,,Papua New Guinea,,Finschhafen ,,
AUS000136000,,Australia,,Fitzroy Crossing ,,
USAAP0456000,,United States of America (USA),,Franklin ,,
COL000048000,,Colombia,,Florencia ,,
BRA000094000,,Brazil,,Florianopolis ,,
USAAP0457000,,United States of America (USA),,Florence ,,
PRT000011000,,Portugal,,Flores Island ,,
USAAP0458000,,United States of America (USA),,Farmington ,,
DEU000027000,,Germany,,Neubrandenburg ,,
FRA000048000,,France,,Nimes ,,
USAAP0459000,,United States of America (USA),,Fort Dodge ,,
BRA000095000,,Brazil,,Fortaleza ,,
BRA000096000,,Brazil,,Franca ,,
USAAP0460000,,United States of America (USA),,Friday Harbor ,,
SLB000019000,,Solomon Islands,,Fera Island ,,
ITA000018000,,Italy,,Forli ,,
NOR000055000,,Norway,,Floro ,,
GTM000001000,,Guatemala,,Flores ,,
BWA000004000,,Botswana,,Francistown ,,
FRA000049000,,France,,Figari ,,
VUT000022000,,Vanuatu,,Futuna Island ,,
ARG000011000,,Argentina,,El Calafate ,,
MDG000025000,,Madagascar,,Fort Dauphin ,,
ESP000021000,,Spain,,Fuerteventura ,,
JPN000092000,,Japan,,Fukue ,,
WLF000001000,,Wallis and Futuna,,Futuna Island ,,
USAAP0461000,,United States of America (USA),,Fort Yukon ,,
USAAP0462000,,United States of America (USA),,Galena ,,
USAAP0463000,,United States of America (USA),,Gambell ,,
PNG000107000,,Papua New Guinea,,Garaina ,,
IND000036000,,India,,Guwahati ,,
GAB000012000,,Gabon,,Gamba ,,
VUT000023000,,Vanuatu,,Big Bay ,,
USAAP0464000,,United States of America (USA),,Great Bend ,,
GLP000004000,,Guadeloupe,,Marie Galante ,,
IRN000032000,,Iran,,Gorgan ,,
USAAP0465000,,United States of America (USA),,Gillete ,,
USAAP0466000,,United States of America (USA),,Garden City ,,
CYM000001000,,Cayman Islands,,Grand Cayman Island ,,
USAAP0467000,,United States of America (USA),,Grand Canyon ,,
ETH000020000,,Ethiopia,,Gode Iddidole ,,
ETH000021000,,Ethiopia,,Gondar ,,
TCA000004000,,Turks & Caicos Islands,,Grand Turk Is ,,
USAAP0468000,,United States of America (USA),,Glendive ,,
RUS000046000,,Russian Federation,,Gelendzik ,,
BRA000097000,,Brazil,,Santo Angelo ,,
CUB000022000,,Cuba,,Nueva Gerona ,,
AUS000137000,,Australia,,Geraldton ,,
SWE000024000,,Sweden,,Gallivare ,,
PNG000108000,,Papua New Guinea,,Gewoia ,,
AUS000138000,,Australia,,Griffith ,,
AUS000139000,,Australia,,Grafton ,,
GUY000003000,,Guyana,,Bartica ,,
USAAP0469000,,United States of America (USA),,Longview ,,
BHS000015000,,The Bahamas,,Georgetown ,,
DZA000011000,,Algeria,,Ghardaia ,,
BHS000016000,,The Bahamas,,Governors Harbor ,,
PAN000014000,,Panama,,Garachine ,,
LBY000008000,,Libya,,Ghat ,,
AUS000140000,,Australia,,Boigu Island ,,
PAK000017000,,Pakistan,,Gilgit ,,
SAU000016000,,Saudi Arabia,,Jazan ,,
HND000008000,,Honduras,,Guanaja ,,
DZA000012000,,Algeria,,Jijel ,,
PNG000109000,,Papua New Guinea,,Goroka ,,
CRI000009000,,Costa Rica,,Golfito ,,
AUS000141000,,Australia,,Glen Innes ,,
SOM000008000,,Somalia,,Galcaio ,,
AUS000142000,,Australia,,Gladstone ,,
USAAP0470000,,United States of America (USA),,Golovin ,,
ETH000022000,,Ethiopia,,Gambela ,,
PYF000020000,,French polynesia,,Gambier Is ,,
GRD000001000,,Grenada,,Grenada ,,
USAAP0471000,,United States of America (USA),,Goodnews Bay ,,
USAAP0472000,,United States of America (USA),,Gainesville ,,
ETH000023000,,Ethiopia,,Goba ,,
PNG000110000,,Papua New Guinea,,Gonalia ,,
GRL000014000,,Greenland,,Nuuk ,,
USAAP0473000,,United States of America (USA),,Groton ,,
ETH000024000,,Ethiopia,,Gore ,,
CMR000007000,,Cameroon,,Garoua ,,
AUS000143000,,Australia,,Gove ,,
USAAP0474000,,United States of America (USA),,Gulfport ,,
USAAP0475000,,United States of America (USA),,Grand Rapids ,,
PNG000111000,,Papua New Guinea,,Garasa ,,
PRT000012000,,Portugal,,Graciosa Island ,,
ISL000012000,,Iceland,,Grimsey ,,
USAAP0476000,,United States of America (USA),,Gustavus ,,
AUS000144000,,Australia,,Groote Eylandt ,,
USAAP0477000,,United States of America (USA),,Great Falls ,,
MEX000030000,,Mexico,,Guerrero Negro ,,
VEN000019000,,Venezuela,,Guiria ,,
USAAP0478000,,United States of America (USA),,Gallup ,,
VEN000020000,,Venezuela,,Guanare ,,
PNG000112000,,Papua New Guinea,,Alotau ,,
PNG000113000,,Papua New Guinea,,Green River ,,
BRA000098000,,Brazil,,Governador Valadares ,,
PAK000018000,,Pakistan,,Gwadar ,,
DEU000028000,,Germany,,Westerland ,,
YEM000006000,,Yemen,,Seiyun ,,
BOL000008000,,Bolivia,,Guayaramerin ,,
