code,description,country,state,city,district,abbreviation
IND000058000,,India,,Ratnagiri ,,
CAN000199000,,Canada,,Revelstoke ,,
FRA000061000,,France,,Royan ,,
ZAF000017000,,South Africa,,Sabie ,,
AUS000193000,,Australia,,Sale ,,
ECU000006000,,Ecuado,,Salinas ,,
USAAP0620000,,United States of America (USA),,Santa Monica ,,
DEU000037000,,Germany,,Schwerin ,,
NAM000012000,,Namibia,,Sesriem ,,
AUS000194000,,Australia,,Shepparton ,,
IND000059000,,India,,Shimla ,,
USAAP0621000,,United States of America (USA),,Waterville ,,
IND000060000,,India,,Surat Gujarat ,,
USAAP0622000,,United States of America (USA),,Emeryville ,,
USAAP0623000,,United States of America (USA),,Half Moon Bay ,,
USAAP0624000,,United States of America (USA),,Poughkeepsie ,,
USAAP0625000,,United States of America (USA),,Danbury ,,
USAAP0626000,,United States of America (USA),,Findlay ,,
USAAP0627000,,United States of America (USA),,Hawthorne ,,
USAAP0628000,,United States of America (USA),,Manassas ,,
USAAP0629000,,United States of America (USA),,Norwood ,,
USAAP0630000,,United States of America (USA),,Oceanside ,,
USAAP0631000,,United States of America (USA),,Schaumburg ,,
USAAP0632000,,United States of America (USA),,Truckee ,,
USAAP0633000,,United States of America (USA),,Willow Grove ,,
USAAP0634000,,United States of America (USA),,Woburn ,,
USAAP0635000,,United States of America (USA),,Waukesha ,,
USAAP0636000,,United States of America (USA),,Fort Worth ,,
IDN000073000,,Indonesia,,Malang ,,
USAAP0637000,,United States of America (USA),,Elkhart ,,
USAAP0638000,,United States of America (USA),,Okeechobee ,,
USAAP0639000,,United States of America (USA),,Orange Springhill ,,
USAAP0640000,,United States of America (USA),,Danville ,,
USAAP0641000,,United States of America (USA),,Defiance ,,
USAAP0642000,,United States of America (USA),,Childress ,,
USAAP0643000,,United States of America (USA),,Frederick ,,
USAAP0644000,,United States of America (USA),,Fairfield ,,
USAAP0645000,,United States of America (USA),,Greenwood ,,
USAAP0646000,,United States of America (USA),,Goodyear ,,
USAAP0647000,,United States of America (USA),,Orange ,,
USAAP0648000,,United States of America (USA),,Kankakee ,,
USAAP0649000,,United States of America (USA),,Cortland ,,
USAAP0650000,,United States of America (USA),,Kosciusko ,,
USAAP0651000,,United States of America (USA),,Clinton ,,
USAAP0652000,,United States of America (USA),,Lamar ,,
USAAP0653000,,United States of America (USA),,Russell ,,
USAAP0654000,,United States of America (USA),,Rensselaer ,,
USAAP0655000,,United States of America (USA),,Madera ,,
USAAP0656000,,United States of America (USA),,Moultrie ,,
USAAP0657000,,United States of America (USA),,Nacogdoches ,,
USAAP0658000,,United States of America (USA),,Pecos ,,
USAAP0659000,,United States of America (USA),,Georgetown ,,
USAAP0660000,,United States of America (USA),,Sumter ,,
USAAP0661000,,United States of America (USA),,Schenectady ,,
USAAP0662000,,United States of America (USA),,Snyder ,,
USAAP0663000,,United States of America (USA),,Tulare ,,
USAAP0664000,,United States of America (USA),,Woodward ,,
USAAP0665000,,United States of America (USA),,Indiana ,,
USAAP0666000,,United States of America (USA),,Hampton ,,
IDN000074000,,Indonesia,,Gorontalo ,,
IDN000075000,,Indonesia,,Ternate ,,
TUR000016000,,Turkey,,Kahramanmaras ,,
TUR000017000,,Turkey,,Merzifon ,,
TUR000018000,,Turkey,,Sinop ,,
TUR000019000,,Turkey,,Usak ,,
JPN000103000,,Japan,,Lundao ,,
PRI000006000,,Puerto Rico,,Vieques ,,
VNM000015000,,Vietnam,,Con Dao ,,
USAAP0667000,,United States of America (USA),,Humboldt ,,
USAAP0668000,,United States of America (USA),,Wise ,,
USAAP0669000,,United States of America (USA),,Mcpherson ,,
FRA000062000,,France,,Hazebrouck ,,
FRA000063000,,France,,Évreux ,,
FRA000064000,,France,,Épinal ,,
FRA000065000,,France,,Dieppe ,,
FRA000066000,,France,,Dole ,,
FRA000067000,,France,,Granville ,,
FRA000068000,,France,,Courchevel ,,
FRA000069000,,France,,Gap ,,
FRA000070000,,France,,Cahors ,,
FRA000071000,,France,,Rochefort ,,
FRA000072000,,France,,Mende ,,
FRA000073000,,France,,Mont-Dauphin ,,
FRA000074000,,France,,Montlu?On ,,
FRA000075000,,France,,Morlaix ,,
FRA000076000,,France,,Niort ,,
FRA000077000,,France,,Lime Village ,,
FRA000078000,,France,,Chateauroux ,,
FRA000079000,,France,,Cognac ,,
FRA000080000,,France,,Creil ,,
FRA000081000,,France,,Landivisiau ,,
FRA000082000,,France,,Le Castellet ,,
FRA000083000,,France,,Saint-Brieuc ,,
FRA000084000,,France,,Solenzara ,,
FRA000085000,,France,,Vittel ,,
FRA000086000,,France,,Vichy ,,
USAAP0670000,,United States of America (USA),,Titusville ,,
USAAP0671000,,United States of America (USA),,Everett ,,
USAAP0672000,,United States of America (USA),,Plainview ,,
USAAP0673000,,United States of America (USA),,Rogers ,,
USAAP0674000,,United States of America (USA),,Jacksonville ,,
USAAP0675000,,United States of America (USA),,El Cajon ,,
USAAP0676000,,United States of America (USA),,King City ,,
USAAP0677000,,United States of America (USA),,Rockwood ,,
USAAP0678000,,United States of America (USA),,Morristown ,,
USAAP0679000,,United States of America (USA),,Vero Beach ,,
USAAP0680000,,United States of America (USA),,Houma ,,
USAAP0681000,,United States of America (USA),,Canon City ,,
USAAP0682000,,United States of America (USA),,Monticello ,,
USAAP0683000,,United States of America (USA),,Saint Augustine ,,
USAAP0684000,,United States of America (USA),,Mineral Wells ,,
USAAP0685000,,United States of America (USA),,Wisconsin Rapids ,,
USAAP0686000,,United States of America (USA),,Willoughby ,,
USAAP0687000,,United States of America (USA),,Rolla ,,
USAAP0688000,,United States of America (USA),,Roanoke Rapids ,,
USAAP0689000,,United States of America (USA),,Bremerton ,,
USAAP0690000,,United States of America (USA),,Thousand Oaks ,,
USAAP0691000,,United States of America (USA),,Front Royal ,,
USAAP0692000,,United States of America (USA),,Faribault ,,
USAAP0693000,,United States of America (USA),,Linden ,,
USAAP0694000,,United States of America (USA),,Lakeview ,,
USAAP0695000,,United States of America (USA),,Palo Alto ,,
USAAP0696000,,United States of America (USA),,Hayward ,,
USAAP0697000,,United States of America (USA),,Lompoc ,,
USAAP0698000,,United States of America (USA),,Lake Geneva ,,
USAAP0699000,,United States of America (USA),,Keene ,,
USAAP0700000,,United States of America (USA),,Princeton ,,
USAAP0701000,,United States of America (USA),,Glendale ,,
USAAP0702000,,United States of America (USA),,Toms River ,,
USAAP0703000,,United States of America (USA),,Easton ,,
USAAP0704000,,United States of America (USA),,Zanesville ,,
USAAP0705000,,United States of America (USA),,Rock Hill ,,
USAAP0706000,,United States of America (USA),,Deming ,,
USAAP0707000,,United States of America (USA),,Needles ,,
USAAP0708000,,United States of America (USA),,Sandusky ,,
USAAP0709000,,United States of America (USA),,Lathrop ,,
USAAP0710000,,United States of America (USA),,Goshen ,,
USAAP0711000,,United States of America (USA),,Edgewood ,,
USAAP0712000,,United States of America (USA),,Goldsboro ,,
USAAP0713000,,United States of America (USA),,Red Bluff ,,
USAAP0714000,,United States of America (USA),,Placerville ,,
USAAP0715000,,United States of America (USA),,Weatherford ,,
USAAP0716000,,United States of America (USA),,Pontiac ,,
USAAP0717000,,United States of America (USA),,Great Barrington ,,
USAAP0718000,,United States of America (USA),,Shawnee ,,
USAAP0719000,,United States of America (USA),,Kerrville ,,
USAAP0720000,,United States of America (USA),,Janesville ,,
USAAP0721000,,United States of America (USA),,Tullahoma ,,
USAAP0722000,,United States of America (USA),,Searcy ,,
USAAP0723000,,United States of America (USA),,Livingston ,,
USAAP0724000,,United States of America (USA),,Norfolk ,,
USAAP0725000,,United States of America (USA),,Ukiah ,,
USAAP0726000,,United States of America (USA),,South Lake Tahoe ,,
USAAP0727000,,United States of America (USA),,Gaylord ,,
USAAP0728000,,United States of America (USA),,Seymour ,,
USAAP0729000,,United States of America (USA),,Wilkesboro ,,
USAAP0730000,,United States of America (USA),,Guthrie ,,
USAAP0731000,,United States of America (USA),,Statesville ,,
USAAP0732000,,United States of America (USA),,Tifton ,,
USAAP0733000,,United States of America (USA),,Cascade Locks ,,
USAAP0734000,,United States of America (USA),,Redwood Falls ,,
USAAP0735000,,United States of America (USA),,Milton ,,
USAAP0736000,,United States of America (USA),,Camp Springs ,,
USAAP0737000,,United States of America (USA),,Laconia ,,
USAAP0738000,,United States of America (USA),,Berkeley ,,
USAAP0739000,,United States of America (USA),,Wharton ,,
USAAP0740000,,United States of America (USA),,East Hampton ,,
USAAP0741000,,United States of America (USA),,Glenwood Springs ,,
USAAP0742000,,United States of America (USA),,Hickory ,,
USAAP0743000,,United States of America (USA),,Mount Pleasant ,,
USAAP0744000,,United States of America (USA),,Glenview ,,
USAAP0745000,,United States of America (USA),,Muncie ,,
USAAP0746000,,United States of America (USA),,Newton ,,
USAAP0747000,,United States of America (USA),,Pottstown ,,
USAAP0748000,,United States of America (USA),,Gadsden ,,
USAAP0749000,,United States of America (USA),,Niagara Falls ,,
USAAP0750000,,United States of America (USA),,Watsonville ,,
USAAP0751000,,United States of America (USA),,Valparaiso ,,
USAAP0752000,,United States of America (USA),,Natchez ,,
USAAP0753000,,United States of America (USA),,Fullerton ,,
USAAP0754000,,United States of America (USA),,Marlborough ,,
USAAP0755000,,United States of America (USA),,King Of Prussia ,,
USAAP0756000,,United States of America (USA),,Mesquite ,,
USAAP0757000,,United States of America (USA),,Sunriver ,,
USAAP0758000,,United States of America (USA),,Palmdale ,,
USAAP0759000,,United States of America (USA),,Greenfield ,,
USAAP0760000,,United States of America (USA),,Elk City ,,
USAAP0761000,,United States of America (USA),,Elizabeth City ,,
USAAP0762000,,United States of America (USA),,Ocala ,,
USAAP0763000,,United States of America (USA),,Middletown ,,
USAAP0764000,,United States of America (USA),,Show Low ,,
USAAP0765000,,United States of America (USA),,Stuart ,,
USAAP0766000,,United States of America (USA),,Waltham ,,
USAAP0767000,,United States of America (USA),,Marysville ,,
USAAP0768000,,United States of America (USA),,Seward ,,
USAAP0769000,,United States of America (USA),,Stratford ,,
USAAP0770000,,United States of America (USA),,Gulf Shores ,,
USAAP0771000,,United States of America (USA),,College Park ,,
USAAP0772000,,United States of America (USA),,Plymouth ,,
USAAP0773000,,United States of America (USA),,Livermore ,,
USAAP0774000,,United States of America (USA),,Holland ,,
USAAP0775000,,United States of America (USA),,Punta Gorda ,,
USAAP0776000,,United States of America (USA),,Marietta ,,
USAAP0777000,,United States of America (USA),,Salinas ,,
USAAP0778000,,United States of America (USA),,Mankato ,,
USAAP0779000,,United States of America (USA),,Lima ,,
USAAP0780000,,United States of America (USA),,Westfield ,,
USAAP0781000,,United States of America (USA),,Osage Beach ,,
USAAP0782000,,United States of America (USA),,La Grange ,,
USAAP0783000,,United States of America (USA),,Rocky Mount ,,
USAAP0784000,,United States of America (USA),,Ocean City ,,
USAAP0785000,,United States of America (USA),,Susanville ,,
PER000011000,,Peru,,Peru ,,
USAAP0786000,,United States of America (USA),,Paris(Texas Us) ,,
USAAP0787000,,United States of America (USA),,Mojave ,,
USAAP0788000,,United States of America (USA),,Fairmont ,,
USAAP0789000,,United States of America (USA),,Forest Park ,,
USAAP0790000,,United States of America (USA),,Norwalk ,,
USAAP0791000,,United States of America (USA),,Joliet ,,
USAAP0792000,,United States of America (USA),,Winona ,,
USAAP0793000,,United States of America (USA),,Freeport ,,
USAAP0794000,,United States of America (USA),,Tehachapi ,,
USAAP0795000,,United States of America (USA),,Olympia ,,
USAAP0796000,,United States of America (USA),,Mount Shasta ,,
USAAP0797000,,United States of America (USA),,Pittsfield ,,
USAAP0798000,,United States of America (USA),,Fort Pierce ,,
USAAP0799000,,United States of America (USA),,Rehoboth Beach ,,
USAAP0800000,,United States of America (USA),,West Memphis ,,
USAAP0801000,,United States of America (USA),,Fort Bragg ,,
USAAP0802000,,United States of America (USA),,Union City ,,
USAAP0803000,,United States of America (USA),,Errol ,,
USAAP0804000,,United States of America (USA),,Culver City ,,
USAAP0805000,,United States of America (USA),,Statesboro ,,
USAAP0806000,,United States of America (USA),,San Carlos ,,
USAAP0807000,,United States of America (USA),,Yreka ,,
USAAP0808000,,United States of America (USA),,Brunswick ,,
USAAP0809000,,United States of America (USA),,Stockton ,,
USAAP0810000,,United States of America (USA),,Roseburg ,,
USAAP0811000,,United States of America (USA),,Homestead ,,
USAAP0812000,,United States of America (USA),,Downey ,,
USAAP0813000,,United States of America (USA),,Marshalltown ,,
USAAP0814000,,United States of America (USA),,Wildwood ,,
USAAP0815000,,United States of America (USA),,Enterprise ,,
USAAP0816000,,United States of America (USA),,New Philadelphia ,,
USAAP0817000,,United States of America (USA),,Council Bluffs ,,
USAAP0818000,,United States of America (USA),,Smithfield ,,
USAAP0819000,,United States of America (USA),,Jefferson City ,,
USAAP0820000,,United States of America (USA),,Kingston ,,
USAAP0821000,,United States of America (USA),,Mountain View ,,
USAAP0822000,,United States of America (USA),,Mountain Home ,,
USAAP0823000,,United States of America (USA),,Pine Bluff ,,
USAAP0824000,,United States of America (USA),,Siloam Springs ,,
USAAP0825000,,United States of America (USA),,Foley ,,
USAAP0826000,,United States of America (USA),,Monroeville ,,
USAAP0827000,,United States of America (USA),,Keokuk ,,
USAAP0828000,,United States of America (USA),,Muscatine ,,
USAAP0829000,,United States of America (USA),,Edenton ,,
USAAP0830000,,United States of America (USA),,Lumberton ,,
USAAP0831000,,United States of America (USA),,Manteo ,,
USAAP0832000,,United States of America (USA),,Southern Pines ,,
USAAP0833000,,United States of America (USA),,Hazleton ,,
USAAP0834000,,United States of America (USA),,Meadville ,,
USAAP0835000,,United States of America (USA),,Mount Pocono ,,
USAAP0836000,,United States of America (USA),,Quakertown ,,
USAAP0837000,,United States of America (USA),,Eagle Pass ,,
USAAP0838000,,United States of America (USA),,Fort Stockton ,,
USAAP0839000,,United States of America (USA),,Palestine ,,
USAAP0840000,,United States of America (USA),,Pampa ,,
USAAP0841000,,United States of America (USA),,Stephenville ,,
USAAP0842000,,United States of America (USA),,Sulphur Springs ,,
USAAP0843000,,United States of America (USA),,Sweetwater ,,
USAAP0844000,,United States of America (USA),,Temple ,,
USAAP0845000,,United States of America (USA),,Van Horn ,,
USAAP0846000,,United States of America (USA),,Mansfield ,,
USAAP0847000,,United States of America (USA),,Duncan ,,
USAAP0848000,,United States of America (USA),,Durant ,,
USAAP0849000,,United States of America (USA),,Frederick ,,
USAAP0850000,,United States of America (USA),,Mcalester ,,
USAAP0851000,,United States of America (USA),,Muskogee ,,
USAAP0852000,,United States of America (USA),,Poteau ,,
USAAP0853000,,United States of America (USA),,Stillwater ,,
USAAP0854000,,United States of America (USA),,La Grande ,,
USAAP0855000,,United States of America (USA),,Pacific City ,,
USAAP0856000,,United States of America (USA),,Chehalis ,,
USAAP0857000,,United States of America (USA),,Kelso ,,
USAAP0858000,,United States of America (USA),,Omak ,,
USAAP0859000,,United States of America (USA),,Lander ,,
USAAP0860000,,United States of America (USA),,Rawlins ,,
USAAP0861000,,United States of America (USA),,Hollister ,,
USAAP0862000,,United States of America (USA),,Lakeport ,,
USAAP0863000,,United States of America (USA),,Lemoore ,,
USAAP0864000,,United States of America (USA),,Oroville ,,
USAAP0865000,,United States of America (USA),,Twentynine Palms ,,
USAAP0866000,,United States of America (USA),,Willows ,,
USAAP0867000,,United States of America (USA),,Colby ,,
USAAP0868000,,United States of America (USA),,Emporia ,,
USAAP0869000,,United States of America (USA),,Greeley ,,
USAAP0870000,,United States of America (USA),,Pagosa Springs ,,
USAAP0871000,,United States of America (USA),,Rifle ,,
USAAP0872000,,United States of America (USA),,Elizabethtown ,,
USAAP0873000,,United States of America (USA),,Hopkinsville ,,
USAAP0874000,,United States of America (USA),,Murray ,,
USAAP0875000,,United States of America (USA),,Opelousas ,,
USAAP0876000,,United States of America (USA),,Saint Joseph ,,
USAAP0877000,,United States of America (USA),,Sedalia ,,
USAAP0878000,,United States of America (USA),,Mccomb ,,
USAAP0879000,,United States of America (USA),,Picayune ,,
USAAP0880000,,United States of America (USA),,Utica ,,
USAAP0881000,,United States of America (USA),,Owatonna ,,
USAAP0882000,,United States of America (USA),,Spearfish ,,
USAAP0883000,,United States of America (USA),,Clemson ,,
USAAP0884000,,United States of America (USA),,Walterboro ,,
USAAP0885000,,United States of America (USA),,Glens Falls ,,
USAAP0886000,,United States of America (USA),,Olean ,,
USAAP0887000,,United States of America (USA),,Crossville ,,
USAAP0888000,,United States of America (USA),,Fond Du Lac ,,
USAAP0889000,,United States of America (USA),,Sparta ,,
USAAP0890000,,United States of America (USA),,Stevens Point ,,
USAAP0891000,,United States of America (USA),,Superior ,,
USAAP0892000,,United States of America (USA),,Elkins ,,
USAAP0893000,,United States of America (USA),,Martinsburg ,,
USAAP0894000,,United States of America (USA),,Jaffrey ,,
USAAP0895000,,United States of America (USA),,Espanola ,,
USAAP0896000,,United States of America (USA),,Lordsburg ,,
USAAP0897000,,United States of America (USA),,Socorro ,,
USAAP0898000,,United States of America (USA),,Truth Or Consequences ,,
USAAP0899000,,United States of America (USA),,Casa Grande ,,
USAAP0900000,,United States of America (USA),,Marana ,,
USAAP0901000,,United States of America (USA),,Nogales ,,
USAAP0902000,,United States of America (USA),,Winslow ,,
USAAP0903000,,United States of America (USA),,Mattoon ,,
USAAP0904000,,United States of America (USA),,Kentland ,,
USAAP0905000,,United States of America (USA),,Kokomo ,,
USAAP0906000,,United States of America (USA),,Michigan City ,,
USAAP0907000,,United States of America (USA),,Richmond ,,
USAAP0908000,,United States of America (USA),,Nephi ,,
USAAP0909000,,United States of America (USA),,Richfield ,,
USAAP0910000,,United States of America (USA),,Tremonton ,,
USAAP0911000,,United States of America (USA),,Wendover ,,
USAAP0912000,,United States of America (USA),,Dalton ,,
USAAP0913000,,United States of America (USA),,Hinesville ,,
USAAP0914000,,United States of America (USA),,Milledgeville ,,
USAAP0915000,,United States of America (USA),,Pine Mountain ,,
USAAP0916000,,United States of America (USA),,Thomasville ,,
USAAP0917000,,United States of America (USA),,Waycross ,,
DEU000038000,,Germany,,Flensburg ,,
DEU000039000,,Germany,,Geilenkirchen ,,
DEU000040000,,Germany,,Husum ,,
DEU000041000,,Germany,,Kitzingen ,,
DEU000042000,,Germany,,Gütersloh ,,
DEU000043000,,Germany,,Kaiserslautern ,,
DEU000044000,,Germany,,Cottbus ,,
DEU000045000,,Germany,,Cuxhaven ,,
DEU000046000,,Germany,,Lahr(Baden-Württemberg) ,,
DEU000047000,,Germany,,Riesa ,,
DEU000048000,,Germany,,Norden ,,
DEU000049000,,Germany,,Straubing ,,
DEU000050000,,Germany,,Schleswig ,,
ITA000022000,,Italy,,Comiso ,,
ITA000023000,,Italy,,Vieste ,,
GBR000058000,,Great Britain (United Kingdom; England),,Brandon ,,
GBR000059000,,Great Britain (United Kingdom; England),,Auburn ,,
GBR000060000,,Great Britain (United Kingdom; England),,Braintree ,,
GBR000061000,,Great Britain (United Kingdom; England),,Dornoch ,,
GBR000062000,,Great Britain (United Kingdom; England),,Filton ,,
GBR000063000,,Great Britain (United Kingdom; England),,Forres ,,
GBR000064000,,Great Britain (United Kingdom; England),,Haverfordwest ,,
GBR000065000,,Great Britain (United Kingdom; England),,Kings Lynn ,,
GBR000066000,,Great Britain (United Kingdom; England),,Mildenhall ,,
AUS000195000,,Australia,,Surfers Paradise ,,
AUS000196000,,Australia,,Forster ,,
AUS000197000,,Australia,,Gosford ,,
AUS000198000,,Australia,,Coonabarabran ,,
AUS000199000,,Australia,,Maitland ,,
AUS000200000,,Australia,,American River ,,
AUS000201000,,Australia,,Parndana ,,
AUS000202000,,Australia,,Penneshaw ,,
AUS000203000,,Australia,,Cessnock ,,
AUS000204000,,Australia,,Smithton ,,
AUS000205000,,Australia,,Tangalooma ,,
AUS000206000,,Australia,,Swan Hill ,,
CAN000200000,,Canada,,Bonaventure ,,
CAN000201000,,Canada,,Brockville ,,
CAN000202000,,Canada,,Chilliwack ,,
CAN000203000,,Canada,,Cornwall ,,
CAN000204000,,Canada,,Dolbeau ,,
CAN000205000,,Canada,,Hinton ,,
CAN000206000,,Canada,,Matane ,,
CAN000207000,,Canada,,Moose Jaw ,,
CAN000208000,,Canada,,Owen Sound ,,
CAN000209000,,Canada,,Parry Sound ,,
CAN000210000,,Canada,,Rimouski ,,
CAN000211000,,Canada,,Sherbrooke ,,
CAN000212000,,Canada,,Squamish ,,
CAN000213000,,Canada,,Summerside ,,
CAN000214000,,Canada,,Trenton ,,
MYS000023000,,Malaysia,,Pasir Gudang ,,
MYS000024000,,Malaysia,,Ranau ,,
MYS000025000,,Malaysia,,Sitiawan ,,
VNM000016000,,Vietnam,,Can Tho ,,
EGY000012000,,Egypt,,Siwa ,,
ZAF000018000,,South Africa,,Port Alfred ,,
ZAF000019000,,South Africa,,Komatipoort ,,
ZAF000020000,,South Africa,,Louis Trichardt ,,
ZAF000021000,,South Africa,,Robertson ,,
ZAF000022000,,South Africa,,Manyeleti ,,
ZAF000023000,,South Africa,,Tzaneen ,,
MEX000037000,,Mexico,,Ensenada ,,
NZL000030000,,New Zealand,,Whitianga ,,
NZL000031000,,New Zealand,,Kawau Island ,,
NZL000032000,,New Zealand,,Coromandel ,,
NZL000033000,,New Zealand,,Raglan ,,
NZL000034000,,New Zealand,,Motueka ,,
NZL000035000,,New Zealand,,Paraparaumu Beach ,,
NZL000036000,,New Zealand,,Thames ,,
ARG000014000,,Argentina,,La Cumbre ,,
ARG000015000,,Argentina,,Necochea ,,
BRA000121000,,Brazil,,Campo Grande ,,
BRA000122000,,Brazil,,Guarapari ,,
BRA000123000,,Brazil,,Guaratinguetá ,,
BRA000124000,,Brazil,,Caldas Novas ,,
BRA000125000,,Brazil,,Macaé ,,
BRA000126000,,Brazil,,Santos ,,
BRA000127000,,Brazil,,Ubatuba ,,
CHL000018000,,Chile,,Puerto Aisén ,,
CHL000019000,,Chile,,Porvenir ,,
AUT000004000,,Austria,,Hohenems ,,
BGR000002000,,Bulgaria,,Gorna Oryakhovitsa ,,
ISL000016000,,Iceland,,Grundarfjordur ,,
ISL000017000,,Iceland,,Myvatn ,,
ISL000018000,,Iceland,,Vestmannaeyjar ,,
DNK000009000,,Denmark,,Maribo ,,
DNK000010000,,Denmark,,Skive ,,
DNK000011000,,Denmark,,Sindal ,,
FIN000012000,,Finland,,Enonteki? ,,
FIN000013000,,Finland,,Ylivieska ,,
GRL000030000,,Greenland,,Tasiilaq ,,
NLD000010000,,Netherlands,,Den Helder ,,
NLD000011000,,Netherlands,,Uden ,,
CZE000003000,,Czech Republic,,Záb?Eh ,,
HRV000027000,,Croatia,,Mali Lo?Inj ,,
NOR000070000,,Norway,,Farsund ,,
PRT000017000,,Portugal,,Chaves ,,
SWE000039000,,Sweden,,Eskilstuna ,,
SWE000040000,,Sweden,,Landskrona ,,
SWE000041000,,Sweden,,V?Stervik ,,
SWE000042000,,Sweden,,G?Vle ,,
SVK000001000,,Slovakia,,Slia? ,,
UKR000091000,,Ukraine,,Kerch ,,
GRC000038000,,Greece,,Lárisa ,,
GRC000039000,,Greece,,Sparta ,,
OMN000003000,,Oman,,Dibba(Oman) ,,
OMN000004000,,Oman,,Sur ,,
USAAP0918000,,United States of America (USA),,Abingdon ,,
USAAP0919000,,United States of America (USA),,Big Rapids ,,
USAAP0920000,,United States of America (USA),,Cadillac ,,
USAAP0921000,,United States of America (USA),,Calexico ,,
USAAP0922000,,United States of America (USA),,Calipatria ,,
USAAP0923000,,United States of America (USA),,Camden ,,
USAAP0924000,,United States of America (USA),,Cedar Key ,,
USAAP0925000,,United States of America (USA),,Centerville ,,
USAAP0926000,,United States of America (USA),,Chanute ,,
USAAP0927000,,United States of America (USA),,Charles City ,,
USAAP0928000,,United States of America (USA),,Chickasha ,,
USAAP0929000,,United States of America (USA),,Claremont ,,
USAAP0930000,,United States of America (USA),,Clarinda ,,
USAAP0931000,,United States of America (USA),,Clarksdale ,,
USAAP0932000,,United States of America (USA),,Clayton ,,
USAAP0933000,,United States of America (USA),,Clintonville ,,
USAAP0934000,,United States of America (USA),,Coalinga ,,
USAAP0935000,,United States of America (USA),,Coatesville ,,
USAAP0936000,,United States of America (USA),,Columbus ,,
USAAP0937000,,United States of America (USA),,Concordia ,,
USAAP0938000,,United States of America (USA),,Cooperstown ,,
USAAP0939000,,United States of America (USA),,Corsicana ,,
USAAP0940000,,United States of America (USA),,Cottonwood ,,
USAAP0941000,,United States of America (USA),,Crested Butte ,,
USAAP0942000,,United States of America (USA),,Creston ,,
USAAP0943000,,United States of America (USA),,Dalhart ,,
USAAP0944000,,United States of America (USA),,Detroit Lakes ,,
USAAP0945000,,United States of America (USA),,Dillon ,,
USAAP0946000,,United States of America (USA),,Douglas ,,
USAAP0947000,,United States of America (USA),,Rockdale ,,
USAAP0948000,,United States of America (USA),,Rockport ,,
USAAP0949000,,United States of America (USA),,Sanford ,,
USAAP0950000,,United States of America (USA),,Santa Paula ,,
USAAP0951000,,United States of America (USA),,Santa Ynez ,,
USAAP0952000,,United States of America (USA),,Selma ,,
USAAP0953000,,United States of America (USA),,Shelbyville ,,
USAAP0954000,,United States of America (USA),,Soldotna ,,
USAAP0955000,,United States of America (USA),,Somerset ,,
USAAP0956000,,United States of America (USA),,Storm Lake ,,
USAAP0957000,,United States of America (USA),,Sturgeon Bay ,,
USAAP0958000,,United States of America (USA),,Sturgis ,,
USAAP0959000,,United States of America (USA),,Talkeetna ,,
USAAP0960000,,United States of America (USA),,Talladega ,,
USAAP0961000,,United States of America (USA),,Terrell ,,
USAAP0962000,,United States of America (USA),,Tonopah ,,
USAAP0963000,,United States of America (USA),,Trenton ,,
USAAP0964000,,United States of America (USA),,Trinidad ,,
USAAP0965000,,United States of America (USA),,Tucumcari ,,
USAAP0966000,,United States of America (USA),,Uvalde ,,
USAAP0967000,,United States of America (USA),,Valentine ,,
USAAP0968000,,United States of America (USA),,Vandalia ,,
USAAP0969000,,United States of America (USA),,Vidalia ,,
USAAP0970000,,United States of America (USA),,Vincennes ,,
USAAP0971000,,United States of America (USA),,Wapakoneta ,,
USAAP0972000,,United States of America (USA),,Warrensburg ,,
USAAP0973000,,United States of America (USA),,Wasilla ,,
USAAP0974000,,United States of America (USA),,West Bend ,,
USAAP0975000,,United States of America (USA),,Wheatland ,,
USAAP0976000,,United States of America (USA),,Whitefield ,,
USAAP0977000,,United States of America (USA),,Willmar ,,
USAAP0978000,,United States of America (USA),,Winfield ,,
USAAP0979000,,United States of America (USA),,Winnemucca ,,
USAAP0980000,,United States of America (USA),,Worthington ,,
USAAP0981000,,United States of America (USA),,Yankton ,,
USAAP0982000,,United States of America (USA),,Zephyrhills ,,
USAAP0983000,,United States of America (USA),,East Stroudsburg ,,
USAAP0984000,,United States of America (USA),,Eastland ,,
USAAP0985000,,United States of America (USA),,Ellensburg ,,
USAAP0986000,,United States of America (USA),,Ephrata ,,
USAAP0987000,,United States of America (USA),,Estherville ,,
USAAP0988000,,United States of America (USA),,Eufaula ,,
USAAP0989000,,United States of America (USA),,Eunice ,,
USAAP0990000,,United States of America (USA),,Fallon ,,
USAAP0991000,,United States of America (USA),,Fergus Falls ,,
USAAP0992000,,United States of America (USA),,Fillmore ,,
USAAP0993000,,United States of America (USA),,Forrest City ,,
USAAP0994000,,United States of America (USA),,Fremont ,,
USAAP0995000,,United States of America (USA),,French Lick ,,
USAAP0996000,,United States of America (USA),,Goodland ,,
USAAP0997000,,United States of America (USA),,Gordonsville ,,
USAAP0998000,,United States of America (USA),,Grandview(Missouri) ,,
USAAP0999000,,United States of America (USA),,Grants ,,
USAAP1000000,,United States of America (USA),,Green River ,,
USAAP1001000,,United States of America (USA),,Greybull ,,
USAAP1002000,,United States of America (USA),,Guymon ,,
USAAP1003000,,United States of America (USA),,Hartsville ,,
USAAP1004000,,United States of America (USA),,Hermiston ,,
USAAP1005000,,United States of America (USA),,Immokalee ,,
