code,description,country,state,city,district,abbreviation
CHN015004022,,China,Inner Mongolia,Chifeng,Balinzuoqi,
CHN045012027,,China,Guangxi,Hechi,Bamayaozuzizhixian,
CHN054024028,,China,Tibet,Naqu,Bangexian,
CHN034003003,,China,Anhui,Bangbu,Bangshanqu,
CHN063026022,,China,Qinghai,Guoluo,Banmaxian,
CHN044003006,,China,Guangdong,Shenchou,Baoanqu,
CHN014009031,,China,Shanxi,Xinzhou,Baodexian,
CHN041004021,,China,Henan,Pingdingshan,Baofengxian,
CHN034001011,,China,Anhui,Hefei,Baohequ,
CHN043031025,,China,Hunan,Xiangxi,Baojingxian,
CHN042006026,,China,Hubei,Yangyang ,Baokangxian,
CHN023005023,,China,Heilongjiang,Shuangyashan,Baoqingxian,
CHN023005006,,China,Heilongjiang,Shuangyashan,Baoshanqu,
CHN061006002,,China,Shaanxi,Yanan,Baotaqu,
CHN051018027,,China,Sichuan,Yaan,Baoxingxian,
CHN032010023,,China,Jiangsu,Yangzhou,Baoyingxian,
CHN061001011,,China,Shaanxi,Xian,Baqiaoqu,
CHN054024029,,China,Tibet,Naqu,Baqingxian,
CHN054021027,,China,Tibet,Changdu,Basuxian,
CHN051033035,,China,Sichuan,Ganzi,Batangxian,
CHN023001026,,China,Heilongjiang,Haerbin,Bayanxian,
CHN021008004,,China,Liaoning,Yingkou,Bayuquanqu,
CHN051019002,,China,Sichuan,Bazhong,Bazhouqu,
CHN013010081,,China,Hebei,Langfang,Bazhoushi,
CHN023011081,,China,Heilongjiang,Heihe,Beianshi,
CHN051007026,,China,Sichuan,Mianyang,Beichuanqiangzuzizhixian,
CHN013003004,,China,Hebei,Qinhuangdao,Beidaihequ,
CHN041005003,,China,Henan,Anyang,Beiguanqu,
CHN043010002,,China,Hunan,Chenzhou,Beihuqu,
CHN023012002,,China,Heilongjiang,Suihua,Beilinqu,
CHN061001003,,China,Shaanxi,Xian,Beilinqu,
CHN045009081,,China,Guangxi,Yulin,Beiliushi,
CHN033002006,,China,Zhejiang,Ningbo,Beilunqu,
CHN021013081,,China,Liaoning,Chaoyang,Beipiaoshi,
CHN013006003,,China,Hebei,Baoding,Beishiqu,
CHN032002004,,China,Jiangsu,Wuxi,Beitangqu,
CHN043005011,,China,Hunan,Shaoyang,Beitaqu,
CHN021007082,,China,Liaoning,Jinzhou,Beizhenshi,
CHN021005021,,China,Liaoning,Benxi,Benximanzuzizhixian,
CHN054021033,,China,Tibet,Changdu,Bianbaxian,
CHN052024001,,China,Guizhou,Bijie,Bijieshi,
CHN037016002,,China,Shandong,Binzhou,Binchengqu,
CHN053029024,,China,Yunnan,Dali,Binchuanxian,
CHN032009022,,China,Jiangsu,Yancheng,Binhaixian,
CHN032002011,,China,Jiangsu,Wuxi,Binhuqu,
CHN033001008,,China,Zhejiang,Hangzhou,Binjiangqu,
CHN023001025,,China,Heilongjiang,Haerbin,Binxian,
CHN061004027,,China,Shaanxi,Xianyang,Binxian,
CHN045001026,,China,Guangxi,Nanning,Binyangxian,
CHN054024023,,China,Tibet,Naqu,Biruxian,
CHN041008022,,China,Henan,Jiaozuo,Boaixian,
CHN045009023,,China,Guangxi,Yulin,Bobaixian,
CHN065028029,,China,Xinjiang,Bayinguoleng,Bohuxian,
CHN065027001,,China,Xinjiang,Boertala,Boleshi,
CHN023009021,,China,Heilongjiang,Qitaihe,Bolixian,
CHN044013022,,China,Guangdong,Huizhou,Boluoxian,
CHN054026025,,China,Tibet,Linzhi,Bomixian,
CHN037003004,,China,Shandong,Zibo,Boshanqu,
CHN013009081,,China,Hebei,Cangzhou,Botoushi,
CHN034005005,,China,Anhui,Maanshan,Bowangqu,
CHN037016025,,China,Shandong,Binzhou,Boxingxian,
CHN013006037,,China,Hebei,Baoding,Boyexian,
CHN065043021,,China,Xinjiang,Aletai,Buerjinxian,
CHN051034029,,China,Sichuan,Liangshan,Butuoxian,
CHN042001014,,China,Hubei,Wuhan,Caidianqu,
CHN033003027,,China,Zhejiang,Wenzhou,Cangnanxian,
CHN035001004,,China,Fujian,Fuzhou,Cangshanqu,
CHN037013024,,China,Shandong,Linyi,Cangshanxian,
CHN045004021,,China,Guangxi,Wuzhou,Cangwuxian,
CHN013009021,,China,Hebei,Cangzhou,Cangxian,
CHN051008024,,China,Sichuan,Guangyuan,Cangxixian,
CHN053009027,,China,Yunnan,Lincang,Cangyuanwazuzizhixian,
CHN013002009,,China,Hebei,Tangshan,Caofeidianqu,
CHN037017021,,China,Shandong,Heze,Caoxian,
CHN052023027,,China,Guizhou,Qianxinan,Cehengxian,
CHN065032025,,China,Xinjiang,Hetian,Celexian,
CHN052026026,,China,Guizhou,Qiandongnan,Cengongxian,
CHN045004081,,China,Guangxi,Wuzhou,Cenxishi,
CHN065040022,,China,Xinjiang,Yili,Chabuchaerxibozizhixian,
CHN015009028,,China,Inner Mongolia,Wulanchabu,Chahaeryouyihouqi,
CHN015009026,,China,Inner Mongolia,Wulanchabu,Chahaeryouyiqianqi,
CHN015009027,,China,Inner Mongolia,Wulanchabu,Chahaeryouyizhongqi,
CHN043002024,,China,Hunan,Zhuzhou,Chalingxian,
CHN044006004,,China,Guangdong,Fushan,Chanchengqu,
CHN013001002,,China,Hebei,Shijiazhuang,Changanqu,
CHN061001016,,China,Shaanxi,Xian,Changanqu,
CHN022006023,,China,Jilin,White Mountain ,Changbaichaoxianzuzizhixian,
CHN037006034,,China,Shandong,Yantai,Changdaoxian,
CHN054021021,,China,Tibet,Changdu,Changduxian,
CHN034001021,,China,Anhui,Hefei,Changfengxian,
CHN041010082,,China,Henan,Xuchang,Changgeshi,
CHN021002024,,China,Liaoning,Dalian,Changhaixian,
CHN036002002,,China,Jiangxi,Jingdezhen,Changjiangqu,
CHN065023001,,China,Xinjiang,Changji,Changjishi,
CHN035001082,,China,Fujian,Fuzhou,Changleshi,
CHN037007025,,China,Shandong,Weifang,Changlexian,
CHN022007022,,China,Jilin,Songyuan,Changlingxian,
CHN013003022,,China,Hebei,Qinhuangdao,Changlixian,
CHN043004082,,China,Hunan,Hengyang,Changningshi,
CHN051015024,,China,Sichuan,Yibin,Changningxian,
CHN053005024,,China,Yunnan,Baoshan,Changningxian,
CHN037001013,,China,Shandong,Jinan,Changqingqu,
CHN033008022,,China,Zhejiang,Quzhou,Changshanxian,
CHN043001021,,China,Hunan,Changsha,Changshaxian,
CHN052027029,,China,Guizhou,Qiannan,Changshunxian,
CHN032005081,,China,Jiangsu,Suzhou,Changshushi,
CHN035006025,,China,Fujian,Zhangzhou,Changtaixian,
CHN035008021,,China,Fujian,Longyan,Changtingxian,
CHN021012024,,China,Liaoning,Tieling,Changtuxian,
CHN061004028,,China,Shaanxi,Xianyang,Changwuxian,
CHN033005022,,China,Zhejiang,Huzhou,Changxingxian,
CHN042005028,,China,Hubei,Yichang,Changyangtujiazuzizhixian,
CHN022002002,,China,Jilin,Jilin,Changyiqu,
CHN037007086,,China,Shandong,Weifang,Changyishi,
CHN041007028,,China,Henan,Xinxiang,Changyuanxian,
CHN014004021,,China,Shanxi,Changzhi,Changzhixian,
CHN045004005,,China,Guangxi,Wuzhou,Changzhouqu,
CHN014004028,,China,Shanxi,Changzhi,Changzixian,
CHN041003004,,China,Henan,Luoyang,Chanhehuizuqu,
CHN044051021,,China,Guangdong,Chaozhou,Chaoanxian,
CHN034001025,,China,Anhui,Hefei,Chaohushi,
CHN044005014,,China,Guangdong,Shantou,Chaonanqu,
CHN051008012,,China,Sichuan,Guangyuan,Chaotianqu,
CHN044005013,,China,Guangdong,Shantou,Chaoyangqu,
CHN022001004,,China,Jilin,Changchun,Chaoyangqu,
CHN021013021,,China,Liaoning,Chaoyang,Chaoyangxian,
CHN054021026,,China,Tibet,Changdu,Chayaxian,
CHN054026026,,China,Tibet,Linzhi,Chayuxian,
CHN015007025,,China,Inner Mongolia,Hulunbeier,Chenbaerhuqi,
CHN061003004,,China,Shaanxi,Baoji,Chencangqu,
CHN063027023,,China,Qinghai,Yushu,Chenduoxian,
CHN013004024,,China,Hebei,Handan,Chenganxian,
CHN063001005,,China,Qinghai,Xining,Chengbeiqu,
CHN043005029,,China,Hunan,Shaoyang,Chengbumiaozuzizhixian,
CHN061005025,,China,Shaanxi,Weinan,Chengchengxian,
CHN013008021,,China,Hebei,Chengde,Chengdexian,
CHN063001002,,China,Qinghai,Xining,Chengdongqu,
CHN053001021,,China,Yunnan,Kunming,Chenggongxian,
CHN062001002,,China,Gansu,Lanzhoushi,Chengguanqu,
CHN054001002,,China,Tibet,Lasa,Chengguanqu,
CHN061007022,,China,Shaanxi,Hanzhong,Chengguxian,
CHN044005015,,China,Guangdong,Shantou,Chenghaiqu,
CHN051001008,,China,Sichuan,Chengdu,Chenghuaqu,
CHN044002004,,China,Guangdong,Shaoguan,Chengjiangqu,
CHN053004022,,China,Yunnan,Yuxi,Chengjiangxian,
CHN044015002,,China,Guangdong,Shanwei,Chengqu,
CHN014002002,,China,Shanxi,Datong,Chengqu,
CHN014005002,,China,Shanxi,Jincheng,Chengqu,
CHN014003002,,China,Shanxi,Yangquan,Chengqu,
CHN014004002,,China,Shanxi,Changzhi,Chengqu,
CHN033009022,,China,Zhejiang,Zhoushan,Chengsixian,
CHN037017023,,China,Shandong,Heze,Chengwuxian,
CHN062012021,,China,Gansu,Longnan,Chengxian,
CHN035003002,,China,Fujian,Putian,Chengxiangqu,
CHN063001004,,China,Qinghai,Xining,Chengxiqu,
CHN037002014,,China,Shandong,Qingdao,Chengyangqu,
CHN045002002,,China,Guangxi,Liuzhou,Chengzhongqu,
CHN063001003,,China,Qinghai,Xining,Chengzhongqu,
CHN033006083,,China,Zhejiang,Shaoxing,Chengzhoushi,
CHN023003006,,China,Heilongjiang,Jixi,Chengzihequ,
CHN043012023,,China,Hunan,Huaihua,Chenxixian,
CHN042012081,,China,Hubei,Xianning,Chibishi,
CHN013007032,,China,Hebei,Zhangjiakou,Chichengxian,
CHN044008002,,China,Guangdong,Zhanjiang,Chikanqu,
CHN037015023,,China,Shandong,Liaocheng,Chipingxian,
CHN052003081,,China,Guizhou,Zunyi,Chishuishi,
CHN032002002,,China,Jiangsu,Wuxi,Chonganqu,
CHN032006002,,China,Jiangsu,Nantong,Chongchuanqu,
CHN013007033,,China,Hebei,Zhangjiakou,Chonglixian,
CHN036010024,,China,Jiangxi,Fuzhou,Chongrenxian,
CHN062008023,,China,Gansu,Pingliang,Chongxinxian,
CHN042012023,,China,Hubei,Xianning,Chongyangxian,
CHN036007025,,China,Jiangxi,Ganzhou,Chongyixian,
CHN051001084,,China,Sichuan,Chengdu,Chongzhoushi,
CHN041016002,,China,Henan,Zhoukou,Chuanhuiqu,
CHN051009003,,China,Sichuan,Suining,Chuanshanqu,
CHN022002004,,China,Jilin,Jilin,Chuanyingqu,
CHN033001027,,China,Zhejiang,Hangzhou,Chunanxian,
CHN061004030,,China,Shaanxi,Xianyang,Chunhuaxian,
CHN053023001,,China,Yunnan,Chuxiong,Chuxiongshi,
CHN043008021,,China,Hunan,Zhangjiajie,Cilixian,
CHN013004027,,China,Hebei,Handan,Cixian,
CHN033002082,,China,Zhejiang,Ningbo,Cixishi,
CHN044001084,,China,Guangdong,Guangzhou,Conghuashi,
CHN052026033,,China,Guizhou,Qiandongnan,Congjiangxian,
CHN013004003,,China,Hebei,Handan,Congtaiqu,
CHN034008023,,China,Anhui,Anqing,Congyangxian,
CHN023007006,,China,Heilongjiang,Yichun,Cuiluanqu,
CHN051015002,,China,Sichuan,Yibin,Cuipingqu,
CHN054022027,,China,Tibet,Shannan,Cuomeixian,
CHN054022032,,China,Tibet,Shannan,Cuonaxian,
CHN054025027,,China,Tibet,Ali,Cuoqinxian,
CHN051003004,,China,Sichuan,Zigong,Daanqu,
CHN022008082,,China,Jilin,Baicheng,Daanshi,
CHN065001007,,China,Xinjiang,Wulumuqi,Dabanchengqu,
CHN013010028,,China,Hebei,Langfang,Dachanghuizuzizhixian,
CHN013010025,,China,Hebei,Langfang,Dachengxian,
CHN021001004,,China,Liaoning,Shenyang,Dadongqu,
CHN015002023,,China,Inner Mongolia,Baotou,Daerhanmaominganlianheqi,
CHN052024022,,China,Guizhou,Bijie,Dafangxian,
CHN032009082,,China,Jiangsu,Yancheng,Dafengshi,
CHN034008003,,China,Anhui,Anqing,Daguanqu,
CHN053006024,,China,Yunnan,Zhaotong,Daguanxian,
CHN045012029,,China,Guangxi,Hechi,Dahuayaozuzizhixian,
CHN023007013,,China,Heilongjiang,Yichun,Dailingqu,
CHN033009021,,China,Zhejiang,Zhoushan,Daishanxian,
CHN014009023,,China,Shanxi,Xinzhou,Daixian,
CHN037009011,,China,Shandong,Taian,Daiyuequ,
CHN015006021,,China,Inner Mongolia,Eerduosi,Dalateqi,
CHN053029001,,China,Yunnan,Dali,Dalishi,
CHN061005023,,China,Shaanxi,Weinan,Dalixian,
CHN013004025,,China,Hebei,Handan,Damingxian,
CHN051033023,,China,Sichuan,Ganzi,Danbaxian,
CHN041016025,,China,Henan,Zhoukou,Danchengxian,
CHN061010022,,China,Shaanxi,Shangluo,Danfengxian,
CHN062012023,,China,Gansu,Longnan,Dangchangxian,
CHN034013021,,China,Anhui,Suzhou,Dangshanxian,
CHN034005021,,China,Anhui,Maanshan,Dangtuxian,
CHN054001022,,China,Tibet,Lasa,Dangxiongxian,
CHN042005082,,China,Hubei,Yichang,Dangyangshi,
CHN014010030,,China,Shanxi,Linfen,Daningxian,
CHN042003081,,China,Hubei,Shiyan,Danjiangkoushi,
CHN051014024,,China,Sichuan,Meishan,Danlingxian,
CHN032011012,,China,Jiangsu,Zhenjiang,Dantuqu,
CHN037017022,,China,Shandong,Heze,Danxian,
CHN032011081,,China,Jiangsu,Zhenjiang,Danyangshi,
CHN052026036,,China,Guizhou,Qiandongnan,Danzhaixian,
CHN022008002,,China,Jilin,Baicheng,Daobeiqu,
CHN051033037,,China,Sichuan,Ganzi,Daochengxian,
CHN051033026,,China,Sichuan,Ganzi,Daofuxian,
CHN023001002,,China,Heilongjiang,Haerbin,Daoliqu,
CHN022008081,,China,Jilin,Baicheng,Daonanshi,
CHN023001004,,China,Heilongjiang,Haerbin,Daowaiqu,
CHN043011024,,China,Hunan,Yongzhou,Daoxian,
CHN052003025,,China,Guizhou,Zunyi,Daozhengelaozumiaozuzizhixian,
CHN044014022,,China,Guangdong,Meizhou,Dapuxian,
CHN063026024,,China,Qinghai,Guoluo,Darixian,
CHN021008082,,China,Liaoning,Yingkou,Dashiqiaoshi,
CHN035004025,,China,Fujian,Sanming,Datianxian,
CHN063001021,,China,Qinghai,Xining,Datonghuizutuzuzizhixian,
CHN034004002,,China,Anhui,Huainan,Datongqu,
CHN023006006,,China,Heilongjiang,Daqing,Datongqu,
CHN014002027,,China,Shanxi,Datong,Datongxian,
CHN021011021,,China,Liaoning,Panjin,Dawaxian,
CHN064002002,,China,Ningxia,Shizuishan,Dawukouqu,
CHN042009022,,China,Hubei,Xiaogan,Dawuxian,
CHN051017021,,China,Sichuan,Dazhou,Daxian,
CHN043005003,,China,Hunan,Shaoyang,Daxiangqu,
CHN045014024,,China,Guangxi,Chongzuo,Daxinxian,
CHN053023026,,China,Yunnan,Chuxiong,Dayaoxian,
CHN042002081,,China,Hubei,Huangshi,Dayeshi,
CHN051009023,,China,Sichuan,Suining,Dayingxian,
CHN051001029,,China,Sichuan,Chengdu,Dayixian,
CHN036007023,,China,Jiangxi,Ganzhou,Dayuxian,
CHN051017024,,China,Sichuan,Dazhou,Dazhuxian,
CHN054001026,,China,Tibet,Lasa,Dazixian,
CHN036004026,,China,Jiangxi,Jiujiang,Deanxian,
CHN045010024,,China,Guangxi,Baise,Debaoxian,
CHN051034024,,China,Sichuan,Liangshan,Dechangxian,
CHN037014002,,China,Shandong,Dezhou,Dechengqu,
CHN051033030,,China,Sichuan,Ganzi,Degexian,
CHN035005026,,China,Fujian,Quanzhou,Dehuaxian,
CHN022001083,,China,Jilin,Changchun,Dehuishi,
CHN052022027,,China,Guizhou,Tongren,Dejiangxian,
CHN063028002,,China,Qinghai,Haixi,Delinghashi,
CHN041001085,,China,Henan,Zhengzhou,Dengfengshi,
CHN015008022,,China,Inner Mongolia,Bayanneer,Dengkouxian,
CHN021010081,,China,Liaoning,Liaoyang,Dengtashi,
CHN041013081,,China,Henan,Nanyang,Dengzhoushi,
CHN044012026,,China,Guangdong,Zhaoqing,Deqingxian,
CHN033005021,,China,Zhejiang,Huzhou,Deqingxian,
CHN053034022,,China,Yunnan,Diqing,Deqinxian,
CHN051033038,,China,Sichuan,Ganzi,Derongxian,
CHN036011081,,China,Jiangxi,Shangrao,Dexingshi,
CHN044009023,,China,Guangdong,Maoming,Dianbaixian,
CHN042005004,,China,Hubei,Yichang,Dianjunqu,
CHN021012081,,China,Liaoning,Tieling,Diaobingshanshi,
CHN023003004,,China,Heilongjiang,Jixi,Didaoqu,
CHN062030024,,China,Gansu,Gannan,Diebuxian,
CHN045003003,,China,Guangxi,Guilin,Diecaiqu,
CHN045004004,,China,Guangxi,Wuzhou,Dieshanqu,
CHN061008025,,China,Shaanxi,Yulin,Dingbianxian,
CHN043007003,,China,Hunan,Changde,Dingchengqu,
CHN033009002,,China,Zhejiang,Zhoushan,Dinghaiqu,
CHN044012003,,China,Guangdong,Zhaoqing,Dinghuqu,
CHN054023032,,China,Tibet,Rikaze,Dingjiexian,
CHN036007028,,China,Jiangxi,Ganzhou,Dingnanxian,
CHN054021025,,China,Tibet,Changdu,Dingqingxian,
CHN054023024,,China,Tibet,Rikaze,Dingrixian,
CHN037017027,,China,Shandong,Heze,Dingtaoxian,
CHN014009021,,China,Shanxi,Xinzhou,Dingxiangxian,
CHN013006026,,China,Hebei,Baoding,Dingxingxian,
CHN034011025,,China,Anhui,Chuzhou,Dingyuanxian,
CHN013006082,,China,Hebei,Baoding,Dingzhoushi,
CHN023010002,,China,Heilongjiang,Mudanjiang,Donganqu,
CHN043011022,,China,Hunan,Yongzhou,Donganxian,
CHN037015024,,China,Shandong,Liaocheng,Dongaxian,
CHN042008002,,China,Hubei,Jingmen,Dongbaoqu,
CHN037015002,,China,Shandong,Liaocheng,Dongchangfuqu,
CHN022005002,,China,Jilin,Tonghua,Dongchangqu,
CHN053001013,,China,Yunnan,Kunming,Dongchuanqu,
CHN023008005,,China,Heilongjiang,Jiamusi,Dongfengqu,
CHN022004021,,China,Jilin,Liaoyuan,Dongfengxian,
CHN037011002,,China,Shandong,Rizhao,Donggangqu,
CHN021006081,,China,Liaoning,Dandong,Donggangshi,
CHN013009023,,China,Hebei,Cangzhou,Dongguangxian,
CHN032007022,,China,Jiangsu,Lianyungang,Donghaixian,
CHN015002002,,China,Inner Mongolia,Baotou,Donghequ,
CHN036001002,,China,Jiangxi,Nanchang,Donghuqu,
CHN043005025,,China,Hunan,Shaoyang,Dongkouxian,
CHN045012024,,China,Guangxi,Hechi,Donglanxian,
CHN022004022,,China,Jilin,Liaoyuan,Dongliaoxian,
CHN021001012,,China,Liaoning,Shenyang,Donglingqu,
CHN037017028,,China,Shandong,Heze,Dongmingxian,
CHN023010024,,China,Heilongjiang,Mudanjiang,Dongningxian,
CHN037009023,,China,Shandong,Taian,Dongpingxian,
CHN051014002,,China,Sichuan,Meishan,Dongpoqu,
CHN051004002,,China,Sichuan,Panzhihua,Dongqu,
CHN023004006,,China,Heilongjiang,Hegang,Dongshanqu,
CHN035006026,,China,Fujian,Zhangzhou,Dongshanxian,
CHN015006002,,China,Inner Mongolia,Eerduosi,Dongshengqu,
CHN032009081,,China,Jiangsu,Yancheng,Dongtaishi,
CHN033003022,,China,Zhejiang,Wenzhou,Dongtouxian,
CHN015025025,,China,Inner Mongolia,Xilinguole,Dongwuzhumuqinqi,
CHN036010029,,China,Jiangxi,Fuzhou,Dongxiangxian,
CHN062029026,,China,Gansu,Linxia,Dongxiangzuzizhixian,
CHN042001012,,China,Hubei,Wuhan,Dongxihuqu,
CHN051010011,,China,Sichuan,Najiang,Dongxingqu,
CHN045006081,,China,Guangxi,Fangchenggang,Dongxingshi,
CHN033007083,,China,Zhejiang,Jinhua,Dongyangshi,
CHN037005002,,China,Shandong,Dongying,Dongyingqu,
CHN044016025,,China,Guangdong,Heyuan,Dongyuanxian,
CHN034017021,,China,Anhui,Chizhou,Dongzhixian,
CHN021004003,,China,Liaoning,Fushun,Dongzhouqu,
CHN044004003,,China,Guangdong,Zhuhai,Doumenqu,
CHN045012028,,China,Guangxi,Hechi,Duanyaozuzizhixian,
CHN044012002,,China,Guangdong,Zhaoqing,Duanzhouqu,
CHN036004028,,China,Jiangxi,Jiujiang,Duchangxian,
CHN023006024,,China,Heilongjiang,Daqing,Duerbotemengguzuzizhixian,
CHN054001025,,China,Tibet,Lasa,Duilongdeqingxian,
CHN051001081,,China,Sichuan,Chengdu,Dujiangyanshi,
CHN034006002,,China,Anhui,Huaibei,Dujiqu,
CHN063028022,,China,Qinghai,Haixi,Dulanxian,
CHN062009082,,China,Gansu,Jiuquan,Dunhuangshi,
CHN022024003,,China,Jilin,Yanbian,Dunhuashi,
CHN042008004,,China,Hubei,Jingmen,Duodaoqu,
CHN015025031,,China,Inner Mongolia,Xilinguole,Duolunxian,
CHN052027026,,China,Guizhou,Qiannan,Dushanxian,
CHN065002002,,China,Xinjiang,Kelamayi,Dushanziqu,
CHN052027001,,China,Guizhou,Qiannan,Duyunshi,
CHN051011032,,China,Sichuan,Leshan,Ebianyizuzizhixian,
CHN042007004,,China,Hubei,Ezhou,Echengqu,
CHN015007084,,China,Inner Mongolia,Hulunbeier,Eergunashi,
CHN015029023,,China,Inner Mongolia,Alashan,Ejinaqi,
CHN015007023,,China,Inner Mongolia,Hulunbeier,Elunchunzizhiqi,
CHN051011081,,China,Sichuan,Leshan,Emeishanshi,
CHN065042021,,China,Xinjiang,Tacheng,Eminxian,
CHN044007085,,China,Guangdong,Jiangmen,Enpingshi,
CHN042028001,,China,Hubei,Enshi,Enshishi,
CHN022005003,,China,Jilin,Tonghua,Erdaojiangqu,
CHN022001005,,China,Jilin,Changchun,Erdaoqu,
CHN015025001,,China,Inner Mongolia,Xilinguole,Erlianhaoteshi,
CHN041001003,,China,Henan,Zhengzhou,Erqiqu,
CHN053029030,,China,Yunnan,Dali,Eryuanxian,
CHN053004026,,China,Yunnan,Yuxi,Eshanyizuzizhixian,
CHN015006024,,China,Inner Mongolia,Eerduosi,Etuokeqi,
CHN015006023,,China,Inner Mongolia,Eerduosi,Etuokeqianqi,
CHN015007024,,China,Inner Mongolia,Hulunbeier,Ewenkezuzizhiqi,
CHN021001024,,China,Liaoning,Shenyang,Fakuxian,
CHN034002022,,China,Anhui,Wuhu,Fanchangxian,
CHN042006006,,China,Hubei,Yangyang ,Fanchengqu,
CHN045006003,,China,Guangxi,Fangchenggang,Fangchengqu,
CHN041013022,,China,Henan,Nanyang,Fangchengxian,
CHN014011028,,China,Shanxi,Lvliang,Fangshanxian,
CHN042003025,,China,Hubei,Shiyan,Fangxian,
CHN023001024,,China,Heilongjiang,Haerbin,Fangzhengxian,
CHN037007004,,China,Shandong,Weifang,Fangziqu,
CHN041009026,,China,Henan,Puyang,Fanxian,
CHN044001013,,China,Guangdong,Guangzhou,Fanyuqu,
CHN014009024,,China,Shanxi,Xinzhou,Fanzhixian,
CHN037009083,,China,Shandong,Taian,Feichengshi,
CHN034001022,,China,Anhui,Hefei,Feidongxian,
CHN037013025,,China,Shandong,Linyi,Feixian,
CHN013004028,,China,Hebei,Handan,Feixiangxian,
